,date,ratio,total,seats_arrivals_intl,mean,mean_se,mean_ci_lower,mean_ci_upper,obs_ci_lower,obs_ci_upper,pred_mean
0,2019-01-01,0.5616952789699571,7329.0,13048.0,0.5683874028585882,0.06266248511954992,0.44557118884249336,0.6912036168746831,0.2949459178136918,0.8418288879034848,7416.31883249886
1,2019-02-01,0.7342820570740155,9752.0,13281.0,0.6158279240585386,0.05549540369223355,0.5070589315142497,0.7245969166028274,0.3484010797489019,0.8832547683681753,8178.810659421451
2,2019-03-01,0.7018648018648018,9033.0,12870.0,0.6181364798990304,0.055339879805881176,0.5096723085707279,0.726600651227333,0.3508334687295966,0.8854394910684642,7955.416496300521
3,2019-04-01,0.7778086248380529,8405.0,10806.0,0.59681610908602,0.06733135673705898,0.4648490748511661,0.7287831433208739,0.31914414175216355,0.8744880764198765,6449.194874783532
4,2019-05-01,0.6518479776847977,7478.0,11472.0,0.5050418476374704,0.09371711892620828,0.3213596698072451,0.6887240254676956,0.19938588782191957,0.8106978074530212,5793.840076097061
5,2019-06-01,0.6196162482139213,6071.0,9798.0,0.6216938050916445,0.06314537405544618,0.4979311461526601,0.7454564640306289,0.34782591893856063,0.8955616912447284,6091.355902287933
6,2019-07-01,0.6433783290769792,7054.0,10964.0,0.8493925668905155,0.11967640930504064,0.6148311148535616,1.0839540189274692,0.5107105654496427,1.1880745683313882,9312.740103387612
7,2019-08-01,0.6657808347662967,8518.0,12794.0,0.8123573380616891,0.10686685538320229,0.6029021503695622,1.021812525753816,0.4905532066875639,1.1341614694358142,10393.29978316125
8,2019-09-01,0.6084277299501586,6714.0,11035.0,0.6744983137106223,0.07517332846949293,0.5271612973124167,0.8218353301088279,0.38920089044949957,0.959795736971745,7443.088891796717
9,2019-10-01,0.5571699305116866,6174.0,11081.0,0.5885641801379096,0.041690554670872335,0.5068521944875016,0.6702761657883175,0.3309534817629322,0.8461748785128869,6521.879680108176
10,2019-11-01,0.6161177838047268,7951.0,12905.0,0.5855201443111543,0.04191825309939908,0.5033618779414976,0.667678410680811,0.3277675418971756,0.843272746725133,7556.137462335446
11,2019-12-01,0.6005717255717256,9244.0,15392.0,0.628118086233088,0.04292335905132063,0.5439898483970181,0.7122463240691578,0.36973081154698145,0.8865053609191944,9667.99358329969
12,2020-01-01,0.6055301249536064,9789.0,16166.0,0.6625610995928476,0.05833892772462278,0.5482189023559016,0.7769032968297935,0.39281944284090325,0.9323027563447919,10710.962736017975
13,2020-02-01,0.4510562812449605,5594.0,12402.0,0.498473661831963,0.027619546644057663,0.44434034514028586,0.5526069785236402,0.2482400923526613,0.7487072313112647,6182.070354040005
14,2020-03-01,0.286716214801633,2739.0,9553.0,0.2564749839261924,0.02415988565580545,0.20912247817020785,0.30382748968217693,0.007620240913965126,0.5053297269384196,2450.105521446916
15,2020-04-01,0.1449157397995704,5.0,0.0,0.20722444460322997,0.1178563781491022,-0.02376981191734373,0.4382187011238037,-0.12899686623801299,0.5434457554444729,0.0
16,2020-05-01,0.003115264797507788,1.0,321.0,0.162315577608391,0.08463172496103485,-0.0035595552647368356,0.3281907104815188,-0.132982548061226,0.457613703278008,52.10330041229351
17,2020-06-01,0.015873015873015872,2.0,126.0,0.19147757933287785,0.04842262532393966,0.09657097766107894,0.2863841810046768,-0.07061722481096744,0.45357238347672313,24.12617499594261
18,2020-07-01,0.12048192771084337,20.0,166.0,0.27009207355343023,0.08878559152339863,0.09607551182148422,0.44410863528537625,-0.02985490021913395,0.5700390473259944,44.83528420986942
19,2020-08-01,0.0949367088607595,30.0,316.0,0.2495409199943629,0.10867525108935043,0.03654134184838878,0.46254049814033704,-0.07458134645562053,0.5736631864443463,78.85493071821868
20,2020-09-01,0.24382716049382716,79.0,324.0,0.2675435222974934,0.101294509765519,0.06900993132543537,0.4660771132695514,-0.047261195047357596,0.5823482396423444,86.68410122438786
21,2020-10-01,0.0949367088607595,15.0,158.0,0.21954117551990163,0.054716806913720696,0.11229820461997683,0.32678414641982645,-0.04726864087700913,0.4863509919168124,34.68750573214446
22,2020-11-01,0.06790123456790123,22.0,324.0,0.1026619027080693,0.05976798727827999,-0.014481199785807614,0.2198050052019462,-0.1682789206836855,0.3736027260998241,33.26245647741445
23,2020-12-01,0.037037037037037035,12.0,324.0,0.11374504307759975,0.05578814197317717,0.004402294045765184,0.2230877921094343,-0.15391567515380206,0.38140576130900156,36.853393957142316
24,2021-01-01,0.05388471177944862,43.0,798.0,0.15571759846036484,0.05269169485218639,0.05244377426570496,0.25899142265502473,-0.10952173889761577,0.4209569358183455,124.26264357137114
25,2021-02-01,0.10736196319018405,35.0,326.0,0.14081416542624348,0.05621904852208171,0.030626855077853565,0.2510014757746334,-0.12719267530757716,0.4088210061600641,45.90541792895537
26,2021-03-01,0.08231707317073171,54.0,656.0,0.2229840269585458,0.047154530148425744,0.1305628461597232,0.3154052077573684,-0.03822106100598782,0.4841891149230794,146.27752168480603
27,2021-04-01,0.17902097902097902,256.0,1430.0,0.23717754947699068,0.02978724509132377,0.17879562189932857,0.2955594770546528,-0.014009378498958142,0.48836447745293954,339.16389575209666
28,2021-05-01,0.12654867256637167,143.0,1130.0,0.15833488826094766,0.04584552744682379,0.06847930561293049,0.24819047090896484,-0.10197348473409407,0.4186432612559894,178.91842373487086
29,2021-06-01,0.1653061224489796,81.0,490.0,0.1101159631489857,0.06600858528326409,-0.01925848667665256,0.23949041297462395,-0.1663332574793201,0.3865651837772915,53.95682194300299
30,2021-07-01,0.4397590361445783,292.0,664.0,0.34744086309067235,0.09457150833257573,0.1620841127951943,0.5327976133861504,0.04077565769819341,0.6541060684831512,230.70073309220643
31,2021-08-01,0.7121771217712177,1158.0,1626.0,0.3895598229121326,0.11699254246745554,0.16025865321614696,0.6188609926081182,0.054499455601615954,0.7246201902226492,633.4242720551276
32,2021-09-01,0.5641137855579869,1289.0,2285.0,0.24890712019927586,0.0974757215667598,0.05785821656137244,0.43995602383717924,-0.06123173080065292,0.5590459711992046,568.7527696553453
