date,ym,south_korea_the_korea_times_body_count,south_korea_the_korea_times_epu_count,south_korea_the_korea_times_ratio,south_korea_the_korea_herald_body_count,south_korea_the_korea_herald_epu_count,south_korea_the_korea_herald_ratio,news_total,south_korea_the_korea_times_weights,south_korea_the_korea_herald_weights,south_korea_the_korea_times_z_score,south_korea_the_korea_herald_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2023-12-01,2023-12,386,5.0,0.012953367875647668,0.0,0.0,0.0,386.0,1.0,0.0,2.077145702079784,,2.077145702079784,2.077145702079784,138.6820791226614,138.6820791226614,138.6820791226614
2024-01-01,2024-1,398,4.0,0.010050251256281407,0.0,0.0,0.0,398.0,1.0,0.0,1.611614554779491,,1.611614554779491,1.611614554779491,107.60056792230615,107.60056792230615,107.60056792230615
2024-02-01,2024-2,397,3.0,0.007556675062972292,0.0,0.0,0.0,397.0,1.0,0.0,1.2117555279639245,,1.2117555279639245,1.2117555279639245,80.90370157382465,80.90370157382465,80.90370157382465
2024-03-01,2024-3,446,2.0,0.004484304932735426,0.0,0.0,0.0,446.0,1.0,0.0,0.7190836242177548,,0.7190836242177548,0.7190836242177548,48.010118871163506,48.010118871163506,48.010118871163506
2024-04-01,2024-4,433,3.0,0.006928406466512702,0.0,0.0,0.0,433.0,1.0,0.0,1.1110091099345913,,1.1110091099345913,1.1110091099345913,74.17729682403785,74.17729682403785,74.17729682403785
2024-05-01,2024-5,412,3.0,0.007281553398058253,0.0,0.0,0.0,412.0,1.0,0.0,1.1676382150526166,,1.1676382150526166,1.1676382150526166,77.95817845827278,77.95817845827278,77.95817845827278
2024-06-01,2024-6,410,2.0,0.004878048780487805,0.0,0.0,0.0,410.0,1.0,0.0,0.78222267414907,,0.78222267414907,0.78222267414907,52.22564150375348,52.22564150375348,52.22564150375348
2024-07-01,2024-7,418,2.0,0.004784688995215311,0.0,0.0,0.0,418.0,1.0,0.0,0.7672519052658341,,0.7672519052658341,0.7672519052658341,51.226107695069196,51.226107695069196,51.226107695069196
2024-08-01,2024-8,415,3.0,0.007228915662650603,0.0,0.0,0.0,415.0,1.0,0.0,1.1591974568715133,,1.1591974568715133,1.1591974568715133,77.39462536098407,77.39462536098407,77.39462536098407
2024-09-01,2024-9,413,0.0,0.0,0.0,0.0,0.0,413.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-10-01,2024-10,381,6.0,0.015748031496062992,0.0,0.0,0.0,381.0,1.0,0.0,2.5252857984340054,,2.5252857984340054,2.5252857984340054,168.60246469715688,168.60246469715688,168.60246469715688
2024-11-01,2024-11,341,3.0,0.008797653958944282,0.0,0.0,0.0,341.0,1.0,0.0,1.4107535032307275,,1.4107535032307275,1.4107535032307275,94.18993995544983,94.18993995544983,94.18993995544983
2024-12-01,2024-12,676,22.0,0.03254437869822485,0.0,0.0,0.0,676.0,1.0,0.0,5.218674941438322,,5.218674941438322,5.218674941438322,348.4284662454559,348.4284662454559,348.4284662454559
2025-01-01,2025-1,461,2.0,0.004338394793926247,0.0,0.0,0.0,461.0,1.0,0.0,0.6956861093299754,,0.6956861093299754,0.6956861093299754,46.447967497915236,46.447967497915236,46.447967497915236
2025-02-01,2025-2,339,8.0,0.02359882005899705,0.0,0.0,0.0,339.0,1.0,0.0,3.784204087328834,,3.784204087328834,3.784204087328834,252.6550208441171,252.6550208441171,252.6550208441171
2025-03-01,2025-3,426,5.0,0.011737089201877934,0.0,0.0,0.0,426.0,1.0,0.0,1.8821085469549217,,1.8821085469549217,1.8821085469549217,125.66028765574485,125.66028765574485,125.66028765574485
2025-04-01,2025-4,401,6.0,0.014962593516209476,0.0,0.0,0.0,401.0,1.0,0.0,2.399336382053257,,2.399336382053257,2.399336382053257,160.19336421350818,160.19336421350818,160.19336421350818
2025-05-01,2025-5,340,6.0,0.01764705882352941,465.0,10.0,0.021505376344086023,805.0,0.422360248447205,0.577639751552795,2.829805556480459,,2.829805556480459,1.195197377892368,79.79818515480346,188.9339383812258,79.79818515480346
2025-06-01,2025-6,433,10.0,0.023094688221709007,543.0,10.0,0.01841620626151013,976.0,0.44364754098360654,0.5563524590163934,3.703363699781971,,3.703363699781971,1.6429881987762227,109.69525110931826,247.25765608012617,109.69525110931826
2025-07-01,2025-7,527,8.0,0.015180265654648957,629.0,15.0,0.02384737678855326,1156.0,0.45588235294117646,0.5441176470588235,2.434241338907922,,2.434241338907922,1.1097276692080231,74.09174054165717,162.5238179623448,74.09174054165717
2025-08-01,2025-8,416,4.0,0.009615384615384616,596.0,9.0,0.015100671140939598,1012.0,0.41106719367588934,0.5889328063241107,1.541881232697686,,1.541881232697686,0.6338167913065588,42.31721940027456,102.94477411797561,42.31721940027456
2025-09-01,2025-9,495,13.0,0.026262626262626262,629.0,13.0,0.02066772655007949,1124.0,0.4403914590747331,0.5596085409252669,4.211360457792467,,4.211360457792467,1.8546471766968604,123.82681014902401,281.1744133484909,123.82681014902401
