,date,ym,sibc_news_count,sibc_epu_count,sibc_ratio,solomon_islands_abc_news_count,solomon_islands_abc_epu_count,solomon_islands_abc_ratio,solomon_islands_rnz_news_count,solomon_islands_rnz_epu_count,solomon_islands_rnz_ratio,solomon_times_news_count,solomon_times_epu_count,solomon_times_ratio,island_sun_news_count,island_sun_epu_count,island_sun_ratio,solomon_star_news_count,solomon_star_epu_count,solomon_star_ratio,news_total,sibc_weights,solomon_islands_abc_weights,solomon_islands_rnz_weights,solomon_times_weights,island_sun_weights,solomon_star_weights,sibc_z_score,solomon_islands_abc_z_score,solomon_islands_rnz_z_score,solomon_times_z_score,island_sun_z_score,solomon_star_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
0,2015-01-01,2015-1,228.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,0.0,0.0,0.0,282.0,1.0,0.0035460992907801418,521.0,0.43761996161228406,0.013435700575815739,0.0,0.007677543186180422,0.0,0.5412667946257198,0.0,0.0,0.0,5.212662968048647,0.0,0.35105488310768646,0.9272863085260555,0.23003479636960109,48.506146373953804,266.81402461859847
1,2015-02-01,2015-2,211.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,258.0,1.0,0.003875968992248062,496.0,0.4254032258064516,0.008064516129032258,0.02217741935483871,0.024193548387096774,0.0,0.5201612903225806,0.0,0.0,0.0,0.0,0.0,0.38371115130375033,0.06395185855062506,0.19959168757332174,42.08677889279273,18.401277582599125
2,2015-03-01,2015-3,266.0,0.0,0.0,16.0,2.0,0.125,32.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,428.0,0.6214953271028038,0.037383177570093455,0.07476635514018691,0.009345794392523364,0.0,0.2570093457943925,0.0,1.8956586028698772,0.0,0.0,0.0,0.0,0.31594310047831287,0.07086574216335989,14.943061295613003,90.9083304843471
3,2015-04-01,2015-4,225.0,1.0,0.0044444444444444444,0.0,0.0,0.0,27.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,276.0,3.0,0.010869565217391304,541.0,0.41589648798521256,0.0,0.04990757855822551,0.024029574861367836,0.0,0.5101663585951941,0.27332193994403176,0.0,0.0,0.0,0.0,1.0760595330039955,0.22489691215800453,0.6626430084963214,139.72781192701007,64.71102798072481
4,2015-05-01,2015-5,213.0,1.0,0.004694835680751174,8.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,186.0,1.0,0.005376344086021506,459.0,0.46405228758169936,0.017429193899782137,0.05664488017429194,0.05664488017429194,0.0,0.40522875816993464,0.2887203590958082,0.0,0.0,0.0,0.0,0.5322445001955247,0.13682747654855548,0.34966212096682947,73.73128886898053,39.37024558720871
5,2015-06-01,2015-6,207.0,0.0,0.0,3.0,0.0,0.0,51.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,415.0,0.4987951807228916,0.007228915662650603,0.12289156626506025,0.02650602409638554,0.0,0.344578313253012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2015-07-01,2015-7,217.0,0.0,0.0,7.0,0.0,0.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,152.0,1.0,0.006578947368421052,428.0,0.5070093457943925,0.016355140186915886,0.11682242990654206,0.004672897196261682,0.0,0.35514018691588783,0.0,0.0,0.0,0.0,0.0,0.6512991910287341,0.10854986517145569,0.23130251644011118,48.77346338977849,31.233747475727466
7,2015-08-01,2015-8,277.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,399.0,3.0,0.007518796992481203,719.0,0.3852573018080668,0.0013908205841446453,0.048678720445062586,0.009735744089012517,0.0,0.5549374130737135,0.0,0.0,0.0,0.0,0.0,0.7443419326042675,0.12405698876737792,0.4130631865217006,87.10031570580747,35.695711400831385
8,2015-09-01,2015-9,134.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,321.0,0.4174454828660436,0.0,0.07476635514018691,0.0,0.0,0.5077881619937694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2015-10-01,2015-10,60.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,194.0,1.0,0.005154639175257732,282.0,0.2127659574468085,0.0,0.0673758865248227,0.031914893617021274,0.0,0.6879432624113475,0.0,0.0,0.0,0.0,0.0,0.510296273383338,0.08504937889722301,0.35105488310768646,74.02497280434466,24.471802145930795
