,date,ym,sibc_news_count,sibc_epu_count,sibc_ratio,solomon_islands_abc_news_count,solomon_islands_abc_epu_count,solomon_islands_abc_ratio,solomon_islands_rnz_news_count,solomon_islands_rnz_epu_count,solomon_islands_rnz_ratio,solomon_times_news_count,solomon_times_epu_count,solomon_times_ratio,island_sun_news_count,island_sun_epu_count,island_sun_ratio,solomon_star_news_count,solomon_star_epu_count,solomon_star_ratio,news_total,sibc_weights,solomon_islands_abc_weights,solomon_islands_rnz_weights,solomon_times_weights,island_sun_weights,solomon_star_weights,sibc_z_score,solomon_islands_abc_z_score,solomon_islands_rnz_z_score,solomon_times_z_score,island_sun_z_score,solomon_star_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
0,2015-01-01,2015-1,228.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,521.0,0.43761996161228406,0.013435700575815739,0.0,0.007677543186180422,0.0,0.5412667946257198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2015-02-01,2015-2,211.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,258.0,1.0,0.003875968992248062,496.0,0.4254032258064516,0.008064516129032258,0.02217741935483871,0.024193548387096774,0.0,0.5201612903225806,0.0,0.0,0.0,0.0,0.0,0.5596419294636111,0.09327365491060186,0.2911040681484106,94.38726312360745,38.080220816241045
2,2015-03-01,2015-3,266.0,0.0,0.0,16.0,0.0,0.0,32.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,0.00909090909090909,428.0,0.6214953271028038,0.037383177570093455,0.07476635514018691,0.009345794392523364,0.0,0.2570093457943925,0.0,0.0,0.0,0.0,0.0,1.3126147072873788,0.2187691178812298,0.3373542472000272,109.38337034885349,89.31542700536536
3,2015-04-01,2015-4,225.0,1.0,0.0044444444444444444,0.0,0.0,0.0,27.0,0.0,0.0,13.0,1.0,0.07692307692307693,0.0,0.0,0.0,276.0,1.0,0.0036231884057971015,541.0,0.41589648798521256,0.0,0.04990757855822551,0.024029574861367836,0.0,0.5101663585951941,0.4033997198221416,0.0,0.0,2.4296166359675673,0.0,0.5231435427594626,0.5593599830915287,0.49304541779883904,159.86450439415503,228.36621650893585
4,2015-05-01,2015-5,213.0,0.0,0.0,8.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,459.0,0.46405228758169936,0.017429193899782137,0.05664488017429194,0.05664488017429194,0.0,0.40522875816993464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2015-06-01,2015-6,207.0,0.0,0.0,3.0,0.0,0.0,51.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,415.0,0.4987951807228916,0.007228915662650603,0.12289156626506025,0.02650602409638554,0.0,0.344578313253012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2015-07-01,2015-7,217.0,0.0,0.0,7.0,0.0,0.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,152.0,1.0,0.006578947368421052,428.0,0.5070093457943925,0.016355140186915886,0.11682242990654206,0.004672897196261682,0.0,0.35514018691588783,0.0,0.0,0.0,0.0,0.0,0.9499185381684978,0.1583197563614163,0.33735424720002727,109.3833703488535,64.63616428019861
7,2015-08-01,2015-8,277.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,399.0,1.0,0.002506265664160401,719.0,0.3852573018080668,0.0013908205841446453,0.048678720445062586,0.009735744089012517,0.0,0.5549374130737135,0.0,0.0,0.0,0.0,0.0,0.3618737288260944,0.060312288137682406,0.20081727093409132,65.11277122296147,24.623300678170903
8,2015-09-01,2015-9,134.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,321.0,0.4174454828660436,0.0,0.07476635514018691,0.0,0.0,0.5077881619937694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2015-10-01,2015-10,60.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,282.0,0.2127659574468085,0.0,0.0673758865248227,0.031914893617021274,0.0,0.6879432624113475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
