,date,ym,sibc_news_count,sibc_epu_count,sibc_ratio,solomon_islands_abc_news_count,solomon_islands_abc_epu_count,solomon_islands_abc_ratio,solomon_islands_rnz_news_count,solomon_islands_rnz_epu_count,solomon_islands_rnz_ratio,solomon_times_news_count,solomon_times_epu_count,solomon_times_ratio,island_sun_news_count,island_sun_epu_count,island_sun_ratio,solomon_star_news_count,solomon_star_epu_count,solomon_star_ratio,news_total,sibc_weights,solomon_islands_abc_weights,solomon_islands_rnz_weights,solomon_times_weights,island_sun_weights,solomon_star_weights,sibc_z_score,solomon_islands_abc_z_score,solomon_islands_rnz_z_score,solomon_times_z_score,island_sun_z_score,solomon_star_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
0,2015-01-01,2015-1,42.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,115.0,0.3652173913043478,0.02608695652173913,0.0,0.017391304347826087,0.0,0.591304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2015-02-01,2015-2,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,0.06451612903225806,111.0,0.36936936936936937,0.0,0.02702702702702703,0.04504504504504504,0.0,0.5585585585585585,0.0,0.0,0.0,0.0,0.0,1.0544314473484238,0.17573857455807063,0.5889617093297501,67.9238278511031,31.70413633197287
2,2015-03-01,2015-3,47.0,1.0,0.02127659574468085,3.0,2.0,0.6666666666666666,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.037037037037037035,86.0,0.5465116279069767,0.03488372093023256,0.08139534883720931,0.023255813953488372,0.0,0.313953488372093,0.17638388432655297,2.7218968561228323,0.0,0.0,0.0,0.6053217568111321,0.5839337495434195,0.38138861122810525,43.984819323670344,105.34463051677503
3,2015-04-01,2015-4,65.0,3.0,0.046153846153846156,0.0,0.0,0.0,8.0,1.0,0.125,5.0,1.0,0.2,0.0,0.0,0.0,79.0,7.0,0.08860759493670886,157.0,0.4140127388535032,0.0,0.050955414012738856,0.03184713375796178,0.0,0.5031847133757962,0.38261734907759953,0.0,1.382727222866872,1.1341431989345092,0.0,1.4481748359152402,0.7246104344657035,0.9936845446175508,114.59973862089399,130.72342290041487
4,2015-05-01,2015-5,32.0,1.0,0.03125,3.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,57.0,3.0,0.05263157894736842,107.0,0.29906542056074764,0.028037383177570093,0.04672897196261682,0.09345794392523364,0.0,0.5327102803738317,0.2590638301046247,0.0,0.0,0.0,0.0,0.8601940754684508,0.18654298426217927,0.5357112604210251,61.78255539251427,33.653307019779724
5,2015-06-01,2015-6,38.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.037037037037037035,76.0,0.5,0.0,0.09210526315789473,0.05263157894736842,0.0,0.35526315789473684,0.0,0.0,0.0,0.0,0.0,0.6053217568111321,0.10088695946852201,0.2150485188671127,24.801134511422514,18.200522709095534
6,2015-07-01,2015-7,34.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,0.09375,72.0,0.4722222222222222,0.027777777777777776,0.05555555555555555,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,1.5322206969281782,0.25537011615469635,0.6809869764125236,78.53692595283796,46.070073107398066
7,2015-08-01,2015-8,37.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,112.0,7.0,0.0625,160.0,0.23125,0.0,0.04375,0.025,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0214804646187854,0.1702467441031309,0.7150363252331497,82.46377225047986,30.713382071598712
8,2015-09-01,2015-9,28.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.025,73.0,0.3835616438356164,0.0,0.0684931506849315,0.0,0.0,0.547945205479452,0.0,0.0,0.0,0.0,0.0,0.4085921858475142,0.06809869764125237,0.22388612923151463,25.820359217371387,12.285352828639487
9,2015-10-01,2015-10,8.0,1.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.25,0.0,0.0,0.0,46.0,1.0,0.021739130434782608,59.0,0.13559322033898305,0.0,0.01694915254237288,0.06779661016949153,0.0,0.7796610169491526,1.0362553204184988,0.0,0.0,1.4176789986681366,0.0,0.3552975529108819,0.4682053119995862,0.5136346778291713,59.236505332288395,84.46662936874877
