,date,ratio,total,seats_arrivals_intl,mean,mean_se,mean_ci_lower,mean_ci_upper,obs_ci_lower,obs_ci_upper,pred_mean
0,2019-01-01,0.5223682211757558,13755.0,26332.0,0.6213365275059828,0.05674366806448498,0.5063629349490978,0.7363101200628678,0.32466380146863266,0.9180092535433328,16361.033442287538
1,2019-02-01,0.5221709006928407,9044.0,17320.0,0.5465055938485937,0.05312120888064197,0.4388718007876419,0.6541393869095454,0.25259946462076727,0.8404117230764201,9465.476885457641
2,2019-03-01,0.5355754929712613,11163.0,20843.0,0.5278650261299005,0.056716816443901134,0.41294584012426255,0.6427842121355384,0.2312133807591148,0.8245166715006862,11002.290739625516
3,2019-04-01,0.6928993798375078,14413.0,20801.0,0.5736187208244412,0.06712247817170472,0.43761566145309716,0.7096217801957853,0.26818032843186507,0.8790571132170173,11931.843011869201
4,2019-05-01,0.6508180204385166,13565.0,20843.0,0.6616912870898021,0.05220761228330663,0.5559086165686202,0.7674739576109839,0.36845801344646373,0.9549245607331405,13791.631496812744
5,2019-06-01,0.7627661579046542,16192.0,21228.0,0.6771027193885872,0.05353910953887494,0.568622179163629,0.7855832596135455,0.38288544084007164,0.9713199979371028,14373.53652718093
6,2019-07-01,0.8429783158902798,24647.0,29238.0,0.714874625573086,0.05560664174842334,0.6022048671680709,0.8275443839781012,0.4190871108804599,1.010662140265712,20901.504302505888
7,2019-08-01,0.7640788151513828,17489.0,22889.0,0.696477072613439,0.059646595970393526,0.5756215894128852,0.8173325558139929,0.39747568932460653,0.9954784559022716,15941.663715049006
8,2019-09-01,0.7227175463623395,16212.0,22432.0,0.7487626981911535,0.052315131943909264,0.6427621721440311,0.8547632242382759,0.45545076370627324,1.0420746326760337,16796.244845823956
9,2019-10-01,0.6672477863926228,14544.0,21797.0,0.6157899009858189,0.05426634370066705,0.5058358443833801,0.7257439575882576,0.32102614142177693,0.9105536605498608,13422.372471787894
10,2019-11-01,0.5938949573544815,11907.0,20049.0,0.6935331861426332,0.06663491032486141,0.5585180330677784,0.8285483392174879,0.388533397702014,0.9985329745832523,13904.646848973653
