,ner,url
0,"Samoa, the Pacific Islands, the Alliance of Small Island States, AOSIS, Marshall Islands, Fiji, the United Nations Framework Convention on Climate Change",https://www.abc.net.au/news/2023-12-14/pacific-islands-cop28-agreement-climate-change-sultan-al-jaber/103227422
1,"Pacific, China, Pacific Island, Beijing, Solomon Islands, Samoa, Tonga, Trade, Kiribati, Acting Police, Papua New Guinea, Vanuatu, Police Service Commission, Fiji, Federated States, Micronesia, Xinhua, cooperation"", ABC, Australia, Pacific island, the Australian National University, the Belt and Road Initiative, Smith, New Zealand, Honiara, People's Republic of China, the Ministry of Public Security, the Chinese Embassy",https://www.abc.net.au/news/2023-12-11/pacific-islands-police-ministers-security-talks-beijing/103213960
2,"Australia, Papua New Guinea, Canberra, Party, Pacific, Port Moresby, Pacific Island, the Royal Papua New Guinea Constabulary, PNG, Foreign Affairs, Parliament, the United States of America, Beijing, China, ABC, Pacific island, the Department of Foreign Affairs and Trade, DFAT, Solomon Islands, New Caledonia, the South Pacific Defence Ministers' Meeting, Fiji, France, New Zealand, Tonga, Chile, Pacific Response Group, Massey University, ABC.""It, the Pacific Islands",https://www.abc.net.au/news/2023-12-07/australia-png-sweeping-security-agreement-threats-pacific-china/103200386
3,"the Darling River, Broken Hill, Australia, First Nations, Kamilaroi, Juice Wrld, Wilcannia, outback NSW, The Kid LAROI",https://www.abc.net.au/news/2023-12-02/broken-hill-musician-fiula-havali-ready-to-take-the-stage/103171788
4,"Pacific Island, Australia, Vanuatu, Papua New Guinea, Tonga, Fiji, the Blue Pacific Continent, the Department of Foreign Affairs and Trade, the Australian Signals Directorate, ABC",https://www.abc.net.au/news/2023-11-22/australia-roving-pacific-cyber-experts-online-threats-grow/103135782
5,"Cook Islands, the Pacific Islands Forum, Rarotonga, Sydney, the South Pacific, Teariki Moana, the Cook Islands, PIF, Solomon Islands, Papua New Guinea, New Zealand, Vanuatu, Aoterea, National, Papua New Guinea's, the Lowy Institute's, Pacific Islands Program, ABC, Fiji, the United States, China, India, the United Kingdom, Germany, Singapore, Ukraine, Israel, Australia, the Green Climate Fund, the Pacific Resilience Facility, Pacific island, Beijing, Pacific nations, Ms Keen, Quality Infrastructure Principles, Canberra, the Asian Development Bank, Gaza, Micronesia, Kiribati, Nauru, The Lowy Institute's, Puna, Waqa, the North Pacific",https://www.abc.net.au/news/2023-11-07/pacific-islands-forum-australia-climate-targets-under-microscope/103070152
6,"Fiji International Christian Embassy, Jerusalem, Israel, Papua New Guinea, Pacific, Gaza, Pacific Island, Tonga, the Federated States of Micronesia, Nauru, the United States, UN, Griffith University's, Pacific Hub, ABC, US, Methodist, Hamas, Indo, the Middle East, the Pacific Conference of Churches, Pacific Beat, Tel Aviv, Old Testament, the Holy Land, the University of Trinity College, Toronto, Malaita, Ark, Kwara'ae, West, Lake Tanganyika, Eastern Afrika, Mana Island, Nadi, the International Christian Embassy",https://www.abc.net.au/news/2023-11-04/pacific-nations-recall-lost-tribes-israel-theory-amid-gaza-war/103043638
7,"Pacific, Lowy Pacific Aid Map, Australia, the Lowy Institute, Beijing, The Lowy Institute's, China, Papua New Guinea, Fiji, Pacific Island, ABC.""So, Kiribati, Solomon Islands",https://www.abc.net.au/news/2023-10-31/china-invests-less-in-pacific-says-lowy/103042142
8,"New Zealand, Pacific Nations, Australia, Samoa, Auckland, Pacific Island, the NSW State of Origin, New Zealand's, Melbourne, Penrith, Tonga, AAP",https://www.abc.net.au/news/2023-10-21/kiwis-beat-samoa-set-up-pacific-championships-decider-australia/103006220
9,"Labor, Pacific Engagement Visa, Australia, Senate, Coalition, House, Pacific Affairs, the Pacific Engagement Visa, the Immigration Advice and Rights Centre (IARC, Pacific Island, the Australian National University, New Zealand, Pacific Islands Forum, Cook Islands, Fiji, ABC, ""There, ABC.""It",https://www.abc.net.au/news/2023-10-19/labor-expands-pacific-immigration-with-new-visa/102997646
