,date,score,z_score
0,2015-01-01,0.6778381443298969,0.11935331784513876
1,2015-02-01,0.7254195652173914,0.19080500394676034
2,2015-03-01,0.5765985714285714,-0.0326753111676811
3,2015-04-01,0.7303129496402878,0.19815326217944493
4,2015-05-01,0.7407349514563106,0.21380369019145723
5,2015-06-01,0.8560275862068966,0.3869354082943286
6,2015-07-01,0.6075499999999999,0.013803581589884989
7,2015-08-01,0.5506127819548872,-0.07169744287254784
8,2015-09-01,0.6419112903225807,0.06540296816518168
9,2015-10-01,0.6477384615384616,0.07415346785206595
10,2015-11-01,0.511412,-0.1305641583874447
11,2015-12-01,0.6966749999999999,0.14764009603245212
12,2016-01-01,0.5698547619047619,-0.0428023009094062
13,2016-02-01,0.6838891304347826,0.12843991407760233
14,2016-03-01,0.48246923076923076,-0.17402670371324253
15,2016-04-01,0.5010326923076923,-0.14615047383053456
16,2016-05-01,0.49491935483870964,-0.15533070135883512
17,2016-06-01,0.4546271428571429,-0.21583638675343744
18,2016-07-01,0.7164433734939759,0.17732570842664652
19,2016-08-01,0.819728,0.3324253371174588
20,2016-09-01,0.7677681818181817,0.2543987345197131
21,2016-10-01,0.755141935483871,0.2354382542966849
22,2016-11-01,0.8025533333333333,0.30663462156761745
23,2016-12-01,0.23036250000000003,-0.5526083150867576
24,2017-01-01,0.8801399999999999,0.4231443442479424
25,2017-02-01,0.9234555555555555,0.4881900999472291
26,2017-03-01,0.6325625,0.051364151772153976
27,2017-04-01,0.43922307692307694,-0.23896824081076
28,2017-05-01,0.36091428571428574,-0.35656235767578504
29,2017-06-01,0.3113428571428572,-0.43100238253905215
30,2017-07-01,0.41504285714285716,-0.27527899911471326
31,2017-08-01,0.30486226415094336,-0.4407341073924454
32,2017-09-01,0.40800405405405404,-0.28584897242470464
33,2017-10-01,0.47036338028169017,-0.19220572007919243
34,2017-11-01,0.4940559523809524,-0.1566272486296051
35,2017-12-01,0.305004,-0.44052126664058794
36,2018-01-01,0.5294566265060241,-0.1034670485306792
37,2018-02-01,0.4213238938053097,-0.2658469424079685
38,2018-03-01,0.49709810126582277,-0.1520589389166582
39,2018-04-01,0.5591036363636364,-0.05894696479449684
40,2018-05-01,0.5531406015037594,-0.06790148710748925
41,2018-06-01,0.6453176991150443,0.07051827677163164
42,2018-07-01,0.6422224358974359,0.06587020675393739
43,2018-08-01,0.6503280991735537,0.07804225410452062
44,2018-09-01,0.6168268518518518,0.027734369997760803
45,2018-10-01,0.4867333333333333,-0.16762342040995953
