date,ym,indonesia_antara_body_count,indonesia_antara_epu_count,indonesia_antara_ratio,indonesia_abc_au_solomon_islands_body_count,indonesia_abc_au_solomon_islands_epu_count,indonesia_abc_au_solomon_islands_ratio,indonesia_tempo_body_count,indonesia_tempo_epu_count,indonesia_tempo_ratio,indonesia_jakarta_post_body_count,indonesia_jakarta_post_epu_count,indonesia_jakarta_post_ratio,indonesia_rnz_body_count,indonesia_rnz_epu_count,indonesia_rnz_ratio,news_total,indonesia_antara_weights,indonesia_abc_au_solomon_islands_weights,indonesia_tempo_weights,indonesia_jakarta_post_weights,indonesia_rnz_weights,indonesia_antara_z_score,indonesia_abc_au_solomon_islands_z_score,indonesia_tempo_z_score,indonesia_jakarta_post_z_score,indonesia_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2016-07-01,2016-7,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,47.0,0.0,0.5957446808510638,0.0,0.0,0.40425531914893614,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,2016-8,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,42.0,0.0,0.7857142857142857,0.0,0.0,0.21428571428571427,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,2016-9,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,45.0,0.0,0.8444444444444444,0.0,0.0,0.15555555555555556,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,2016-10,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.8387096774193549,0.0,0.0,0.16129032258064516,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,2016-11,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,45.0,0.0,0.6888888888888889,0.0,0.0,0.3111111111111111,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,2016-12,0.0,0.0,0.0,28,1.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,46.0,0.0,0.6086956521739131,0.0,0.0,0.391304347826087,,0.5471644787686643,0.0,,0.0,0.18238815958955476,0.3330566392504913,45.25301716638378,43.228835989184006,45.25301716638378
2017-01-01,2017-1,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,47.0,0.0,0.723404255319149,0.0,0.0,0.2765957446808511,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,2017-2,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,35.0,0.0,0.8857142857142857,0.0,0.0,0.11428571428571428,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,2017-3,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,41.0,0.0,0.6585365853658537,0.0,0.0,0.34146341463414637,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,2017-4,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.8387096774193549,0.0,0.0,0.16129032258064516,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,2017-5,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,45.0,0.0,0.7333333333333333,0.0,0.0,0.26666666666666666,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,2017-6,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,24.0,0.0,0.7083333333333334,0.0,0.0,0.2916666666666667,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,2017-7,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,37.0,0.0,0.918918918918919,0.0,0.0,0.08108108108108109,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,2017-8,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,28.0,0.0,0.7857142857142857,0.0,0.0,0.21428571428571427,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,42.0,0.0,0.6428571428571429,0.0,0.0,0.35714285714285715,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,2017-10,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,35.0,0.0,0.9142857142857143,0.0,0.0,0.08571428571428572,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,2017-11,0.0,0.0,0.0,29,1.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,32.0,0.0,0.90625,0.0,0.0,0.09375,,0.5282967381214689,0.0,,0.0,0.1760989127071563,0.4787689189225812,65.05121217667669,41.73818647231559,65.05121217667669
2017-12-01,2017-12,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,2018-1,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,0.8,0.0,0.0,0.2,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,2018-2,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,26.0,0.0,0.8846153846153846,0.0,0.0,0.11538461538461539,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,0.0,0.0,0.0,17,1.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,31.0,0.0,0.5483870967741935,0.0,0.0,0.45161290322580644,,0.9012120826778,0.0,,0.0,0.30040402755926665,0.49421307759750316,67.14963837592431,71.2004357468913,67.14963837592431
2018-04-01,2018-4,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,30.0,0.0,0.7333333333333333,0.0,0.0,0.26666666666666666,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,2018-5,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,0.0,0.8108108108108109,0.0,0.0,0.1891891891891892,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,2018-6,0.0,0.0,0.0,24,1.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,28.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,,0.6383585585634416,0.0,,0.0,0.21278618618781386,0.5471644787686641,74.34424248763048,50.433641987381336,74.34424248763048
2018-07-01,2018-7,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,30.0,0.0,0.5333333333333333,0.0,0.0,0.4666666666666667,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,45.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,2018-9,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0,0.8636363636363636,0.0,0.0,0.13636363636363635,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,2018-10,0.0,0.0,0.0,42,1.0,0.023809523809523808,483.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,542.0,0.0,0.07749077490774908,0.8911439114391144,0.0,0.03136531365313653,,0.36477631917910947,0.0,,0.0,0.12159210639303648,0.028266799641185607,3.8406619735307266,28.819223992789333,3.8406619735307266
2018-11-01,2018-11,0.0,0.0,0.0,33,1.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,39.0,0.0,0.8461538461538461,0.0,0.0,0.15384615384615385,,0.4642607698643212,0.0,,0.0,0.15475358995477373,0.392836036039041,53.375353580862914,36.679012354459154,53.375353580862914
2018-12-01,2018-12,0.0,0.0,0.0,25,0.0,0.0,433.0,13.0,0.03002309468822171,0.0,0.0,0.0,9.0,0.0,0.0,467.0,0.0,0.05353319057815846,0.9271948608137045,0.0,0.019271948608137045,,0.0,2.947167044495812,,0.0,0.9823890148319373,2.732598137616031,371.28312682385354,232.84150514657617,371.28312682385354
2019-01-01,2019-1,0.0,0.0,0.0,14,0.0,0.0,564.0,21.0,0.03723404255319149,0.0,0.0,0.0,7.0,0.0,0.0,585.0,0.0,0.023931623931623933,0.9641025641025641,0.0,0.011965811965811967,,0.0,3.6550177217130955,,0.0,1.2183392405710318,3.5238119573439075,478.78680141506004,288.76538547433404,478.78680141506004
2019-02-01,2019-2,0.0,0.0,0.0,17,0.0,0.0,471.0,4.0,0.008492569002123142,0.0,0.0,0.0,5.0,0.0,0.0,493.0,0.0,0.034482758620689655,0.9553752535496958,0.0,0.010141987829614604,,0.0,0.8336588798083858,,0.0,0.27788629326946196,0.796457063670892,108.21608377390521,65.86338182490118,108.21608377390521
2019-03-01,2019-3,0.0,0.0,0.0,24,2.0,0.08333333333333333,505.0,7.0,0.013861386138613862,0.0,0.0,0.0,8.0,1.0,0.125,537.0,0.0,0.0446927374301676,0.9404096834264432,0.0,0.0148975791433892,,1.2767171171268832,1.3606798647169545,,8.48528137423857,3.707559452027469,1.4630666545382043,198.78955297926368,878.7493652686824,198.78955297926368
2019-04-01,2019-4,0.0,0.0,0.0,19,0.0,0.0,521.0,9.0,0.01727447216890595,0.0,0.0,0.0,7.0,0.0,0.0,547.0,0.0,0.03473491773308958,0.9524680073126143,0.0,0.012797074954296161,,0.0,1.6957197655987273,,0.0,0.5652399218662424,1.6151188261004332,219.44916074260396,133.97066965247413,219.44916074260396
2019-05-01,2019-5,0.0,0.0,0.0,22,2.0,0.09090909090909091,542.0,8.0,0.014760147601476014,0.0,0.0,0.0,11.0,0.0,0.0,575.0,0.0,0.03826086956521739,0.9426086956521739,0.0,0.019130434782608695,,1.3927823095929637,1.448905285571032,,0.0,0.9472291983879986,1.4190397836357296,192.80754118326578,224.50808075167436,192.80754118326578
2019-06-01,2019-6,0.0,0.0,0.0,13,0.0,0.0,420.0,9.0,0.02142857142857143,0.0,0.0,0.0,1.0,0.0,0.0,434.0,0.0,0.029953917050691243,0.967741935483871,0.0,0.002304147465437788,,0.0,2.103499994945088,,0.0,0.701166664981696,2.035645156398472,276.58684545208376,166.18742592604534,276.58684545208376
2019-07-01,2019-7,0.0,0.0,0.0,14,0.0,0.0,577.0,11.0,0.019064124783362217,0.0,0.0,0.0,3.0,0.0,0.0,594.0,0.0,0.02356902356902357,0.9713804713804713,0.0,0.005050505050505051,,0.0,1.8713980313202976,,0.0,0.6237993437734325,1.8178395018043967,246.99319120618176,147.85016517972835,246.99319120618176
2019-08-01,2019-8,0.0,0.0,0.0,21,1.0,0.047619047619047616,555.0,12.0,0.021621621621621623,0.0,0.0,0.0,16.0,0.0,0.0,592.0,0.0,0.03547297297297297,0.9375,0.0,0.02702702702702703,,0.7295526383582189,2.122450445349999,,0.0,0.950667694569406,2.0156766935384662,273.87369373523563,225.32305792897577,273.87369373523563
2019-09-01,2019-9,0.0,0.0,0.0,22,0.0,0.0,571.0,9.0,0.01576182136602452,0.0,0.0,0.0,7.0,0.0,0.0,600.0,0.0,0.03666666666666667,0.9516666666666667,0.0,0.011666666666666667,,0.0,1.547232920975371,,0.0,0.5157443069917903,1.4724499964615614,200.06448487700726,122.23943763386869,200.06448487700726
2019-10-01,2019-10,0.0,0.0,0.0,17,1.0,0.058823529411764705,611.0,10.0,0.016366612111292964,0.0,0.0,0.0,16.0,0.0,0.0,644.0,0.0,0.026397515527950312,0.9487577639751553,0.0,0.024844720496894408,,0.9012120826778,1.606601196357405,,0.0,0.8359377596784016,1.5480651186023247,210.33845037421094,198.13027551582934,210.33845037421094
2019-11-01,2019-11,0.0,0.0,0.0,17,0.0,0.0,543.0,11.0,0.020257826887661142,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.030357142857142857,0.9696428571428571,0.0,0.0,,0.0,1.9885758086037049,,0.0,0.6628586028679017,1.9282083286996639,261.9892063865571,157.1078182480723,261.9892063865571
2019-12-01,2019-12,0.0,0.0,0.0,17,0.0,0.0,514.0,12.0,0.023346303501945526,0.0,0.0,0.0,4.0,0.0,0.0,535.0,0.0,0.03177570093457944,0.9607476635514018,0.0,0.007476635514018692,,0.0,2.2917509672553487,,0.0,0.7639169890851162,2.2017943872322414,299.1618465450576,181.0602305809054,299.1618465450576
2020-01-01,2020-1,0.0,0.0,0.0,16,0.0,0.0,651.0,7.0,0.010752688172043012,0.0,0.0,0.0,1.0,0.0,0.0,668.0,0.0,0.023952095808383235,0.9745508982035929,0.0,0.0014970059880239522,,0.0,1.0555197107251337,,0.0,0.3518399035750446,1.0286576821587756,139.7656081975101,83.39153989120554,139.7656081975101
2020-02-01,2020-2,0.0,0.0,0.0,21,0.0,0.0,607.0,11.0,0.018121911037891267,0.0,0.0,0.0,7.0,0.0,0.0,635.0,0.0,0.03307086614173228,0.9559055118110236,0.0,0.011023622047244094,,0.0,1.7789071895746487,,0.0,0.5929690631915495,1.700467187514664,231.04559933302673,140.54290825157042,231.04559933302673
2020-03-01,2020-3,0.0,0.0,0.0,20,3.0,0.15,599.0,7.0,0.011686143572621035,0.0,0.0,0.0,3.0,0.0,0.0,622.0,0.0,0.03215434083601286,0.9630225080385852,0.0,0.00482315112540193,,2.29809081082839,1.1471508041436762,,0.0,1.1484138716573555,1.178625639708408,160.14202997571974,272.191983390257,160.14202997571974
2020-04-01,2020-4,0.0,0.0,0.0,18,7.0,0.3888888888888889,580.0,7.0,0.01206896551724138,0.0,0.0,0.0,6.0,0.0,0.0,604.0,0.0,0.029801324503311258,0.9602649006622517,0.0,0.009933774834437087,,5.958013213258789,1.1847298822104517,,0.0,2.3809143651564137,1.315211207815762,178.7001619263449,564.3138064842514,178.7001619263449
2020-05-01,2020-5,0.0,0.0,0.0,17,0.0,0.0,454.0,7.0,0.015418502202643172,0.0,0.0,0.0,7.0,0.0,0.0,478.0,0.0,0.03556485355648536,0.9497907949790795,0.0,0.014644351464435146,,0.0,1.5135315675816343,,0.0,0.5045105225272114,1.4375383507992927,195.32097547267094,119.57685565897532,195.32097547267094
2020-06-01,2020-6,0.0,0.0,0.0,16,2.0,0.125,475.0,10.0,0.021052631578947368,0.0,0.0,0.0,1.0,0.0,0.0,492.0,0.0,0.032520325203252036,0.9654471544715447,0.0,0.0020325203252032522,,1.9150756756903249,2.0665964862618407,,0.0,1.3272240539840552,2.0574685808646738,279.55203420862904,314.57278301229377,279.55203420862904
2020-07-01,2020-7,0.0,0.0,0.0,25,4.0,0.16,481.0,8.0,0.016632016632016633,0.0,0.0,0.0,2.0,0.0,0.0,508.0,0.0,0.04921259842519685,0.9468503937007874,0.0,0.003937007874015748,,2.451296864883616,1.6326541887307682,,0.0,1.3613170178714613,1.6665139496094288,226.4323105505613,322.65334672646514,226.4323105505613
2020-08-01,2020-8,0.0,0.0,0.0,17,5.0,0.29411764705882354,441.0,2.0,0.0045351473922902496,0.0,0.0,0.0,3.0,0.0,0.0,461.0,0.0,0.0368763557483731,0.9566160520607375,0.0,0.006507592190889371,,4.506060413389,0.4451851841153625,,0.0,1.6504151991681209,0.5920383800921645,80.44134186233384,391.17412072938674,80.44134186233384
2020-09-01,2020-9,0.0,0.0,0.0,19,1.0,0.05263157894736842,512.0,14.0,0.02734375,0.0,0.0,0.0,4.0,0.0,0.0,535.0,0.0,0.03551401869158879,0.9570093457943926,0.0,0.007476635514018692,,0.806347652922242,2.6841536393830547,,0.0,1.1635004307684322,2.5973967640554143,352.913067928088,275.7677329944063,352.913067928088
2020-10-01,2020-10,0.0,0.0,0.0,11,1.0,0.09090909090909091,511.0,22.0,0.043052837573385516,0.0,0.0,0.0,3.0,0.0,0.0,525.0,0.0,0.02095238095238095,0.9733333333333334,0.0,0.005714285714285714,,1.3927823095929637,4.226210035506112,,0.0,1.8729974483663583,4.142693206760278,562.8753332239954,443.92958230292044,562.8753332239954
2020-11-01,2020-11,0.0,0.0,0.0,11,1.0,0.09090909090909091,464.0,11.0,0.023706896551724137,0.0,0.0,0.0,3.0,0.0,0.0,478.0,0.0,0.02301255230125523,0.9707112970711297,0.0,0.006276150627615063,,1.3927823095929637,2.327147982913387,,0.0,1.2399767641687836,2.291040312714088,311.28785432243853,293.89381574592755,311.28785432243853
2020-12-01,2020-12,0.0,0.0,0.0,27,0.0,0.0,480.0,2.0,0.004166666666666667,0.0,0.0,0.0,2.0,0.0,0.0,509.0,0.0,0.05304518664047151,0.9430255402750491,0.0,0.003929273084479371,,0.0,0.4090138879059893,,0.0,0.13633796263532977,0.38571054262254395,52.40719970583032,32.314221707842144,52.40719970583032
2021-01-01,2021-1,0.0,0.0,0.0,36,0.0,0.0,459.0,9.0,0.0196078431372549,0.0,0.0,0.0,2.0,0.0,0.0,497.0,0.0,0.07243460764587525,0.9235412474849095,0.0,0.004024144869215292,,0.0,1.9247712372046555,,0.0,0.6415904124015518,1.7776056295310603,241.52654109900274,152.066925683963,241.52654109900274
2021-02-01,2021-2,0.0,0.0,0.0,15,0.0,0.0,416.0,6.0,0.014423076923076924,0.0,0.0,0.0,2.0,0.0,0.0,433.0,0.0,0.03464203233256351,0.9607390300230947,0.0,0.004618937644341801,,0.0,1.415817304289963,,0.0,0.4719391014299877,1.3602309436134519,184.817076098852,111.85692129637665,184.817076098852
2021-03-01,2021-3,0.0,0.0,0.0,14,2.0,0.14285714285714285,463.0,3.0,0.0064794816414686825,0.0,0.0,0.0,1.0,0.0,0.0,478.0,0.0,0.029288702928870293,0.9686192468619247,0.0,0.0020920502092050207,,2.188657915074657,0.6360475146702209,,0.0,0.9415684765816259,0.6801908161158107,92.41877521905599,223.16640147217086,92.41877521905599
2021-04-01,2021-4,0.0,0.0,0.0,20,0.0,0.0,436.0,5.0,0.011467889908256881,0.0,0.0,0.0,5.0,0.0,0.0,461.0,0.0,0.04338394793926247,0.9457700650759219,0.0,0.010845986984815618,,0.0,1.1257262969889614,,0.0,0.3752420989963205,1.0646782331609266,144.65978660665746,88.93822488396921,144.65978660665746
2021-05-01,2021-5,0.0,0.0,0.0,12,1.0,0.08333333333333333,379.0,8.0,0.021108179419525065,0.0,0.0,0.0,4.0,0.0,0.0,395.0,0.0,0.030379746835443037,0.959493670886076,0.0,0.010126582278481013,,1.2767171171268832,2.0720492474393124,,0.0,1.1162554548553985,2.0269044814810684,275.39923390056754,264.5699374815091,275.39923390056754
2021-06-01,2021-6,0.0,0.0,0.0,26,1.0,0.038461538461538464,465.0,3.0,0.0064516129032258064,0.0,0.0,0.0,2.0,0.0,0.0,493.0,0.0,0.05273833671399594,0.9432048681541582,0.0,0.004056795131845842,,0.5892540540585616,0.6333118264350802,,0.0,0.4075219601645473,0.6284190764661964,85.3844538844931,96.58905499999841,85.3844538844931
2021-07-01,2021-7,0.0,0.0,0.0,33,2.0,0.06060606060606061,488.0,4.0,0.00819672131147541,0.0,0.0,0.0,1.0,0.0,0.0,522.0,0.0,0.06321839080459771,0.9348659003831418,0.0,0.0019157088122605363,,0.9285215397286424,0.8046174844052248,,0.0,0.5777130080446224,0.8109090865915611,110.17970666636509,136.92698544565695,110.17970666636509
2021-08-01,2021-8,0.0,0.0,0.0,21,1.0,0.047619047619047616,464.0,10.0,0.021551724137931036,0.0,0.0,0.0,1.0,0.0,0.0,486.0,0.0,0.043209876543209874,0.9547325102880658,0.0,0.00205761316872428,,0.7295526383582189,2.115589075375807,,0.0,0.9483805712446752,2.051345548106784,278.72008650409845,224.78097406062423,278.72008650409845
2021-09-01,2021-9,0.0,0.0,0.0,20,3.0,0.15,474.0,11.0,0.023206751054852322,0.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0,0.04048582995951417,0.9595141700404858,0.0,0.0,,2.29809081082839,2.278052033906776,,0.0,1.5253809482450553,2.278863320421821,309.63334401909503,361.5390548438202,309.63334401909503
