date,ym,indonesia_antara_body_count,indonesia_antara_epu_count,indonesia_antara_ratio,indonesia_abc_au_solomon_islands_body_count,indonesia_abc_au_solomon_islands_epu_count,indonesia_abc_au_solomon_islands_ratio,indonesia_tempo_body_count,indonesia_tempo_epu_count,indonesia_tempo_ratio,indonesia_jakarta_post_body_count,indonesia_jakarta_post_epu_count,indonesia_jakarta_post_ratio,indonesia_rnz_body_count,indonesia_rnz_epu_count,indonesia_rnz_ratio,news_total,indonesia_antara_weights,indonesia_abc_au_solomon_islands_weights,indonesia_tempo_weights,indonesia_jakarta_post_weights,indonesia_rnz_weights,indonesia_antara_z_score,indonesia_abc_au_solomon_islands_z_score,indonesia_tempo_z_score,indonesia_jakarta_post_z_score,indonesia_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2015-01-01,2015-1,0.0,0.0,0.0,64,0.0,0.0,331.0,3.0,0.00906344410876133,0.0,0.0,0.0,6.0,0.0,0.0,401.0,0.0,0.1596009975062344,0.8254364089775561,0.0,0.014962593516209476,,0.0,0.8896978830583454,,0.0,0.2965659610194485,0.7343890256666142,99.78278547481659,70.29075416811585,99.78278547481659
2015-02-01,2015-2,0.0,0.0,0.0,59,1.0,0.01694915254237288,311.0,3.0,0.00964630225080386,0.0,0.0,0.0,11.0,0.0,0.0,381.0,0.0,0.15485564304461943,0.8162729658792651,0.0,0.028871391076115485,,0.2596712780597051,0.9469131810042196,,0.0,0.40219481968797494,0.8131511934326375,110.48434584003965,95.32643969387698,110.48434584003965
2015-03-01,2015-3,0.0,0.0,0.0,68,1.0,0.014705882352941176,460.0,1.0,0.002173913043478261,0.0,0.0,0.0,14.0,0.0,0.0,542.0,0.0,0.12546125461254612,0.8487084870848709,0.0,0.025830258302583026,,0.22530302066945,0.2133985502118205,,0.0,0.1462338569604235,0.20937996033756465,28.44883969517984,34.65970287124916,28.44883969517984
2015-04-01,2015-4,0.0,0.0,0.0,56,0.0,0.0,406.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,479.0,0.0,0.11691022964509394,0.8475991649269311,0.0,0.03549060542797495,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,2015-5,0.0,0.0,0.0,57,1.0,0.017543859649122806,407.0,3.0,0.007371007371007371,0.0,0.0,0.0,20.0,0.0,0.0,484.0,0.0,0.11776859504132231,0.8409090909090909,0.0,0.04132231404958678,,0.26878255097408066,0.7235626518238631,,0.0,0.3307817342659813,0.6401045551608159,86.97218133275848,78.40042561414641,86.97218133275848
2015-06-01,2015-6,0.0,0.0,0.0,40,0.0,0.0,428.0,2.0,0.004672897196261682,0.0,0.0,0.0,20.0,0.0,0.0,488.0,0.0,0.08196721311475409,0.8770491803278688,0.0,0.040983606557377046,,0.0,0.4587071640067169,,0.0,0.15290238800223896,0.40230874220261237,54.66242756202384,36.24024864430894,54.66242756202384
2015-07-01,2015-7,0.0,0.0,0.0,34,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,517.0,0.0,0.06576402321083172,0.9090909090909091,0.0,0.025145067698259187,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,2015-8,0.0,0.0,0.0,28,1.0,0.03571428571428571,489.0,1.0,0.002044989775051125,0.0,0.0,0.0,17.0,0.0,0.0,534.0,0.0,0.052434456928838954,0.9157303370786517,0.0,0.031835205992509365,,0.5471644787686643,0.2007430124691972,,0.0,0.24930249707928717,0.21251673876958807,28.875039540800508,59.08857670468935,28.875039540800508
2015-09-01,2015-9,0.0,0.0,0.0,33,0.0,0.0,437.0,2.0,0.004576659038901602,0.0,0.0,0.0,12.0,0.0,0.0,482.0,0.0,0.06846473029045644,0.9066390041493776,0.0,0.024896265560165973,,0.0,0.4492601057090958,,0.0,0.1497533685696986,0.4073167348441387,55.34287271839758,35.49388196742386,55.34287271839758
2015-10-01,2015-10,0.0,0.0,0.0,36,0.0,0.0,254.0,2.0,0.007874015748031496,0.0,0.0,0.0,10.0,0.0,0.0,300.0,0.0,0.12,0.8466666666666667,0.0,0.03333333333333333,,0.0,0.7729396306884837,,0.0,0.2576465435628279,0.6544222206495829,88.91754883422544,61.06624574710326,88.91754883422544
2015-11-01,2015-11,0.0,0.0,0.0,33,1.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,45.0,0.0,0.7333333333333333,0.0,0.0,0.26666666666666666,,0.4642607698643212,0.0,,0.0,0.15475358995477373,0.3404578979005022,46.258639770081196,36.679012354459154,46.258639770081196
2015-12-01,2015-12,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,43.0,0.0,0.6046511627906976,0.0,0.0,0.3953488372093023,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,2016-1,0.0,0.0,0.0,40,1.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,45.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,,0.383015135138065,0.0,,0.0,0.12767171171268835,0.34045789790050224,46.2586397700812,30.260185192428807,46.2586397700812
2016-02-01,2016-2,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,22.0,0.0,0.8181818181818182,0.0,0.0,0.18181818181818182,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,2016-3,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,32.0,0.0,0.6875,0.0,0.0,0.3125,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,2016-4,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,38.0,0.0,0.7368421052631579,0.0,0.0,0.2631578947368421,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,2016-5,0.0,0.0,0.0,32,3.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,46.0,0.0,0.6956521739130435,0.0,0.0,0.30434782608695654,,1.4363067567677437,0.0,,0.0,0.4787689189225812,0.9991699177514738,135.75905149915133,113.47569447160801,135.75905149915133
2016-06-01,2016-6,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,34.0,0.0,0.7058823529411765,0.0,0.0,0.29411764705882354,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
