date,ym,indonesia_antara_body_count,indonesia_antara_epu_count,indonesia_antara_ratio,indonesia_abc_au_solomon_islands_body_count,indonesia_abc_au_solomon_islands_epu_count,indonesia_abc_au_solomon_islands_ratio,indonesia_tempo_body_count,indonesia_tempo_epu_count,indonesia_tempo_ratio,indonesia_jakarta_post_body_count,indonesia_jakarta_post_epu_count,indonesia_jakarta_post_ratio,indonesia_rnz_body_count,indonesia_rnz_epu_count,indonesia_rnz_ratio,news_total,indonesia_antara_weights,indonesia_abc_au_solomon_islands_weights,indonesia_tempo_weights,indonesia_jakarta_post_weights,indonesia_rnz_weights,indonesia_antara_z_score,indonesia_abc_au_solomon_islands_z_score,indonesia_tempo_z_score,indonesia_jakarta_post_z_score,indonesia_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2015-01-01,2015-1,0.0,0.0,0.0,64,0.0,0.0,331.0,1.0,0.0030211480362537764,0.0,0.0,0.0,6.0,0.0,0.0,401.0,0.0,0.1596009975062344,0.8254364089775561,0.0,0.014962593516209476,,0.0,0.19268152164187252,,0.0,0.06422717388062417,0.15904634330039852,18.750604372514392,12.72901881100539,18.750604372514392
2015-02-01,2015-2,0.0,0.0,0.0,59,1.0,0.01694915254237288,311.0,2.0,0.006430868167202572,0.0,0.0,0.0,11.0,0.0,0.0,381.0,0.0,0.15485564304461943,0.8162729658792651,0.0,0.028871391076115485,,0.26245388207310616,0.41014523256244245,,0.0,0.22419970487851618,0.3754329301029734,44.261277528894084,44.433564306048766,44.261277528894084
2015-03-01,2015-3,0.0,0.0,0.0,68,1.0,0.014705882352941176,460.0,3.0,0.006521739130434782,0.0,0.0,0.0,14.0,0.0,0.0,542.0,0.0,0.12546125461254612,0.8487084870848709,0.0,0.025830258302583026,,0.22771733885754797,0.4159407630225639,,0.0,0.21455270062670395,0.38158215873190526,44.98623448687623,42.52164928360977,44.98623448687623
2015-04-01,2015-4,0.0,0.0,0.0,56,0.0,0.0,406.0,3.0,0.007389162561576354,0.0,0.0,0.0,17.0,0.0,0.0,479.0,0.0,0.11691022964509394,0.8475991649269311,0.0,0.03549060542797495,,0.0,0.47126293347384085,,0.0,0.1570876444912803,0.3994420688734434,47.09181014641923,31.132797239725008,47.09181014641923
2015-05-01,2015-5,0.0,0.0,0.0,57,1.0,0.017543859649122806,407.0,3.0,0.007371007371007371,0.0,0.0,0.0,20.0,0.0,0.0,484.0,0.0,0.11776859504132231,0.8409090909090909,0.0,0.04132231404958678,,0.27166279021602213,0.4701050392884015,,0.0,0.24725594316814123,0.4273089463485386,50.37714688406388,49.00302101988679,50.37714688406388
2015-06-01,2015-6,0.0,0.0,0.0,40,0.0,0.0,428.0,3.0,0.007009345794392523,0.0,0.0,0.0,20.0,0.0,0.0,488.0,0.0,0.08196721311475409,0.8770491803278688,0.0,0.040983606557377046,,0.0,0.44703913782798926,,0.0,0.1490130459426631,0.39207530940651514,46.223313647817236,29.53251326945877,46.223313647817236
2015-07-01,2015-7,0.0,0.0,0.0,34,1.0,0.029411764705882353,470.0,7.0,0.014893617021276596,0.0,0.0,0.0,13.0,0.0,0.0,517.0,0.0,0.06576402321083172,0.9090909090909091,0.0,0.025145067698259187,,0.45543467771509594,0.9498789056259971,,0.0,0.4684378611136977,0.8934774945580887,105.33560639342359,92.83849787608686,105.33560639342359
2015-08-01,2015-8,0.0,0.0,0.0,28,1.0,0.03571428571428571,489.0,23.0,0.04703476482617587,0.0,0.0,0.0,17.0,0.0,0.0,534.0,0.0,0.052434456928838954,0.9157303370786517,0.0,0.031835205992509365,,0.5530278229397593,2.999763648792588,,0.0,1.1842638239107823,2.775972290827507,327.27038606639013,234.7062089291329,327.27038606639013
2015-09-01,2015-9,0.0,0.0,0.0,33,0.0,0.0,437.0,14.0,0.032036613272311214,0.0,0.0,0.0,12.0,0.0,0.0,482.0,0.0,0.06846473029045644,0.9066390041493776,0.0,0.024896265560165973,,0.0,2.043217783268735,,0.0,0.6810725944229117,1.8524609362830649,218.39396877032323,134.9800301377551,218.39396877032323
2015-10-01,2015-10,0.0,0.0,0.0,36,1.0,0.027777777777777776,254.0,7.0,0.027559055118110236,0.0,0.0,0.0,10.0,0.0,0.0,300.0,0.0,0.12,0.8466666666666667,0.0,0.03333333333333333,,0.43013275117536837,1.7576499434811756,,0.0,0.7292608982188481,1.5397595489551061,181.52836168466666,144.5303464357911,181.52836168466666
2015-11-01,2015-11,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,45.0,0.0,0.7333333333333333,0.0,0.0,0.26666666666666666,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,2015-12,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,43.0,0.0,0.6046511627906976,0.0,0.0,0.3953488372093023,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,2016-1,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,45.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,2016-2,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,22.0,0.0,0.8181818181818182,0.0,0.0,0.18181818181818182,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,2016-3,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,32.0,0.0,0.6875,0.0,0.0,0.3125,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,2016-4,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,38.0,0.0,0.7368421052631579,0.0,0.0,0.2631578947368421,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,2016-5,0.0,0.0,0.0,32,3.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,46.0,0.0,0.6956521739130435,0.0,0.0,0.30434782608695654,,1.4516980352168682,0.0,,0.0,0.48389934507228943,1.0098768940639082,119.05839337513724,95.90276971405957,119.05839337513724
2016-06-01,2016-6,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,34.0,0.0,0.7058823529411765,0.0,0.0,0.29411764705882354,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,2016-7,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,47.0,0.0,0.5957446808510638,0.0,0.0,0.40425531914893614,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,2016-8,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,42.0,0.0,0.7857142857142857,0.0,0.0,0.21428571428571427,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,2016-9,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,45.0,0.0,0.8444444444444444,0.0,0.0,0.15555555555555556,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,2016-10,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.8387096774193549,0.0,0.0,0.16129032258064516,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,2016-11,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,45.0,0.0,0.6888888888888889,0.0,0.0,0.3111111111111111,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,2016-12,0.0,0.0,0.0,28,1.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,46.0,0.0,0.6086956521739131,0.0,0.0,0.391304347826087,,0.5530278229397593,0.0,,0.0,0.18434260764658641,0.3366256313546361,39.68613112504575,36.534388462498875,39.68613112504575
2017-01-01,2017-1,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,47.0,0.0,0.723404255319149,0.0,0.0,0.2765957446808511,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,2017-2,0.0,0.0,0.0,31,1.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,35.0,0.0,0.8857142857142857,0.0,0.0,0.11428571428571428,,0.4995090013649439,0.0,,0.0,0.16650300045498131,0.44242225835180743,52.15891519291727,32.998802482257055,52.15891519291727
2017-03-01,2017-3,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,41.0,0.0,0.6585365853658537,0.0,0.0,0.34146341463414637,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,2017-4,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.8387096774193549,0.0,0.0,0.16129032258064516,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,2017-5,0.0,0.0,0.0,33,1.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,45.0,0.0,0.7333333333333333,0.0,0.0,0.26666666666666666,,0.46923572855494733,0.0,,0.0,0.15641190951831577,0.3441062009402947,40.56804515004677,30.998875059089958,40.56804515004677
2017-06-01,2017-6,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,24.0,0.0,0.7083333333333334,0.0,0.0,0.2916666666666667,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,2017-7,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,37.0,0.0,0.918918918918919,0.0,0.0,0.08108108108108109,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,2017-8,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,28.0,0.0,0.7857142857142857,0.0,0.0,0.21428571428571427,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,42.0,0.0,0.6428571428571429,0.0,0.0,0.35714285714285715,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,2017-10,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,35.0,0.0,0.9142857142857143,0.0,0.0,0.08571428571428572,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
