,date,news_count_samoa_rnz,epu_count_samoa_rnz,ratio_samoa_rnz,z_score_samoa_rnz,news_count_samoa_observer,epu_count_samoa_observer,ratio_samoa_observer,z_score_samoa_observer,news_count_total,weight_rnz,weight_observer,z_score_weighted,z_score_unweighted,epu_score_weighted,epu_score_unweighted
25,2017-03-01,43.0,0.0,0.0,0.0,531.0,12.0,0.022598870056497175,2.241664888375925,574.0,0.07491289198606271,0.9250871080139372,2.0737352887240696,1.1208324441879625,127.01213502575618,98.68751557474978
26,2017-04-01,35.0,0.0,0.0,0.0,493.0,8.0,0.016227180527383367,1.609633611531597,528.0,0.06628787878787878,0.9337121212121212,1.502934413797495,0.8048168057657985,92.05172412220209,70.86284079809619
27,2017-05-01,59.0,1.0,0.01694915254237288,1.9199481755733403,552.0,16.0,0.028985507246376812,2.875178878569121,611.0,0.09656301145662848,0.9034369885433715,2.782938925252016,2.3975635270712305,170.44943800904477,211.10165854515083
28,2017-06-01,70.0,1.0,0.014285714285714285,1.6182420336975296,583.0,7.0,0.012006861063464836,1.1910046298017885,653.0,0.10719754977029096,0.892802450229709,1.2368034326696322,1.404623331749659,75.75173429546449,123.67485224709928
29,2017-07-01,55.0,0.0,0.0,0.0,576.0,11.0,0.019097222222222224,1.8943235840572594,631.0,0.08716323296354993,0.9128367670364501,1.7292082161917297,0.9471617920286297,105.91054154155105,83.39609063543308
30,2017-08-01,59.0,0.0,0.0,0.0,506.0,14.0,0.02766798418972332,2.7444889295432517,565.0,0.10442477876106195,0.8955752212389381,2.457896280263514,1.3722444647716259,150.54122670604377,120.82394446355234
31,2017-09-01,46.0,1.0,0.021739130434782608,2.462542225191893,560.0,12.0,0.02142857142857143,2.1255786709421716,606.0,0.07590759075907591,0.9240924092409241,2.151156762518883,2.2940604480670324,131.75404530571782,201.98837691752834
32,2017-10-01,54.0,0.0,0.0,0.0,575.0,11.0,0.019130434782608695,1.8976180598556198,629.0,0.08585055643879173,0.9141494435612083,1.7347064935087146,0.9488090299278099,106.24730002022055,83.54112731479906
33,2017-11-01,65.0,0.0,0.0,0.0,591.0,14.0,0.023688663282571912,2.3497654794397387,656.0,0.09908536585365854,0.9009146341463414,2.1169381072391547,1.1748827397198693,129.6582211721261,103.44655820398899
34,2017-12-01,58.0,0.0,0.0,0.0,625.0,6.0,0.0096,0.9522592445820928,683.0,0.0849194729136164,0.9150805270863837,0.871393891455063,0.4761296222910464,53.371131409065924,41.9224566161537
35,2018-01-01,72.0,0.0,0.0,0.0,547.0,10.0,0.018281535648994516,1.8134126382200124,619.0,0.11631663974151858,0.8836833602584814,1.6024825736774584,0.9067063191100062,98.1488496294885,79.83405053350417
36,2018-02-01,70.0,1.0,0.014285714285714285,1.6182420336975296,297.0,2.0,0.006734006734006734,0.6679708505766644,367.0,0.1907356948228883,0.8092643051771117,0.8492214849593906,1.1431064421370971,52.013115898124305,100.64870569814038
37,2018-03-01,52.0,1.0,0.019230769230769232,2.1784027376697517,563.0,13.0,0.023090586145648313,2.2904400125013336,615.0,0.08455284552845528,0.9154471544715447,2.2809669421090697,2.2344213750855424,139.7046589387485,196.73725131508513
38,2018-04-01,59.0,0.0,0.0,0.0,436.0,11.0,0.02522935779816514,2.5025926248095907,495.0,0.1191919191919192,0.8808080808080808,2.204303806902993,1.2512963124047953,135.00919537922977,110.17465184864555
39,2018-05-01,77.0,2.0,0.025974025974025976,2.942258243086418,391.0,11.0,0.028132992327365727,2.790614793905323,468.0,0.16452991452991453,0.8354700854700855,2.81556467763811,2.8664365184958704,172.44770002923204,252.3851803451666
40,2018-06-01,73.0,1.0,0.0136986301369863,1.5517389364222887,395.0,6.0,0.015189873417721518,1.5067393110476153,468.0,0.15598290598290598,0.844017094017094,1.513758483381699,1.529239123734952,92.71467671554055,134.64707470209632
41,2018-07-01,86.0,0.0,0.0,0.0,396.0,4.0,0.010101010101010102,1.0019562758649967,482.0,0.17842323651452283,0.8215767634854771,0.8231839942791259,0.5009781379324983,50.41837171838455,44.110328931138156
42,2018-08-01,80.0,0.0,0.0,0.0,407.0,7.0,0.0171990171990172,1.7060336589052647,487.0,0.16427104722792607,0.8357289527720739,1.4257817231508065,0.8530168294526324,87.32627627198639,75.10677628815417
43,2018-09-01,64.0,0.0,0.0,0.0,405.0,8.0,0.019753086419753086,1.959381161691549,469.0,0.13646055437100213,0.8635394456289979,1.6920029221430222,0.9796905808457745,103.63179176230854,86.26019879867017
44,2018-10-01,52.0,0.0,0.0,0.0,417.0,9.0,0.02158273381294964,2.140870603826648,469.0,0.11087420042643924,0.8891257995735607,1.9035032874109001,1.070435301913324,116.58576573259711,94.25012728451823
45,2018-11-01,57.0,0.0,0.0,0.0,421.0,23.0,0.05463182897862233,5.41913168680427,478.0,0.1192468619246862,0.8807531380753139,4.7729172387962295,2.709565843402135,292.3316259780393,238.57296668931494
46,2018-12-01,58.0,1.0,0.017241379310344827,1.953050730324605,409.0,7.0,0.017114914425427872,1.6976911960255323,467.0,0.12419700214132762,0.8758029978586723,1.7294060846536825,1.8253709631750685,105.922660588733,160.72101257610103
47,2019-01-01,55.0,1.0,0.01818181818181818,2.0595807701604922,416.0,13.0,0.03125,3.0998022284573334,471.0,0.11677282377919321,0.8832271762208068,2.978332631416301,2.579691499308913,182.41691135314295,227.1377370776792
48,2019-02-01,56.0,0.0,0.0,0.0,420.0,13.0,0.030952380952380953,3.0702803024720255,476.0,0.11764705882352941,0.8823529411764706,2.709070855122375,1.5351401512360128,165.9251665900197,135.16665079613048
49,2019-03-01,55.0,1.0,0.01818181818181818,2.0595807701604922,423.0,15.0,0.03546099290780142,3.5175060748452016,478.0,0.11506276150627615,0.8849372384937239,3.3497531632183,2.7885434225028467,205.16567537962558,245.52681702437044
50,2019-04-01,58.0,0.0,0.0,0.0,346.0,12.0,0.03468208092485549,3.4402429356289477,404.0,0.14356435643564355,0.8564356435643564,2.9463466725931085,1.7201214678144738,180.45783540788128,151.45396176356104
51,2019-05-01,70.0,0.0,0.0,0.0,379.0,18.0,0.047493403693931395,4.711045075439113,449.0,0.155902004454343,0.844097995545657,3.976583705103394,2.3555225377195566,243.55779121865496,207.40001624086594
52,2019-06-01,74.0,0.0,0.0,0.0,401.0,11.0,0.02743142144638404,2.721023402536113,475.0,0.15578947368421053,0.8442105263157895,2.2971165987725923,1.3605117012680565,140.6937930794078,119.79089328181908
53,2019-07-01,74.0,0.0,0.0,0.0,319.0,7.0,0.0219435736677116,2.1766636337756826,393.0,0.18829516539440203,0.811704834605598,1.7668083948459103,1.0883318168878413,108.21347721235972,95.82588698833463
54,2019-08-01,53.0,0.0,0.0,0.0,314.0,6.0,0.01910828025477707,1.8954204709038471,367.0,0.1444141689373297,0.8555858310626703,1.621694898811466,0.9477102354519236,99.32556608281206,83.4443802073123
55,2019-09-01,62.0,2.0,0.03225806451612903,3.6540949148008735,314.0,9.0,0.028662420382165606,2.843130706355771,376.0,0.16489361702127658,0.8351063829787234,2.9768535279610804,3.2486128105783223,182.32631922752643,286.03519553946455
56,2019-10-01,74.0,0.0,0.0,0.0,259.0,10.0,0.03861003861003861,3.829871479175084,333.0,0.2222222222222222,0.7777777777777778,2.9787889282472877,1.914935739587542,182.44485862058073,168.607048810142
57,2019-11-01,78.0,1.0,0.01282051282051282,1.4522684917798343,310.0,8.0,0.025806451612903226,2.5598366789841207,388.0,0.20103092783505155,0.7989690721649485,2.337181218669857,2.0060525853819775,143.14767084279293,176.62974228684195
58,2019-12-01,78.0,1.0,0.01282051282051282,1.4522684917798343,380.0,9.0,0.02368421052631579,2.3493237941992424,458.0,0.1703056768558952,0.8296943231441049,2.1965501837435353,1.9007961429895384,134.5343014826834,167.3620797991877
59,2020-01-01,43.0,0.0,0.0,0.0,356.0,6.0,0.016853932584269662,1.6718034490556406,399.0,0.10776942355889724,0.8922305764411027,1.491634155047138,0.8359017245278203,91.35960589571937,73.59981849746086
60,2020-02-01,60.0,0.0,0.0,0.0,370.0,25.0,0.06756756756756757,6.702275088556397,430.0,0.13953488372093023,0.8604651162790697,5.767073913408993,3.3511375442781985,353.221732096822,295.0623354177485
61,2020-03-01,48.0,0.0,0.0,0.0,369.0,17.0,0.04607046070460705,4.569898136262302,417.0,0.11510791366906475,0.8848920863309353,4.043866696117002,2.284949068131151,247.67873972448623,201.1861343932399
62,2020-04-01,42.0,2.0,0.047619047619047616,5.394140112325099,346.0,22.0,0.06358381502890173,6.307112048653071,388.0,0.10824742268041238,0.8917525773195877,6.2082851895660225,5.850626080489085,380.24503950102917,515.1383290466895
63,2020-05-01,68.0,1.0,0.014705882352941176,1.66583738762981,393.0,17.0,0.043256997455470736,4.290820387482925,461.0,0.1475054229934924,0.8524945770065075,3.9036211597388646,2.9783288875563674,239.08898137872384,262.2371256306669
64,2020-06-01,39.0,1.0,0.02564102564102564,2.9045369835596686,379.0,20.0,0.052770448548812667,5.2344945282656825,418.0,0.09330143540669857,0.9066985645933014,5.017106144907944,4.069515755912676,307.2877076358558,358.3143953637839
65,2020-07-01,40.0,0.0,0.0,0.0,431.0,22.0,0.05104408352668213,5.0632500436982895,471.0,0.08492569002123142,0.9150743099787686,4.633250039987182,2.5316250218491447,283.77728965061027,222.9055601206935
66,2020-08-01,38.0,1.0,0.02631578947368421,2.980972167337555,407.0,23.0,0.056511056511056514,5.6055391649744415,445.0,0.0853932584269663,0.9146067415730337,5.381418837086348,4.293255666155998,329.60113071457016,378.0143389113925
67,2020-09-01,36.0,0.0,0.0,0.0,396.0,15.0,0.03787878787878788,3.7573360344937377,432.0,0.08333333333333333,0.9166666666666666,3.444224698285926,1.8786680172468688,210.95186778004646,165.41373349176808
68,2020-10-01,28.0,0.0,0.0,0.0,445.0,24.0,0.05393258426966292,5.34977103697805,473.0,0.05919661733615222,0.9408033826638478,5.033082688066029,2.674885518489025,308.26623892086275,235.51941919187473
69,2020-11-01,34.0,1.0,0.029411764705882353,3.33167477525962,447.0,25.0,0.05592841163310962,5.547744480460552,481.0,0.07068607068607069,0.9293139293139293,5.391099220633459,4.439709627860086,330.19403482768064,390.90937750668155
70,2020-12-01,21.0,0.0,0.0,0.0,407.0,16.0,0.03931203931203931,3.8995055060691763,428.0,0.04906542056074766,0.9509345794392523,3.708174628434941,1.9497527530345882,227.1182726005734,171.67263151578095
71,2021-01-01,16.0,0.0,0.0,0.0,392.0,21.0,0.05357142857142857,5.313946677355428,408.0,0.0392156862745098,0.9607843137254902,5.105556611576784,2.656973338677714,312.70512165042175,233.942280224072
72,2021-02-01,15.0,1.0,0.06666666666666667,7.551796157255139,286.0,7.0,0.024475524475524476,2.427817129980569,301.0,0.04983388704318937,0.9501661129568106,2.6831649220374416,4.989806643617854,164.33848004962897,439.3445455745985
73,2021-03-01,19.0,0.0,0.0,0.0,370.0,12.0,0.032432432432432434,3.217092042507071,389.0,0.04884318766066838,0.9511568123393316,3.059959012153255,1.6085460212535354,187.41636376551173,141.6299210005193
74,2021-04-01,30.0,0.0,0.0,0.0,348.0,15.0,0.04310344827586207,4.275589280630805,378.0,0.07936507936507936,0.9206349206349206,3.9362567980410583,2.1377946403154025,241.08784889148166,188.229420869943
75,2021-05-01,51.0,1.0,0.0196078431372549,2.221116516839747,384.0,18.0,0.046875,4.649703342686,435.0,0.11724137931034483,0.8827586206896552,4.364972473448853,3.4354099297628737,267.3458257647288,302.4823850408352
76,2021-06-01,35.0,0.0,0.0,0.0,334.0,19.0,0.05688622754491018,5.642753757191793,369.0,0.0948509485094851,0.9051490514905149,5.1075332111166905,2.8213768785958964,312.8261844152884,248.41775065709842
77,2021-07-01,54.0,2.0,0.037037037037037035,4.195442309586188,313.0,7.0,0.022364217252396165,2.2183888152538103,367.0,0.14713896457765668,0.8528610354223434,2.5092904193245147,3.206915562419999,153.68901483765467,282.3638191010086
78,2021-08-01,23.0,0.0,0.0,0.0,279.0,14.0,0.05017921146953405,4.97746020913579,302.0,0.076158940397351,0.9238410596026491,4.598382113738031,2.488730104567895,281.6416989699163,219.12873081920247
79,2021-09-01,21.0,0.0,0.0,0.0,211.0,12.0,0.05687203791469194,5.641346235675905,232.0,0.09051724137931035,0.9094827586206896,5.130707136756965,2.8206731178379525,314.24554096889676,248.35578564072097
80,2021-10-01,13.0,1.0,0.07692307692307693,8.713610950679007,197.0,5.0,0.025380710659898477,2.5176058708282913,210.0,0.06190476190476191,0.9380952380952381,2.901168090057145,5.615608410753649,177.69073767051256,494.4453966975009
81,2021-11-01,13.0,0.0,0.0,0.0,181.0,4.0,0.022099447513812154,2.192125332831705,194.0,0.06701030927835051,0.9329896907216495,2.0452303363017457,1.0960626664158526,125.26626375392448,96.50657600403706
82,2021-12-01,5.0,0.0,0.0,0.0,184.0,3.0,0.016304347826086956,1.6172881191951305,189.0,0.026455026455026454,0.9735449735449735,1.5745027192164232,0.8086440595975652,96.43513955659265,71.19982441602191
83,2022-01-01,17.0,3.0,0.17647058823529413,19.99004865155772,168.0,8.0,0.047619047619047616,4.7235081576492695,185.0,0.0918918918918919,0.9081081081081082,6.126379446278695,12.356778404603496,375.2284766917056,1087.9947021354578
84,2022-02-01,10.0,0.0,0.0,0.0,198.0,10.0,0.050505050505050504,5.009781379324983,208.0,0.04807692307692308,0.9519230769230769,4.768926505318974,2.5048906896624916,292.0872015416027,220.55164465569078
85,2022-03-01,30.0,1.0,0.03333333333333333,3.7758980786275695,252.0,8.0,0.031746031746031744,3.1490054384328467,282.0,0.10638297872340426,0.8936170212765957,3.2156961448365404,3.462451758530208,196.95495137235335,304.86337509111826
86,2022-04-01,15.0,0.0,0.0,0.0,156.0,6.0,0.038461538461538464,3.81514120425518,171.0,0.08771929824561403,0.9122807017543859,3.4804796951099886,1.90757060212759,213.17241375667854,167.95856016087222
87,2022-05-01,18.0,0.0,0.0,0.0,168.0,5.0,0.02976190476190476,2.9521925985307935,186.0,0.0967741935483871,0.9032258064516129,2.6664965406084584,1.4760962992653968,163.3175750555198,129.96793345781776
88,2022-06-01,13.0,0.0,0.0,0.0,161.0,5.0,0.031055900621118012,3.080548798466915,174.0,0.07471264367816093,0.9252873563218391,2.8503928537538696,1.5402743992334575,174.58085609383153,135.61871317337508
89,2022-07-01,14.0,0.0,0.0,0.0,148.0,2.0,0.013513513513513514,1.3404550177112795,162.0,0.08641975308641975,0.9135802469135802,1.2246132260572182,0.6702275088556398,75.00510854401652,59.0124670835497
90,2022-08-01,11.0,0.0,0.0,0.0,151.0,3.0,0.019867549668874173,1.9707351916020135,162.0,0.06790123456790123,0.9320987654320988,1.8369198390858275,0.9853675958010067,112.50766281602479,86.76005094402672
91,2022-09-01,10.0,0.0,0.0,0.0,156.0,9.0,0.057692307692307696,5.72271180638277,166.0,0.060240963855421686,0.9397590361445783,5.37797013129947,2.861355903191385,329.38990438908456,251.93784024130832
92,2022-10-01,9.0,0.0,0.0,0.0,167.0,9.0,0.05389221556886228,5.345766717339593,176.0,0.05113636363636364,0.9488636363636364,5.072403646566546,2.6728833586697966,310.67456891243205,235.34313220146169
93,2022-11-01,12.0,0.0,0.0,0.0,166.0,5.0,0.030120481927710843,2.987761184055261,178.0,0.06741573033707865,0.9325842696629213,2.7863390817594005,1.4938805920276306,170.65769078835217,131.53381217417703
94,2022-12-01,5.0,0.0,0.0,0.0,154.0,6.0,0.03896103896103896,3.86468849262213,159.0,0.031446540880503145,0.9685534591194969,3.743157407948478,1.932344246311065,229.26089781378633,170.13984016296146
95,2023-01-01,3.0,0.0,0.0,0.0,134.0,2.0,0.014925373134328358,1.4805025568751444,137.0,0.021897810218978103,0.9781021897810219,1.4480827928559807,0.7402512784375722,88.69217214693924,65.17794871914444
96,2023-02-01,7.0,0.0,0.0,0.0,97.0,4.0,0.041237113402061855,4.090460672603491,104.0,0.0673076923076923,0.9326923076923077,3.8151412042551796,2.0452303363017457,233.6697612332822,180.0792809972238
97,2023-03-01,3.0,0.0,0.0,0.0,115.0,7.0,0.06086956521739131,6.037875644995154,118.0,0.025423728813559324,0.9745762711864406,5.884370331986802,3.018937822497577,360.4059029191302,265.8126778198152
98,2023-04-01,1.0,0.0,0.0,0.0,182.0,3.0,0.016483516483516484,1.6350605161093628,183.0,0.00546448087431694,0.994535519125683,1.6261257591907323,0.8175302580546814,99.59694741090718,71.98224006894523
99,2023-05-01,3.0,0.0,0.0,0.0,219.0,6.0,0.0273972602739726,2.717634830428347,222.0,0.013513513513513514,0.9864864864864865,2.6809100354225586,1.3588174152141734,164.20037275852263,119.64171408719663
100,2023-06-01,5.0,0.0,0.0,0.0,236.0,13.0,0.05508474576271186,5.464058165416317,241.0,0.02074688796680498,0.979253112033195,5.350695962814318,2.7320290827081584,327.71941616949954,240.55081921345257
101,2023-07-01,10.0,1.0,0.1,11.327694235882708,244.0,7.0,0.028688524590163935,2.8457200785837817,254.0,0.03937007874015748,0.9606299212598425,3.1796560690286215,7.086707157233245,194.7475688777099,623.9733035742344
102,2023-08-01,2.0,0.0,0.0,0.0,238.0,6.0,0.025210084033613446,2.5006807893437313,240.0,0.008333333333333333,0.9916666666666667,2.4798417827658668,1.2503403946718656,151.88534480163344,110.09048481132801
103,2023-09-01,4.0,0.0,0.0,0.0,237.0,8.0,0.03375527426160337,3.3483095801058114,241.0,0.016597510373443983,0.983402489626556,3.2927359771165032,1.6741547900529057,201.67348687353817,147.40666883317053
104,2023-10-01,0.0,0.0,0.0,0.0,235.0,8.0,0.03404255319148936,3.376805831851393,235.0,0.0,1.0,3.376805831851393,1.6884029159256966,206.82259717669237,148.66119367430392
105,2023-11-01,1.0,0.0,0.0,0.0,142.0,5.0,0.035211267605633804,3.492734905304038,143.0,0.006993006993006993,0.993006993006993,3.4683101856865273,1.746367452652019,212.42705566662022,153.76487902051682
106,2023-12-01,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
