,date,news_count_fiji_sun,epu_count_fiji_sun,ratio_fiji_sun,z_score_fiji_sun,news_count_fiji_abc,epu_count_fiji_abc,ratio_fiji_abc,z_score_fiji_abc,news_count_fiji_rnz,epu_count_fiji_rnz,ratio_fiji_rnz,z_score_fiji_rnz,news_count_total,weight_sun,weight_abc,weight_rnz,z_score_weighted,z_score_unweighted,epu_score_weighted,epu_score_unweighted
13,2017-02-01,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,82.0,0.0,0.06097560975609756,0.9390243902439024,0.0,0.0,0.0,0.0
14,2017-03-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,76.0,0.0,0.013157894736842105,0.9868421052631579,0.0,0.0,0.0,0.0
15,2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,2017-05-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,78.0,0.0,0.01282051282051282,0.9871794871794872,0.0,0.0,0.0,0.0
17,2017-06-01,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,85.0,0.0,0.058823529411764705,0.9411764705882353,0.0,0.0,0.0,0.0
18,2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,2017-08-01,0.0,0.0,0.0,0.0,4.0,1.0,0.25,1.7090165388401561,61.0,0.0,0.0,0.0,65.0,0.0,0.06153846153846154,0.9384615384615385,0.10517024854400961,0.5696721796133853,19.510792032263236,194.8510085388458
20,2017-09-01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,66.0,0.0,0.030303030303030304,0.9696969696969697,0.0,0.0,0.0,0.0
21,2017-10-01,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,63.0,0.0,0.09523809523809523,0.9047619047619048,0.0,0.0,0.0,0.0
22,2017-11-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,63.0,2.0,0.031746031746031744,2.34218917013794,66.0,0.0,0.045454545454545456,0.9545454545454546,2.235726026040761,0.7807297233793133,414.7635489988031,267.0412553759521
23,2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,2018-01-01,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,63.0,1.0,0.015873015873015872,1.17109458506897,68.0,0.0,0.07352941176470588,0.9264705882352942,1.0849846891080164,0.3903648616896567,201.2823105435368,133.52062768797606
25,2018-02-01,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,54.0,0.0,0.09259259259259259,0.9074074074074074,0.0,0.0,0.0,0.0
26,2018-03-01,0.0,0.0,0.0,0.0,2.0,2.0,1.0,6.836066155360625,61.0,1.0,0.01639344262295082,1.2094911288417234,63.0,0.0,0.031746031746031744,0.9682539682539683,1.3881125582550218,2.681852428067449,257.51746160563056,917.3023873413257
27,2018-04-01,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,92.0,2.0,0.021739130434782608,1.6038904099857634,97.0,0.0,0.05154639175257732,0.9484536082474226,1.5212156465844353,0.5346301366619212,282.2102498342372,182.86520748570638
28,2018-05-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,83.0,0.0,0.03614457831325301,0.963855421686747,0.0,0.0,0.0,0.0
29,2018-06-01,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,79.0,0.0,0.05063291139240506,0.9493670886075949,0.0,0.0,0.0,0.0
30,2018-07-01,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,44.0,1.0,0.022727272727272728,1.676794519530571,49.0,0.0,0.10204081632653061,0.8979591836734694,1.5056930379458187,0.5589315065101903,279.3305534073572,191.1772623714203
31,2018-08-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,87.0,1.0,0.011494252873563218,0.8480340098775301,90.0,0.0,0.03333333333333333,0.9666666666666667,0.8197662095482791,0.28267800329251,152.0799679662278,96.68735108439647
32,2018-09-01,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,63.0,0.0,0.09523809523809523,0.9047619047619048,0.0,0.0,0.0,0.0
33,2018-10-01,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,71.0,2.0,0.028169014084507043,2.0782805312491583,78.0,0.0,0.08974358974358974,0.9102564102564102,1.8917681758806442,0.6927601770830528,350.9537722297565,236.95209984063362
34,2018-11-01,0.0,0.0,0.0,0.0,6.0,1.0,0.16666666666666666,1.1393443592267707,82.0,0.0,0.0,0.0,88.0,0.0,0.06818181818181818,0.9318181818181818,0.07768256994727982,0.37978145307559025,14.411380478376254,129.90067235923055
35,2018-12-01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,57.0,0.017543859649122806,0.017543859649122806,0.9649122807017544,0.0,0.0,0.0,0.0
36,2019-01-01,0.0,0.0,0.0,0.0,10.0,1.0,0.1,0.6836066155360625,58.0,0.0,0.0,0.0,68.0,0.0,0.14705882352941177,0.8529411764705882,0.10053038463765625,0.22786887184535418,18.650021795545744,77.94040341553834
37,2019-02-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,59.0,1.0,0.01694915254237288,1.2504908281244935,62.0,0.0,0.04838709677419355,0.9516129032258065,1.1899832074087924,0.41683027604149786,220.76124382194362,142.5728736329236
38,2019-03-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,76.0,1.0,0.013157894736842105,0.9707757744650674,79.0,0.0,0.0379746835443038,0.9620253164556962,0.93391087163728,0.32359192482168914,173.2556597083608,110.68157295187491
39,2019-04-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,85.0,0.0,0.03529411764705882,0.9647058823529412,0.0,0.0,0.0,0.0
40,2019-05-01,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,79.0,2.0,0.02531645569620253,1.86782174327456,84.0,0.0,0.05952380952380952,0.9404761904761905,1.7566418776034554,0.6226072477581867,325.88564564191677,212.95695048968338
41,2019-06-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,6.0,0.08333333333333333,6.148246571612093,73.0,0.0,0.0136986301369863,0.9863013698630136,6.064024015836584,2.0494155238706977,1124.975105503603,700.9832953618744
42,2019-07-01,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,66.0,2.0,0.030303030303030304,2.235726026040761,70.0,0.0,0.05714285714285714,0.9428571428571428,2.1079702531241464,0.7452420086802537,391.0627747703001,254.90301649522706
43,2019-08-01,0.0,0.0,0.0,0.0,13.0,1.0,0.07692307692307693,0.525851242720048,71.0,1.0,0.014084507042253521,1.0391402656245792,84.0,0.0,0.15476190476190477,0.8452380952380952,0.9597026787464971,0.5216638361148758,178.04045951259067,178.43020639380785
44,2019-09-01,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,79.0,0.0,0.0759493670886076,0.9240506329113924,0.0,0.0,0.0,0.0
45,2019-10-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,46.0,0.0,0.06521739130434782,0.9347826086956522,0.0,0.0,0.0,0.0
46,2019-11-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,52.0,0.0,0.057692307692307696,0.9423076923076923,0.0,0.0,0.0,0.0
47,2019-12-01,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,42.0,0.023809523809523808,0.09523809523809523,0.8809523809523809,0.047619047619047616,0.6666666666666666,8.834108008035107,228.02706013726902
48,2020-01-01,0.0,0.0,0.0,0.0,2.0,1.0,0.5,3.4180330776803123,40.0,0.0,0.0,0.0,42.0,0.0,0.047619047619047616,0.9523809523809523,0.16276347988953868,1.1393443592267707,30.195273383264535,389.7020170776916
49,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,3.0,0.05555555555555555,4.098831047741395,54.0,0.0,0.0,1.0,4.098831047741395,1.3662770159137985,760.399839831139,467.3221969079163
50,2020-03-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,47.0,2.0,0.0425531914893617,3.139530164227452,50.0,0.0,0.06,0.94,2.9511583543738045,1.046510054742484,547.4878846784201,357.9489167805316
51,2020-04-01,0.0,0.0,0.0,0.0,4.0,2.0,0.5,3.4180330776803123,81.0,6.0,0.07407407407407407,5.465108063655194,85.0,0.0,0.047058823529411764,0.9529411764705882,5.368775123138729,2.9610470471118355,995.9951254818499,1012.79827962158
52,2020-05-01,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,2.2786887184535414,56.0,2.0,0.03571428571428571,2.634962816405183,59.0,0.0,0.05084745762711865,0.9491525423728814,2.616847184305947,1.637883844952908,485.4677240003071,560.2227570164073
53,2020-06-01,0.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,0.976580879337232,50.0,2.0,0.04,2.951158354373805,57.0,0.0,0.12280701754385964,0.8771929824561403,2.7086663837552782,1.3092464112370124,502.501679228388,447.8154152244688
54,2020-07-01,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,61.0,6.0,0.09836065573770492,7.256946773050339,65.0,0.0,0.06153846153846154,0.9384615384615385,6.810365433170318,2.4189822576834463,1263.4335800271233,827.390119115655
55,2020-08-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,62.0,5.0,0.08064516129032258,5.949916037043961,65.0,0.0,0.046153846153846156,0.9538461538461539,5.6753045276419325,1.9833053456813203,1052.8613166892696,678.3709309953623
56,2020-09-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,3.0,0.05,3.688947942967256,61.0,0.0,0.01639344262295082,0.9836065573770492,3.6284733865251697,1.2296493143224188,673.1408418177297,420.58997721712467
57,2020-10-01,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.367213231072125,60.0,3.0,0.05,3.688947942967256,65.0,0.0,0.07692307692307693,0.9230769230769231,3.510352965129169,1.6853870580131272,651.227582045825,576.4707840482014
58,2020-11-01,13.0,2.0,0.15384615384615385,0.3076923076923077,1.0,0.0,0.0,0.0,61.0,1.0,0.01639344262295082,1.2094911288417234,75.0,0.17333333333333334,0.013333333333333334,0.8133333333333334,1.0370527847912683,0.5057278121780103,192.3901625284727,172.97943936090698
59,2020-12-01,136.0,1.0,0.007352941176470588,0.014705882352941176,7.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,189.0,0.7195767195767195,0.037037037037037035,0.24338624338624337,0.010582010582010581,0.004901960784313725,1.9631351128966905,1.6766695598328605
60,2021-01-01,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,20.0,0.1,0.05,0.85,0.0,0.0,0.0,0.0
61,2021-02-01,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,40.0,0.325,0.15,0.525,0.0,0.0,0.0,0.0
62,2021-03-01,17.0,1.0,0.058823529411764705,0.11764705882352941,3.0,0.0,0.0,0.0,45.0,4.0,0.08888888888888889,6.558129676386233,65.0,0.26153846153846155,0.046153846153846156,0.6923076923076923,4.5710128528827765,2.2252589117365873,847.997246218146,761.1288715313289
63,2021-04-01,36.0,0.0,0.0,0.0,5.0,1.0,0.2,1.367213231072125,38.0,5.0,0.13157894736842105,9.707757744650673,79.0,0.45569620253164556,0.06329113924050633,0.4810126582278481,4.756086841165648,3.691656991907599,882.3314818594889,1262.6965363498257
64,2021-05-01,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,47.0,9.0,0.19148936170212766,14.127885739023533,60.0,0.18333333333333332,0.03333333333333333,0.7833333333333333,11.066843828901767,4.709295246341178,2053.0795675440754,1610.7701255123923
65,2021-06-01,17.0,1.0,0.058823529411764705,0.11764705882352941,11.0,2.0,0.18181818181818182,1.2429211191564773,59.0,9.0,0.15254237288135594,11.254417453120443,87.0,0.19540229885057472,0.12643678160919541,0.6781609195402298,7.812445540745141,4.204995210366817,1449.3357419905312,1438.2790435668635
66,2021-07-01,20.0,0.0,0.0,0.0,11.0,3.0,0.2727272727272727,1.8643816787347156,84.0,4.0,0.047619047619047616,3.5132837552069103,115.0,0.17391304347826086,0.09565217391304348,0.7304347826086957,2.7445568165518464,1.7925551446472088,509.1599383837682,613.12661965176
67,2021-08-01,11.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,2.2786887184535414,66.0,4.0,0.06060606060606061,4.471452052081522,80.0,0.1375,0.0375,0.825,3.7743987699092636,2.250046923511688,700.2123743742391,769.6073777089151
68,2021-09-01,20.0,0.0,0.0,0.0,2.0,1.0,0.5,3.4180330776803123,45.0,4.0,0.08888888888888889,6.558129676386233,67.0,0.29850746268656714,0.029850746268656716,0.6716417910447762,4.506744799891659,3.325387584688849,836.0744768647631,1137.4175321303578
69,2021-10-01,43.0,2.0,0.046511627906976744,0.09302325581395349,8.0,2.0,0.25,1.7090165388401561,25.0,1.0,0.04,2.951158354373805,76.0,0.5657894736842105,0.10526315789473684,0.32894736842105265,1.2033038311850839,1.5843993830093048,223.23243623460098,541.928900086372
70,2021-11-01,105.0,4.0,0.0380952380952381,0.0761904761904762,8.0,3.0,0.375,2.563524808260234,32.0,1.0,0.03125,2.305592464354535,145.0,0.7241379310344828,0.05517241379310345,0.2206896551724138,0.7054286712098414,1.648435916268415,130.86849454208092,563.831993717058
71,2021-12-01,20.0,1.0,0.05,0.1,3.0,2.0,0.6666666666666666,4.557377436907083,27.0,2.0,0.07407407407407407,5.465108063655194,50.0,0.4,0.06,0.54,3.2646010005882298,3.374161833520759,605.636594689054,1154.100304987674
72,2022-01-01,4.0,1.0,0.25,0.5,5.0,0.0,0.0,0.0,28.0,2.0,0.07142857142857142,5.269925632810366,37.0,0.10810810810810811,0.13513513513513514,0.7567567567567568,4.042105884288926,1.9233085442701219,749.8763991961753,657.8495896302096
73,2022-02-01,20.0,1.0,0.05,0.1,8.0,1.0,0.125,0.8545082694200781,24.0,2.0,0.08333333333333333,6.148246571612093,52.0,0.38461538461538464,0.15384615384615385,0.46153846153846156,3.0075766129625165,2.3675849470107235,557.9543894683768,809.8101526381607
74,2022-03-01,26.0,0.0,0.0,0.0,2.0,1.0,0.5,3.4180330776803123,14.0,0.0,0.0,0.0,42.0,0.6190476190476191,0.047619047619047616,0.3333333333333333,0.16276347988953868,1.1393443592267707,30.195273383264535,389.7020170776916
75,2022-04-01,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,23.0,0.0,0.391304347826087,0.6086956521739131,0.0,0.0,0.0,0.0
76,2022-05-01,22.0,0.0,0.0,0.0,20.0,2.0,0.1,0.6836066155360625,17.0,0.0,0.0,0.0,59.0,0.3728813559322034,0.3389830508474576,0.288135593220339,0.23173105611391948,0.22786887184535418,42.98988074905459,77.94040341553834
77,2022-06-01,0.0,0.0,0.0,0.0,12.0,3.0,0.25,1.7090165388401561,6.0,0.0,0.0,0.0,18.0,0.0,0.6666666666666666,0.3333333333333333,1.1393443592267707,0.5696721796133853,211.36691368285173,194.8510085388458
78,2022-07-01,1.0,0.0,0.0,0.0,16.0,2.0,0.125,0.8545082694200781,12.0,1.0,0.08333333333333333,6.148246571612093,29.0,0.034482758620689655,0.5517241379310345,0.41379310344827586,3.015554867933323,2.3342516136773903,559.4344855570595,798.4087996312973
79,2022-08-01,16.0,0.0,0.0,0.0,10.0,1.0,0.1,0.6836066155360625,2.0,0.0,0.0,0.0,28.0,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.24414521983430804,0.22786887184535418,45.2929100748968,77.94040341553834
80,2022-09-01,44.0,0.0,0.0,0.0,9.0,1.0,0.1111111111111111,0.7595629061511805,7.0,1.0,0.14285714285714285,10.539851265620731,60.0,0.7333333333333333,0.15,0.11666666666666667,1.3435837502450958,3.766471390590637,249.25664331762692,1288.2860974312716
81,2022-10-01,34.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,59.0,0.576271186440678,0.11864406779661017,0.3050847457627119,0.0,0.0,0.0,0.0
82,2022-11-01,25.0,1.0,0.04,0.08,7.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,45.0,0.5555555555555556,0.15555555555555556,0.28888888888888886,0.044444444444444446,0.02666666666666667,8.2451674741661,9.12108240549076
83,2022-12-01,99.0,0.0,0.0,0.0,14.0,1.0,0.07142857142857142,0.488290439668616,22.0,0.0,0.0,0.0,135.0,0.7333333333333333,0.1037037037037037,0.16296296296296298,0.05063752707674536,0.16276347988953868,9.394085052571187,55.67171672538452
84,2023-01-01,72.0,0.0,0.0,0.0,6.0,1.0,0.16666666666666666,1.1393443592267707,11.0,0.0,0.0,0.0,89.0,0.8089887640449438,0.06741573033707865,0.12359550561797752,0.07680973208270364,0.37978145307559025,14.24945485502371,129.90067235923055
85,2023-02-01,85.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,0.976580879337232,20.0,0.0,0.0,0.0,112.0,0.7589285714285714,0.0625,0.17857142857142858,0.061036304958577,0.32552695977907736,11.323227518724199,111.34343345076904
86,2023-03-01,123.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,152.0,0.8092105263157895,0.08552631578947369,0.10526315789473684,0.0,0.0,0.0,0.0
87,2023-04-01,105.0,0.0,0.0,0.0,12.0,1.0,0.08333333333333333,0.5696721796133853,8.0,0.0,0.0,0.0,125.0,0.84,0.096,0.064,0.054688529242884996,0.18989072653779512,10.145611856776883,64.95033617961528
88,2023-05-01,121.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,16.0,1.0,0.0625,4.61118492870907,147.0,0.8231292517006803,0.06802721088435375,0.10884353741496598,0.501897679315273,1.5370616429030235,93.11018446911908,525.7374715214058
89,2023-06-01,14.0,1.0,0.07142857142857142,0.14285714285714285,4.0,0.0,0.0,0.0,15.0,1.0,0.06666666666666667,4.918597257289675,33.0,0.42424242424242425,0.12121212121212122,0.45454545454545453,2.2963320866468218,1.687151466715606,426.0069591908478,577.0742834421617
90,2023-07-01,37.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,56.0,0.6607142857142857,0.10714285714285714,0.23214285714285715,0.0,0.0,0.0,0.0
91,2023-08-01,22.0,0.0,0.0,0.0,6.0,2.0,0.3333333333333333,2.2786887184535414,8.0,1.0,0.125,9.22236985741814,36.0,0.6111111111111112,0.16666666666666666,0.2222222222222222,2.429196976946288,3.833686191957227,450.65555780985346,1311.2762877612727
92,2023-09-01,11.0,0.0,0.0,0.0,9.0,1.0,0.1111111111111111,0.7595629061511805,12.0,1.0,0.08333333333333333,6.148246571612093,32.0,0.34375,0.28125,0.375,2.5192195317095547,2.3026031592544247,467.35620622055046,787.5837436013614
93,2023-10-01,14.0,0.0,0.0,0.0,11.0,3.0,0.2727272727272727,1.8643816787347156,14.0,2.0,0.14285714285714285,10.539851265620731,39.0,0.358974358974359,0.28205128205128205,0.358974358974359,4.309387594481336,4.1347443147851495,799.4615046208291,1414.2503857796166
94,2015-01-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
95,2015-02-01,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,56.0,0.0,0.10714285714285714,0.8928571428571429,0.0,0.0,0.0,0.0
96,2015-03-01,0.0,0.0,0.0,0.0,12.0,2.0,0.16666666666666666,1.1393443592267707,97.0,0.0,0.0,0.0,109.0,0.0,0.11009174311926606,0.8899082568807339,0.12543240652037843,0.37978145307559025,23.269751965084595,129.90067235923055
97,2015-04-01,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,107.0,0.0,0.037383177570093455,0.9626168224299065,0.0,0.0,0.0,0.0
98,2015-05-01,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,109.0,1.0,0.009174311926605505,0.6768711821958269,115.0,0.0,0.05217391304347826,0.9478260869565217,0.6415561639943055,0.22562372739860895,119.01910536487397,77.1724728838761
99,2015-06-01,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,85.0,1.0,0.011764705882352941,0.8679877512864131,92.0,0.0,0.07608695652173914,0.9239130434782609,0.8019452049928817,0.28932925042880436,148.77388170609242,98.96234758049991
100,2015-07-01,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,101.0,0.0,0.10891089108910891,0.8910891089108911,0.0,0.0,0.0,0.0
101,2015-08-01,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,99.0,0.0,0.08080808080808081,0.9191919191919192,0.0,0.0,0.0,0.0
102,2015-09-01,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,86.0,0.0,0.09302325581395349,0.9069767441860465,0.0,0.0,0.0,0.0
103,2015-10-01,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,108.0,0.0,0.05555555555555555,0.9444444444444444,0.0,0.0,0.0,0.0
104,2015-11-01,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,96.0,0.0,0.041666666666666664,0.9583333333333334,0.0,0.0,0.0,0.0
105,2015-12-01,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,86.0,1.0,0.011627906976744186,0.8578948704575013,89.0,0.0,0.033707865168539325,0.9662921348314607,0.8289770658353384,0.2859649568191671,153.7887316512416,97.81162260863364
106,2023-11-01,0.0,0.0,0.0,0.0,3.0,2.0,0.6666666666666666,4.557377436907083,14.0,1.0,0.07142857142857142,5.269925632810366,17.0,0.0,0.17647058823529413,0.8235294117647058,5.144181833533316,3.275767689905816,954.3294165385132,1120.4455140328146
107,2023-12-01,0.0,0.0,0.0,0.0,8.0,1.0,0.125,0.8545082694200781,9.0,0.0,0.0,0.0,17.0,0.0,0.47058823529411764,0.5294117647058824,0.402121538550625,0.28483608980669267,74.60008718218297,97.4255042694229
