,date,news_count_sibc,epu_count_sibc,ratio_sibc,z_score_sibc,news_count_solomon_islands_abc,epu_count_solomon_islands_abc,ratio_solomon_islands_abc,z_score_solomon_islands_abc,news_count_solomon_islands_rnz,epu_count_solomon_islands_rnz,ratio_solomon_islands_rnz,z_score_solomon_islands_rnz,news_count_solomon_stars,epu_count_solomon_stars,ratio_solomon_stars,z_score_solomon_stars,news_count_solomon_times,epu_count_solomon_times,ratio_solomon_times,z_score_solomon_times,news_count_island_sun,epu_count_island_sun,ratio_island_sun,z_score_island_sun,news_count_total,weight_sibc,weight_abc,weight_rnz,weight_stars,weight_times,weight_sun,z_score_weighted,z_score_unweighted,epu_score_weighted,epu_score_unweighted
64,2020-05-01,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,165.0,4.0,0.024242424242424242,1.4935723888811887,100.0,8.0,0.08,1.1260579547271712,2.0,0.0,0.0,0.0,316.0,0.07278481012658228,0.0031645569620253164,0.07911392405063292,0.5221518987341772,0.31645569620253167,0.006329113924050633,1.1362191127788395,0.43660505726806,165.46537528659468,87.67993174502868
65,2020-06-01,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,1.0,0.06666666666666667,5.151775736571138,114.0,5.0,0.043859649122807015,2.702186887778466,97.0,9.0,0.09278350515463918,1.3059950505856368,0.0,0.0,0.0,0.0,237.0,0.0379746835443038,0.008438818565400843,0.06329113924050633,0.4810126582278481,0.4092827004219409,0.0,2.160369034439321,1.5266596124892067,314.6103326556344,306.5869448661972
66,2020-07-01,12.0,2.0,0.16666666666666666,7.581050146564463,1.0,0.0,0.0,0.0,14.0,1.0,0.07142857142857142,5.51975971775479,156.0,2.0,0.01282051282051282,0.7898700133506286,80.0,5.0,0.0625,0.8797327771306025,0.0,0.0,0.0,0.0,263.0,0.045627376425855515,0.0038022813688212928,0.053231939163498096,0.5931558935361216,0.3041825095057034,0.0,1.375846319621623,2.4617354424667472,200.3618184665972,494.3708094459413
67,2020-08-01,23.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,2.5757271471094,18.0,1.0,0.05555555555555555,4.293146447142615,112.0,3.0,0.026785714285714284,1.6502641350361347,97.0,8.0,0.08247422680412371,1.1608844894094548,2.0,0.0,0.0,0.0,255.0,0.09019607843137255,0.011764705882352941,0.07058823529411765,0.4392156862745098,0.3803921568627451,0.00784313725490196,1.4997615532810173,1.6133370364496005,218.4073524754664,323.99368464204036
68,2020-09-01,31.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,139.0,4.0,0.02877697841726619,1.77294564147767,97.0,3.0,0.030927835051546393,0.43533168352854557,13.0,0.0,0.0,0.0,305.0,0.10163934426229508,0.006557377049180328,0.07540983606557378,0.4557377049180328,0.3180327868852459,0.04262295081967213,0.9464479261234919,0.3680462208343693,137.82936717393986,73.91180423721123
69,2020-10-01,15.0,1.0,0.06666666666666667,3.0324200586257852,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,168.0,6.0,0.03571428571428571,2.2003521800481796,100.0,4.0,0.04,0.5630289773635856,26.0,0.0,0.0,0.0,328.0,0.04573170731707317,0.009146341463414634,0.04878048780487805,0.5121951219512195,0.3048780487804878,0.07926829268292683,1.4373425758043887,0.9659668693395917,209.31739841905528,193.98746707520192
70,2020-11-01,14.0,1.0,0.07142857142857142,3.24902149138477,5.0,2.0,0.4,3.09087257653128,13.0,0.0,0.0,0.0,145.0,3.0,0.020689655172413793,1.274686780165842,86.0,4.0,0.046511627906976744,0.6546848573995181,5.0,0.0,0.0,0.0,268.0,0.05223880597014925,0.018656716417910446,0.048507462686567165,0.5410447761194029,0.3208955223880597,0.018656716417910446,1.1271385993374954,1.3782109509135685,164.14299780898625,276.7751772333695
71,2020-12-01,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,152.0,3.0,0.019736842105263157,1.2159840995003097,76.0,3.0,0.039473684210526314,0.5556207013456437,8.0,0.0,0.0,0.0,255.0,0.047058823529411764,0.00392156862745098,0.023529411764705882,0.596078431372549,0.2980392156862745,0.03137254901960784,0.8904186526522195,0.2952674668076589,129.66993326045323,59.29622413953879
72,2021-01-01,16.0,1.0,0.0625,2.842893804961674,2.0,1.0,0.5,3.8635907206641003,2.0,0.0,0.0,0.0,125.0,1.0,0.008,0.49287888833079224,52.0,2.0,0.038461538461538464,0.5413740166957555,6.0,0.0,0.0,0.0,203.0,0.07881773399014778,0.009852216748768473,0.009852216748768473,0.6157635467980296,0.2561576354679803,0.029556650246305417,0.7043093213312479,1.2901229051087202,102.56719400442401,259.0851534575339
73,2021-02-01,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,145.0,3.0,0.020689655172413793,1.274686780165842,70.0,3.0,0.04285714285714286,0.6032453328895561,6.0,1.0,0.16666666666666666,4.796722612897347,252.0,0.11507936507936507,0.0,0.007936507936507936,0.5753968253968254,0.2777777777777778,0.023809523809523808,1.0152265559670637,1.1124424543254576,147.8454650117339,223.4029973813219
74,2021-03-01,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,154.0,3.0,0.01948051948051948,1.200192098208098,73.0,2.0,0.0273972602739726,0.38563628586546955,233.0,6.0,0.02575107296137339,0.7411245238811351,487.0,0.04722792607802875,0.002053388090349076,0.006160164271047228,0.3162217659137577,0.14989733059548255,0.4784394250513347,0.7919159056602276,0.38782548465911715,115.32517016460227,77.88391695842519
75,2021-04-01,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,0.3333333333333333,25.75887868285569,95.0,1.0,0.010526315789473684,0.6485248530668319,63.0,4.0,0.06349206349206349,0.8936967894660088,306.0,14.0,0.0457516339869281,1.316747383932605,492.0,0.04065040650406504,0.0040650406504065045,0.012195121951219513,0.19308943089430894,0.12804878048780488,0.6219512195121951,1.3727453869069488,4.769641284886856,199.91023567802998,957.8492400521815
76,2021-05-01,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,153.0,2.0,0.013071895424836602,0.8053576606712292,68.0,3.0,0.04411764705882353,0.6209878426804254,263.0,10.0,0.03802281368821293,1.0943093413454024,495.0,0.00202020202020202,0.006060606060606061,0.014141414141414142,0.3090909090909091,0.13737373737373737,0.5313131313131313,0.9156570750682986,0.4201091407828428,133.34535553574372,84.36718763586568
77,2021-06-01,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,134.0,3.0,0.022388059701492536,1.3793252471943813,59.0,3.0,0.05084745762711865,0.7157148017333715,290.0,8.0,0.027586206896551724,0.7939402945485264,501.0,0.023952095808383235,0.003992015968063872,0.007984031936127744,0.26746506986027946,0.11776447105788423,0.5788423153692615,0.9127733370167439,0.48149672391271325,132.92540238272753,96.69516920460569
78,2021-07-01,32.0,1.0,0.03125,1.421446902480837,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,81.0,4.0,0.04938271604938271,3.0424622736468656,55.0,2.0,0.03636363636363636,0.5118445248759869,257.0,7.0,0.027237354085603113,0.7839001935474263,430.0,0.07441860465116279,0.0,0.011627906976744186,0.1883720930232558,0.12790697674418605,0.5976744186046512,1.2128826596619784,0.9599423157585193,176.62973822782004,192.77760374909212
79,2021-08-01,73.0,1.0,0.0136986301369863,0.6231000120463942,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,82.0,3.0,0.036585365853658534,2.254019306390818,74.0,5.0,0.06756756756756757,0.9510624617628136,207.0,6.0,0.028985507246376812,0.8342126283299734,446.0,0.16367713004484305,0.002242152466367713,0.020179372197309416,0.18385650224215247,0.16591928251121077,0.4641255605381166,1.0613823323726157,0.7770657347549998,154.56704078765145,156.05195004163147
80,2021-09-01,56.0,1.0,0.017857142857142856,0.8122553728461925,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,70.0,2.0,0.02857142857142857,1.7602817440385436,79.0,3.0,0.0379746835443038,0.5345211810413788,167.0,4.0,0.023952095808383235,0.6893493575421338,383.0,0.1462140992167102,0.0026109660574412533,0.02610966057441253,0.18276762402088773,0.206266318537859,0.4360313315926893,0.8513173341354833,0.6327346092447081,123.97568444012752,127.0670745282545
81,2021-10-01,42.0,1.0,0.023809523809523808,1.0830071637949232,5.0,2.0,0.4,3.09087257653128,3.0,0.0,0.0,0.0,67.0,3.0,0.04477611940298507,2.7586504943887626,68.0,2.0,0.029411764705882353,0.41399189512028356,174.0,10.0,0.05747126436781609,1.65404228030943,359.0,0.116991643454039,0.013927576601671309,0.008356545961002786,0.18662952646239556,0.1894150417827298,0.48467966573816157,1.5646937396326195,1.5000940683574466,227.86330024294446,301.25199728034687
82,2021-11-01,72.0,0.0,0.0,0.0,17.0,4.0,0.23529411764705882,1.818160339136047,10.0,0.0,0.0,0.0,150.0,5.0,0.03333333333333333,2.0536620347116346,100.0,3.0,0.03,0.42227173302268917,130.0,4.0,0.03076923076923077,0.8855487900733564,479.0,0.15031315240083507,0.03549060542797495,0.020876826722338204,0.31315240083507306,0.20876826722338204,0.27139874739039666,1.0361305782544117,0.8632738161572878,150.88967704255953,173.3644354730169
83,2021-12-01,35.0,1.0,0.02857142857142857,1.299608596553908,2.0,0.0,0.0,0.0,13.0,2.0,0.15384615384615385,11.888713238241088,212.0,7.0,0.0330188679245283,2.0342878645728453,100.0,2.0,0.02,0.2815144886817928,101.0,1.0,0.009900990099009901,0.2849538185879612,463.0,0.0755939524838013,0.004319654427645789,0.028077753779697623,0.45788336933045354,0.2159827213822894,0.21814254859611232,1.4864803127678778,2.6315130011062657,216.47323130019103,528.4658903561266
84,2022-01-01,40.0,2.0,0.05,2.2743150439693394,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,244.0,2.0,0.00819672131147541,0.5049988609946642,100.0,3.0,0.03,0.42227173302268917,163.0,3.0,0.018404907975460124,0.5296994296451059,557.0,0.0718132854578097,0.0,0.017953321364452424,0.4380610412926391,0.17953321364452424,0.2926391382405745,0.615368948251154,0.6218808446052998,89.61498078752487,124.88739903682828
85,2022-02-01,35.0,2.0,0.05714285714285714,2.599217193107816,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,119.0,2.0,0.01680672268907563,1.0354598494344374,100.0,2.0,0.02,0.2815144886817928,141.0,5.0,0.03546099290780142,1.0205792793398611,405.0,0.08641975308641975,0.014814814814814815,0.009876543209876543,0.2938271604938272,0.24691358024691357,0.34814814814814815,0.9536924718433859,0.8227951350939845,138.88437624995464,165.2354229165266
86,2022-03-01,64.0,4.0,0.0625,2.842893804961674,13.0,2.0,0.15384615384615385,1.1887971448197232,7.0,0.0,0.0,0.0,240.0,4.0,0.016666666666666666,1.0268310173558173,100.0,3.0,0.03,0.42227173302268917,134.0,1.0,0.007462686567164179,0.21477862445809015,558.0,0.11469534050179211,0.023297491039426525,0.012544802867383513,0.43010752688172044,0.17921146953405018,0.24014336917562723,0.9226640135219581,0.9492620541029989,134.36576232859312,190.63277148618928
87,2022-04-01,62.0,1.0,0.016129032258064516,0.7336500141836577,33.0,1.0,0.030303030303030304,0.23415701337358183,17.0,0.0,0.0,0.0,164.0,7.0,0.042682926829268296,2.6296891907892883,53.0,3.0,0.05660377358490566,0.7967391189107343,112.0,4.0,0.03571428571428571,1.0278691313351458,441.0,0.14058956916099774,0.07482993197278912,0.03854875283446712,0.37188208616780044,0.12018140589569161,0.25396825396825395,1.4553991510702118,0.9036840780987347,211.94694228884902,181.4797079597701
88,2022-05-01,56.0,5.0,0.08928571428571429,4.061276864230963,20.0,1.0,0.05,0.38635907206641,11.0,0.0,0.0,0.0,148.0,3.0,0.02027027027027027,1.24884853462194,68.0,2.0,0.029411764705882353,0.41399189512028356,106.0,3.0,0.02830188679245283,0.8145378021901155,409.0,0.13691931540342298,0.0488997555012225,0.02689486552567237,0.36185819070904646,0.16625916870415647,0.2591687041564792,1.3067988382949651,1.1541690280382855,190.3065683112221,231.7826143238907
89,2022-06-01,40.0,4.0,0.1,4.548630087938679,8.0,2.0,0.25,1.9317953603320501,1.0,0.0,0.0,0.0,104.0,1.0,0.009615384615384616,0.5924025100129715,72.0,2.0,0.027777777777777776,0.3909923453913789,134.0,3.0,0.022388059701492536,0.6443358733742705,359.0,0.11142061281337047,0.022284122562674095,0.002785515320334262,0.28969359331476324,0.20055710306406685,0.3732590529247911,1.0403952182225185,1.3513593628415583,151.51072825077165,271.38278571108356
90,2022-07-01,32.0,2.0,0.0625,2.842893804961674,15.0,1.0,0.06666666666666667,0.51514542942188,8.0,0.0,0.0,0.0,64.0,1.0,0.015625,0.9626540787710787,84.0,1.0,0.011904761904761904,0.16756814802487666,119.0,7.0,0.058823529411764705,1.6929609221990636,322.0,0.09937888198757763,0.046583850931677016,0.024844720496894408,0.19875776397515527,0.2608695652173913,0.3695652173913043,1.167228939183941,1.0302037305630956,169.98127587828895,206.88764657113862
91,2022-08-01,73.0,1.0,0.0136986301369863,0.6231000120463942,13.0,3.0,0.23076923076923078,1.7831957172295847,6.0,0.0,0.0,0.0,125.0,3.0,0.024,1.4786366649923768,100.0,4.0,0.04,0.5630289773635856,83.0,4.0,0.04819277108433735,1.3870041290305584,400.0,0.1825,0.0325,0.015,0.3125,0.25,0.2075,1.0623041719332833,0.9724942501104167,154.70128648651746,195.29830919883852
92,2022-09-01,63.0,3.0,0.047619047619047616,2.1660143275898465,9.0,1.0,0.1111111111111111,0.8585757157031333,6.0,0.0,0.0,0.0,97.0,2.0,0.020618556701030927,1.2703064132236914,70.0,1.0,0.014285714285714285,0.201081777629852,102.0,3.0,0.029411764705882353,0.8464804610995318,347.0,0.18155619596541786,0.025936599423631124,0.01729106628242075,0.27953890489913547,0.2017291066282421,0.29394812680115273,1.060007313050226,0.8904097825410092,154.36679940318024,178.81393643676614
93,2022-10-01,62.0,0.0,0.0,0.0,8.0,1.0,0.125,0.9658976801660251,5.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,48.0,4.0,0.08333333333333333,1.1729770361741367,50.0,4.0,0.08,2.3024268541907267,259.0,0.23938223938223938,0.03088803088803089,0.019305019305019305,0.33204633204633205,0.18532818532818532,0.19305019305019305,0.6917043316109,0.7402169284218147,100.73155391431841,148.65189644537688
94,2022-11-01,32.0,2.0,0.0625,2.842893804961674,7.0,2.0,0.2857142857142857,2.2077661260937713,6.0,0.0,0.0,0.0,95.0,2.0,0.021052631578947368,1.2970497061336639,57.0,1.0,0.017543859649122806,0.24694253393139717,37.0,0.0,0.0,0.0,234.0,0.13675213675213677,0.029914529914529916,0.02564102564102564,0.405982905982906,0.24358974358974358,0.1581196581196581,1.0415487656334088,1.0991086951867513,151.6787171123452,220.72528425884508
95,2022-12-01,35.0,2.0,0.05714285714285714,2.599217193107816,1.0,1.0,1.0,7.7271814413282005,1.0,0.0,0.0,0.0,106.0,3.0,0.02830188679245283,1.7436753124910105,26.0,2.0,0.07692307692307693,1.082748033391511,109.0,6.0,0.05504587155963303,1.5842386611404082,278.0,0.12589928057553956,0.0035971223021582736,0.0035971223021582736,0.381294964028777,0.09352517985611511,0.3920863309352518,1.7423123354555128,2.456176773576491,253.729550233965,493.2545060482194
96,2023-01-01,38.0,1.0,0.02631578947368421,1.1970079178785995,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,152.0,2.0,0.013157894736842105,0.8106560663335398,52.0,0.0,0.0,0.0,46.0,3.0,0.06521739130434782,1.8769784137424401,293.0,0.1296928327645051,0.0034129692832764505,0.013651877133105802,0.5187713310580204,0.17747440273037543,0.15699658703071673,0.8704676791612187,0.6474403996590966,126.76451186866935,130.0203218127875
97,2023-02-01,52.0,1.0,0.019230769230769232,0.8747365553728228,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,130.0,4.0,0.03076923076923077,1.8956880320415088,48.0,4.0,0.08333333333333333,1.1729770361741367,64.0,2.0,0.03125,0.8993854899182526,303.0,0.1716171617161716,0.0231023102310231,0.006600660066006601,0.429042904290429,0.15841584158415842,0.21122112211221122,1.3392386605145532,0.8071311855844535,195.03071640680105,162.0897561383014
98,2023-03-01,77.0,4.0,0.05194805194805195,2.3629247210071056,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,5.0,0.03355704697986577,2.0674450013875516,57.0,3.0,0.05263157894736842,0.7408276017941916,98.0,5.0,0.05102040816326531,1.4683844733359226,387.0,0.19896640826873385,0.015503875968992248,0.0,0.3850129198966408,0.14728682170542637,0.2532299741602067,1.7470887865981437,1.1065969662541286,254.4251355061759,222.22909436169695
99,2023-04-01,62.0,1.0,0.016129032258064516,0.7336500141836577,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,90.0,5.0,0.05555555555555555,3.422770057852724,34.0,1.0,0.029411764705882353,0.41399189512028356,60.0,3.0,0.05,1.4390167838692043,251.0,0.24701195219123506,0.01195219123505976,0.00796812749003984,0.35856573705179284,0.13545816733067728,0.23904382470119523,1.8085750500094575,1.0015714585043114,263.3792602308,201.13765440309567
100,2023-05-01,57.0,4.0,0.07017543859649122,3.192021114342932,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,96.0,4.0,0.041666666666666664,2.567077543389543,81.0,4.0,0.04938271604938271,0.6950975029180069,20.0,1.0,0.05,1.4390167838692043,257.0,0.22178988326848248,0.0038910505836575876,0.007782101167315175,0.3735408560311284,0.3151750972762646,0.07782101167315175,1.9979294984306843,1.315535490753281,290.95457956650193,264.18856153237846
101,2023-06-01,65.0,3.0,0.046153846153846156,2.0993677328947746,4.0,1.0,0.25,1.9317953603320501,0.0,0.0,0.0,0.0,128.0,5.0,0.0390625,2.4066351969276965,92.0,4.0,0.043478260869565216,0.6119880188734627,7.0,0.0,0.0,0.0,296.0,0.2195945945945946,0.013513513513513514,0.0,0.43243243243243246,0.3108108108108108,0.02364864864864865,1.7180347534547036,1.1749643848379974,250.19405327599674,235.9587809405151
102,2023-07-01,51.0,2.0,0.0392156862745098,1.7837765050739913,10.0,1.0,0.1,0.77271814413282,6.0,1.0,0.16666666666666666,12.879439341427846,87.0,4.0,0.04597701149425287,2.8326372892574265,31.0,1.0,0.03225806451612903,0.4540556269061174,24.0,1.0,0.041666666666666664,1.1991806532243368,209.0,0.24401913875598086,0.04784688995215311,0.028708133971291867,0.41626794258373206,0.14832535885167464,0.11483253588516747,2.2261814522753047,3.320301260003756,324.194466818909,666.7897748864654
103,2023-08-01,39.0,0.0,0.0,0.0,5.0,2.0,0.4,3.09087257653128,4.0,0.0,0.0,0.0,20.0,1.0,0.05,3.080493052067452,21.0,1.0,0.047619047619047616,0.6702725920995066,13.0,0.0,0.0,0.0,102.0,0.38235294117647056,0.049019607843137254,0.0392156862745098,0.19607843137254902,0.20588235294117646,0.12745098039215685,0.8935289054715203,1.1402730367830398,130.1228733176955,228.99199258347096
104,2023-09-01,0.0,0.0,0.0,0.0,9.0,1.0,0.1111111111111111,0.8585757157031333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.6428571428571429,0.35714285714285715,0.0,0.0,0.0,0.5519415315234428,0.14309595261718888,80.37816968808619,28.73682553512381
105,2023-10-01,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.54543628826564,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.8585757157031334,0.25757271471094,125.03270840368965,51.72628596322286
106,2023-11-01,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.54543628826564,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.625,0.375,0.0,0.0,0.0,0.9658976801660251,0.25757271471094,140.66179695415084,51.72628596322286
107,2023-12-01,0.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,1.1038830630468857,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.0,0.0,0.7024710401207455,0.18398051050781428,102.29948869392788,36.94734711658776
