,title,date,url,news
39,News in Samoan for 8 November 2023,2023-11-08,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018914388/news-in-samoan-for-8-november-2023,False
40,Samoa's Faith Vui wins NZ's Amateur Golf Championships finals,2023-11-07,https://www.rnz.co.nz/news/sport/501836/love-of-golf-drives-history-making-samoan-faith-vui,True
41,News in Samoan for 7 November 2023,2023-11-07,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018914242/news-in-samoan-for-7-november-2023,False
42,News in Samoan for 6 November 2023,2023-11-06,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018914092/news-in-samoan-for-6-november-2023,False
43,Kiwi Samoan school student excels in Chinese language competition,2023-11-04,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018913953/kiwi-samoan-school-student-excels-in-chinese-language-competition,False
44,News in Samoan for 3 November 2023,2023-11-03,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018913781/news-in-samoan-for-3-november-2023,False
45,News in Samoan for 2 November 2023,2023-11-02,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018913577/news-in-samoan-for-2-november-2023,False
46,News in Samoan for 31 October 2023,2023-10-31,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018913235/news-in-samoan-for-31-october-2023,False
47,News in Samoan for 1 November 2023,2023-10-31,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018913406/news-in-samoan-for-1-november-2023,False
48,Samoa Parliament agrees to clarify wording on women's seats quota,2023-10-30,https://www.rnz.co.nz/international/pacific-news/501172/samoa-parliament-agrees-to-clarify-wording-on-women-s-seats-quota,True
49,News in Samoan for 30 October 2023,2023-10-30,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018913085/news-in-samoan-for-30-october-2023,False
50,Samoa MP disappointed with move to eliminate quota for women in Parliament,2023-10-27,https://www.rnz.co.nz/international/pacific-news/501125/samoa-mp-disappointed-with-move-to-eliminate-quota-for-women-in-parliament,True
51,News in Samoan for 27 October 2023,2023-10-27,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018912773/news-in-samoan-for-27-october-2023,False
52,'Agriculture quite a good industry' to commercialise Samoa's customary land – academic,2023-10-26,https://www.rnz.co.nz/international/pacific-news/501018/agriculture-quite-a-good-industry-to-commercialise-samoa-s-customary-land-academic,True
53,News in Samoan for 26 October 2023,2023-10-26,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018912606/news-in-samoan-for-26-october-2023,False
54,News in Samoan for 25 October 2023,2023-10-25,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018912439/news-in-samoan-for-25-october-2023,False
55,News in Samoan for 24 October 2023,2023-10-24,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018912289/news-in-samoan-for-24-october-2023,False
56,News in Samoan for 20 October 2023,2023-10-20,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018911971/news-in-samoan-for-20-october-2023,False
57,News in Samoan for 20 October 2023,2023-10-20,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018911982/news-in-samoan-for-20-october-2023,False
58,News in Samoan for 19 October 2023,2023-10-19,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018911717/news-in-samoan-for-19-october-2023,False
59,Samoa govt launches scheme to help people deal with extreme weather impacts,2023-10-18,https://www.rnz.co.nz/international/pacific-news/500447/samoa-govt-launches-scheme-to-help-people-deal-with-extreme-weather-impacts,True
60,News in Samoan for 18 October 2023,2023-10-18,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018911545/news-in-samoan-for-18-october-2023,False
61,News in Samoan for 17 October 2023,2023-10-17,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018911379/news-in-samoan-for-17-october-2023,False
62,News in Samoan for 16 October 2023,2023-10-16,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018911222/news-in-samoan-for-16-october-2023,False
63,News in Samoan for 13 October 2023,2023-10-13,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018910884/news-in-samoan-for-13-october-2023,False
64,News in Samoan for 11 October 2023,2023-10-12,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018910705/news-in-samoan-for-11-october-2023,False
65,News in Samoan for 11 October 2023,2023-10-11,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018910546/news-in-samoan-for-11-october-2023,False
66,News in Samoan for 10 October 2023,2023-10-10,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018910351/news-in-samoan-for-10-october-2023,False
67,News in Samoan for 9 October 2023,2023-10-09,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018910203/news-in-samoan-for-9-october-2023,False
68,News in Samoan for 6 October 2023,2023-10-06,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018909895/news-in-samoan-for-6-october-2023,False
69,News in Samoan for 5 October 2023,2023-10-05,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018909728/news-in-samoan-for-5-october-2023,False
70,News in Samoan for 4 October 2023,2023-10-04,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018909565/news-in-samoan-for-4-october-2023,False
71,NZ books knockout spot in Futsal Nations Cup,2023-10-03,https://www.rnz.co.nz/international/pacific-news/499286/nz-books-knockout-spot-in-futsal-nations-cup,True
72,News in Samoan for 3 October 2023,2023-10-03,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018909405/news-in-samoan-for-3-october-2023,False
73,“So much discrimination against people with disabilities” - Miracle Afele,2023-10-02,https://www.rnz.co.nz/international/pacific-news/499200/so-much-discrimination-against-people-with-disabilities-miracle-afele,True
74,News in Samoan for 2 October 2023,2023-10-02,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018909262/news-in-samoan-for-2-october-2023,False
75,News in Samoan for 29 September 2023,2023-09-29,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908932/news-in-samoan-for-29-september-2023,False
76,Fiji and Samoa still in the running for Rugby World Cup,2023-09-29,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018908925/fiji-and-samoa-still-in-the-running-for-rugby-world-cup,False
77,Samoa govt approves new labour mobility policy,2023-09-28,https://www.rnz.co.nz/international/pacific-news/498966/samoa-govt-approves-new-labour-mobility-policy,True
78,News in Samoan for 28 September 2023,2023-09-28,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908770/news-in-samoan-for-28-september-2023,False
79,Rugby: Samoa make four changes for Japan clash as Tonga to miss Fifita,2023-09-27,https://www.rnz.co.nz/international/pacific-news/498874/rugby-samoa-make-four-changes-for-japan-clash-as-tonga-to-miss-fifita,True
80,US navy delivers entertainment and aid to Samoans,2023-09-27,https://www.rnz.co.nz/international/pacific-news/498857/us-navy-delivers-entertainment-and-aid-to-samoans,True
81,News in Samoan for 27 September 2023,2023-09-27,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908606/news-in-samoan-for-27-september-2023,False
82,Pacific climate warrior says ‘call fossil fuel industry out’,2023-09-26,https://www.rnz.co.nz/international/pacific-news/498747/pacific-climate-warrior-says-call-fossil-fuel-industry-out,True
83,News in Samoan for 26 September 2023,2023-09-26,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908442/news-in-samoan-for-26-september-2023,False
84,News in Samoan for 25 September 2023,2023-09-25,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908299/news-in-samoan-for-25-september-2023,False
85,News in Samoan for 22 September 2023,2023-09-22,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018907990/news-in-samoan-for-22-september-2023,False
86,News in Samoan for 21 September 2023,2023-09-21,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018907818/news-in-samoan-for-21-september-2023,False
87,Samoa PM calls on world leaders to 'leave nationalism behind' at UN meeting,2023-09-20,https://www.rnz.co.nz/international/pacific-news/498365/samoa-pm-calls-on-world-leaders-to-leave-nationalism-behind-to-achieve-un-sdgs,True
88,News in Samoan for 20 September 2023,2023-09-20,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018907636/news-in-samoan-for-20-september-2023,False
89,News in Samoan for 19 September 2023,2023-09-19,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018907433/news-in-samoan-for-19-september-2023,False
90,US humanitarian mission gets underway in Samoa,2023-09-19,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018907426/us-humanitarian-mission-gets-undewrway-in-samoa,False
91,News in Samoan for 18 September 2023,2023-09-18,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018907276/news-in-samoan-for-18-september-2023,False
92,News in Samoan for 15 September 2023,2023-09-15,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906951/news-in-samoan-for-15-september-2023,False
93,Cigarette end suspected to have sparked large fire in Apia,2023-09-14,https://www.rnz.co.nz/international/pacific-news/497962/cigarette-end-suspected-to-have-sparked-large-fire-in-apia,True
94,News in Samoan for 14 September 2023,2023-09-14,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906787/news-in-samoan-for-14-september-2023,False
95,News in Samoan for 13 September 2023,2023-09-13,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906626/news-in-samoan-for-13-september-2023,False
96,News in Samoan for 12 September 2023,2023-09-12,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906468/news-in-samoan-for-12-september-2023,False
97,News in Samoan for 11 September 2023,2023-09-11,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906292/news-in-samoan-for-11-september-2023,False
98,News in Samoan for 8 September 2023,2023-09-08,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905981/news-in-samoan-for-8-september-2023,False
99,News in Samoan for 7 September 2023,2023-09-07,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905819/news-in-samoan-for-7-september-2023,False
100,Climate activist praises UN for new guidelines,2023-09-07,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018905821/climate-activist-praises-un-for-new-guidelines,False
101,News in Samoan for 6 September 2023,2023-09-06,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905652/news-in-samoan-for-6-september-2023,False
102,News in Samoan for 5 September 2023,2023-09-05,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905494/news-in-samoan-for-5-september-2023,False
103,New Zealand’s other Rugby World Cup teams,2023-09-05,https://www.rnz.co.nz/programmes/the-detail/story/2018905460/our-pasifika-rugby-world-cup-teams,True
104,News in Samoan for 4 September 2023,2023-09-04,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905335/news-in-samoan-for-4-september-2023,False
105,Australia hand over final suspect involved in conspiracy to kill ex-Samoan PM,2023-09-02,https://www.rnz.co.nz/international/pacific-news/497077/australia-hand-over-final-suspect-involved-in-conspiracy-to-kill-ex-samoan-pm,True
106,News in Samoan for 1 September 2023,2023-09-01,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905030/news-in-samoan-for-1-september-2023,False
107,News in Samoan for 31 August 2023,2023-08-31,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018904846/news-in-samoan-for-31-august-2023,False
108,News in Samoan for 30 August 2023,2023-08-30,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018904663/news-in-samoan-for-30-august-2023,False
109,News in Samoan for 29 August 2023,2023-08-29,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018904518/news-in-samoan-for-29-august-2023,False
110,News in Samoan for 28 August 2023,2023-08-28,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018904362/news-in-samoan-for-28-august-2023,False
111,News in Samoan for 25 August 2023,2023-08-25,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018904030/news-in-samoan-for-25-august-2023,False
112,News in Samoan for 24 August 2023,2023-08-24,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903877/news-in-samoan-for-24-august-2023,False
113,News in Samoan for 22 August 2023,2023-08-22,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903559/news-in-samoan-for-22-august-2023,False
114,News in Samoan for 21 August 2023,2023-08-21,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903407/news-in-samoan-for-21-august-2023,False
115,News in Samoan for 18 August 2023,2023-08-18,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903101/news-in-samoan-for-18-august-2023,False
116,News in Samoan for 16 August 2023,2023-08-16,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902774/news-in-samoan-for-16-august-2023,False
117,Two jailed for plot to kill ex-Samoan leader Tuilaepa,2023-08-14,https://www.rnz.co.nz/international/pacific-news/495768/two-jailed-for-plot-to-kill-ex-samoan-leader-tuilaepa,True
118,News in Samoan for 14 August 2023,2023-08-14,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902457/news-in-samoan-for-14-august-2023,False
119,News in Samoan for 11 August 2023,2023-08-11,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902142/news-in-samoan-for-11-august-2023,False
120,News in Samoan for 10 August 2023,2023-08-10,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901941/news-in-samoan-for-10-august-2023,False
121,News in Samoan for 9 August 2023,2023-08-09,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901773/news-in-samoan-for-9-august-2023,False
122,News in Samoan for 8 August 2023,2023-08-08,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901616/news-in-samoan-for-8-august-2023,False
123,News in Samoan for 7 Aug 2023,2023-08-07,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901473/news-in-samoan-for-7-aug-2023,False
124,Another tough clash expected for Samoa and Tonga's rugby match,2023-08-05,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018901322/another-tough-clash-expected-for-samoa-and-tonga-s-rugby-match,False
125,News in Samoan for 4 August 2023,2023-08-04,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901171/news-in-samoan-for-4-august-2023,False
126,News in Samoan for 3 August 2023,2023-08-03,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901013/news-in-samoan-for-3-august-2023,False
127,NZ and Samoa's review of seasonal workers scheme continues,2023-08-03,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018901005/nz-and-samoa-s-review-of-seasonal-workers-scheme-continues,False
128,'Fully-fledged' embassy in Samoa will offer Paris greater clout – diplomat,2023-08-02,https://www.rnz.co.nz/international/pacific-news/494988/fully-fledged-embassy-in-samoa-will-offer-paris-greater-clout-diplomat,True
129,French embassy in Samoa to play central role on regional issues,2023-08-02,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018900809/french-embassy-in-samoa-to-play-central-role-on-regional-issues,False
130,News in Samoan for 1 August 2023,2023-08-01,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900685/news-in-samoan-for-1-august-2023,False
131,News in Samoan for 31 July 2023,2023-07-31,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900564/news-in-samoan-for-31-july-2023,False
132,News in Samoan for 28 July 2023,2023-07-28,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900233/news-in-samoan-for-28-july-2023,False
133,News in Samoan for 27 July 2023,2023-07-27,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900067/news-in-samoan-for-27-july-2023,False
134,'Rebuilding our Melanesia for our future' - culture and West Papua,2023-07-26,https://www.rnz.co.nz/international/pacific-news/494430/rebuilding-our-melanesia-for-our-future-culture-and-west-papua,True
135,News in Samoan for 26 July 2023,2023-07-26,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018899911/news-in-samoan-for-26-july-2023,False
136,US giving more money for disaster risk reduction in Samoa,2023-07-25,https://www.rnz.co.nz/international/pacific-news/494442/us-giving-more-money-for-disaster-risk-reduction-in-samoa,True
137,News in Samoan for 25 July 2023,2023-07-25,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018899753/news-in-samoan-for-25-july-2023,False
138,'What could we have done?': Pacific community in Auckland grieves shooting victims,2023-07-24,https://www.rnz.co.nz/international/pacific-news/494353/what-could-we-have-done-pacific-community-in-auckland-grieves-shooting-victims,True
139,News in Samoan for 21 July 2023,2023-07-21,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018899300/news-in-samoan-for-21-july-2023,False
140,News in Samoan for 20 July 2023,2023-07-20,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018899096/news-in-samoan-for-20-july-2023,False
141,Samoa prisons could use drones to monitor inmates,2023-07-19,https://www.rnz.co.nz/international/pacific-news/494050/samoa-prisons-could-use-drones-to-monitor-inmates,True
142,News in Samoan for 19 July 2023,2023-07-19,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898910/news-in-samoan-for-19-july-2023,False
143,News in Samoan for 18 July 2023,2023-07-18,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898744/news-in-samoan-for-18-july-2023,False
144,News in Samoan for 17 July 2023,2023-07-17,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898589/news-in-samoan-for-17-july-2023,False
145,News in Samoan for 14 July 2023,2023-07-14,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898362/news-in-samoan-for-14-july-2023,False
146,News In Samoan for 13 July 2023,2023-07-13,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898139/news-in-samoan-for-13-july-2023,False
147,News in Samoan for 11 July 2023,2023-07-11,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018897970/news-in-samoan-for-11-july-2023,False
148,Pacific Sports Briefs on Monday 10 July 2023,2023-07-10,https://www.rnz.co.nz/international/pacific-news/493490/pacific-sports-briefs-on-monday-10-july-2023,True
149,News stories in brief from around the Pacific on 10 July 2023,2023-07-10,https://www.rnz.co.nz/international/pacific-news/493478/news-stories-in-brief-from-around-the-pacific-on-10-july-2023,True
150,News in Samoan for 10 July 2023,2023-07-10,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018897737/news-in-samoan-for-10-july-2023,False
151,News in Samoan for 7 July 2023,2023-07-07,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018897518/news-in-samoan-for-7-july-2023,False
152,News in Samoan for 7 July 2023,2023-07-07,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018897426/news-in-samoan-for-7-july-2023,False
153,Radio station develops app to spread Gagana Samoa to the world,2023-07-06,https://www.rnz.co.nz/international/pacific-news/493260/radio-station-develops-app-to-spread-gagana-samoa-to-the-world,True
154,News in Samoan for 6 July 2023,2023-07-06,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018897245/news-in-samoan-for-6-july-2023,False
155,Chemistry front of mind for Pacific rugby teams preparing for World Cup,2023-07-05,https://www.rnz.co.nz/international/pacific-news/493211/chemistry-front-of-mind-for-pacific-rugby-teams-preparing-for-world-cup,True
156,Court voids suspension of Samoa's former prime minister,2023-07-05,https://www.rnz.co.nz/international/pacific-news/493153/court-voids-suspension-of-samoa-s-former-prime-minister,True
157,News in Samoan for 5 July 2023,2023-07-05,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018897094/news-in-samoan-for-5-july-2023,False
158,Tuilaepa suspension deemed unconstitutional,2023-07-05,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018897091/tuilaepa-suspension-deemed-unconstitutional,False
159,News in Samoan for 4 July 2023,2023-07-04,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018896923/news-in-samoan-for-4-july-2023,False
160,Samoan village council will crack down hard on drug users,2023-07-03,https://www.rnz.co.nz/international/pacific-news/493098/samoan-village-council-will-crack-down-hard-on-drug-users,True
161,News in Samoan for 3 July 2023,2023-07-03,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018896835/news-in-samoan-for-3-july-2023,False
162,'Polynesian style' takes dancer from dumpster mats to world stage,2023-06-30,https://www.rnz.co.nz/news/national/492883/happy-feet-dances-from-dumpster-cardboard-mats-to-world-stage,True
163,News in Samoan for 30 June 2023,2023-06-30,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018896478/news-in-samoan-for-30-june-2023,False
164,News in Samoan for 29 June 2023,2023-06-29,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018896312/news-in-samoan-for-29-june-2023,False
165,News in Samoan for 28 June 2023,2023-06-28,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018896140/news-in-samoan-for-28-june-2023,False
166,News in Samoan for 27 June 2023,2023-06-27,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018895977/news-in-samoan-for-27-june-2023,False
167,News in Samoan for 26 June 2023,2023-06-26,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018895830/news-in-samoan-for-26-june-2023,False
