date,ym,lao_the_tian_times_body_count,lao_the_tian_times_epu_count,lao_the_tian_times_ratio,news_total,lao_the_tian_times_weights,lao_the_tian_times_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2016-06-01,2016-6,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,2016-7,93,1.0,0.010752688172043012,93,1.0,0.2293071034454791,0.2293071034454791,0.2293071034454791,41.80455341022964,41.80455341022964,41.80455341022964
2016-08-01,2016-8,283,5.0,0.0176678445229682,283,1.0,0.37677668940688264,0.37677668940688264,0.37677668940688264,68.68946055037732,68.68946055037732,68.68946055037732
2016-09-01,2016-9,300,4.0,0.013333333333333334,300,1.0,0.2843408082723941,0.2843408082723941,0.2843408082723941,51.83764622868475,51.83764622868475,51.83764622868475
2016-10-01,2016-10,285,2.0,0.007017543859649123,285,1.0,0.14965305698547057,0.14965305698547057,0.14965305698547057,27.282971699307762,27.282971699307762,27.282971699307762
2016-11-01,2016-11,195,6.0,0.03076923076923077,195,1.0,0.6561710960132171,0.6561710960132171,0.6561710960132171,119.62533745081095,119.62533745081095,119.62533745081095
2016-12-01,2016-12,122,3.0,0.02459016393442623,122,1.0,0.5243990316499071,0.5243990316499071,0.5243990316499071,95.6022164053612,95.6022164053612,95.6022164053612
2017-01-01,2017-1,56,2.0,0.03571428571428571,56,1.0,0.7616271650153412,0.7616271650153412,0.7616271650153412,138.85083811254842,138.85083811254842,138.85083811254842
2017-02-01,2017-2,45,0.0,0.0,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,2017-3,27,0.0,0.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,2017-4,22,0.0,0.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,2017-5,45,0.0,0.0,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,2017-6,35,1.0,0.02857142857142857,35,1.0,0.609301732012273,0.609301732012273,0.609301732012273,111.08067049003873,111.08067049003873,111.08067049003873
2017-07-01,2017-7,17,0.0,0.0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,2017-8,5,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,16,0.0,0.0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,2017-10,22,1.0,0.045454545454545456,22,1.0,0.9693436645649798,0.9693436645649798,0.9693436645649798,176.7192485068798,176.7192485068798,176.7192485068798
2017-11-01,2017-11,38,1.0,0.02631578947368421,38,1.0,0.5611989636955146,0.5611989636955146,0.5611989636955146,102.31114387240409,102.31114387240409,102.31114387240409
2017-12-01,2017-12,34,1.0,0.029411764705882353,34,1.0,0.6272223711891045,0.6272223711891045,0.6272223711891045,114.3477490338634,114.3477490338634,114.3477490338634
2018-01-01,2018-1,41,1.0,0.024390243902439025,41,1.0,0.5201356248885257,0.5201356248885257,0.5201356248885257,94.8249626134477,94.8249626134477,94.8249626134477
2018-02-01,2018-2,28,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,30,1.0,0.03333333333333333,30,1.0,0.7108520206809852,0.7108520206809852,0.7108520206809852,129.59411557171185,129.59411557171185,129.59411557171185
2018-04-01,2018-4,21,1.0,0.047619047619047616,21,1.0,1.0155028866871216,1.0155028866871216,1.0155028866871216,185.1344508167312,185.1344508167312,185.1344508167312
2018-05-01,2018-5,34,1.0,0.029411764705882353,34,1.0,0.6272223711891045,0.6272223711891045,0.6272223711891045,114.3477490338634,114.3477490338634,114.3477490338634
2018-06-01,2018-6,24,0.0,0.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,2018-7,34,1.0,0.029411764705882353,34,1.0,0.6272223711891045,0.6272223711891045,0.6272223711891045,114.3477490338634,114.3477490338634,114.3477490338634
2018-08-01,2018-8,12,1.0,0.08333333333333333,12,1.0,1.7771300517024629,1.7771300517024629,1.7771300517024629,323.98528892927965,323.98528892927965,323.98528892927965
2018-09-01,2018-9,21,0.0,0.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,2018-10,12,1.0,0.08333333333333333,12,1.0,1.7771300517024629,1.7771300517024629,1.7771300517024629,323.98528892927965,323.98528892927965,323.98528892927965
2018-11-01,2018-11,14,0.0,0.0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,2018-12,7,2.0,0.2857142857142857,7,1.0,6.09301732012273,6.09301732012273,6.09301732012273,1110.8067049003873,1110.8067049003873,1110.8067049003873
2019-01-01,2019-1,12,0.0,0.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,2019-2,13,1.0,0.07692307692307693,13,1.0,1.6404277400330427,1.6404277400330427,1.6404277400330427,299.06334362702734,299.06334362702734,299.06334362702734
2019-03-01,2019-3,13,0.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,2019-4,8,0.0,0.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,2019-5,4,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,2019-6,5,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,2019-7,25,1.0,0.04,25,1.0,0.8530224248171823,0.8530224248171823,0.8530224248171823,155.51293868605424,155.51293868605424,155.51293868605424
2019-08-01,2019-8,29,1.0,0.034482758620689655,29,1.0,0.7353641593251571,0.7353641593251571,0.7353641593251571,134.06287817763297,134.06287817763297,134.06287817763297
2019-09-01,2019-9,17,0.0,0.0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,2019-10,12,0.0,0.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,2019-11,25,1.0,0.04,25,1.0,0.8530224248171823,0.8530224248171823,0.8530224248171823,155.51293868605424,155.51293868605424,155.51293868605424
2019-12-01,2019-12,18,3.0,0.16666666666666666,18,1.0,3.5542601034049257,3.5542601034049257,3.5542601034049257,647.9705778585593,647.9705778585593,647.9705778585593
2020-01-01,2020-1,14,0.0,0.0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,2020-2,26,0.0,0.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,2020-3,41,1.0,0.024390243902439025,41,1.0,0.5201356248885257,0.5201356248885257,0.5201356248885257,94.8249626134477,94.8249626134477,94.8249626134477
2020-04-01,2020-4,54,1.0,0.018518518518518517,54,1.0,0.39491778926721394,0.39491778926721394,0.39491778926721394,71.99673087317325,71.99673087317325,71.99673087317325
2020-05-01,2020-5,27,2.0,0.07407407407407407,27,1.0,1.5796711570688557,1.5796711570688557,1.5796711570688557,287.986923492693,287.986923492693,287.986923492693
2020-06-01,2020-6,31,0.0,0.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,2020-7,32,1.0,0.03125,32,1.0,0.6664237693884236,0.6664237693884236,0.6664237693884236,121.49448334847987,121.49448334847987,121.49448334847987
2020-08-01,2020-8,41,0.0,0.0,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,2020-9,49,0.0,0.0,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,2020-10,54,0.0,0.0,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,2020-11,38,0.0,0.0,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,2020-12,45,1.0,0.022222222222222223,45,1.0,0.4739013471206568,0.4739013471206568,0.4739013471206568,86.3960770478079,86.3960770478079,86.3960770478079
2021-01-01,2021-1,46,2.0,0.043478260869565216,46,1.0,0.9271982878447632,0.9271982878447632,0.9271982878447632,169.03580291962416,169.03580291962416,169.03580291962416
2021-02-01,2021-2,56,0.0,0.0,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,2021-3,69,4.0,0.057971014492753624,69,1.0,1.2362643837930176,1.2362643837930176,1.2362643837930176,225.38107055949885,225.38107055949885,225.38107055949885
2021-04-01,2021-4,69,2.0,0.028985507246376812,69,1.0,0.6181321918965088,0.6181321918965088,0.6181321918965088,112.69053527974943,112.69053527974943,112.69053527974943
2021-05-01,2021-5,94,1.0,0.010638297872340425,94,1.0,0.2268676661747825,0.2268676661747825,0.2268676661747825,41.359824118631444,41.359824118631444,41.359824118631444
2021-06-01,2021-6,104,2.0,0.019230769230769232,104,1.0,0.4101069350082607,0.4101069350082607,0.4101069350082607,74.76583590675683,74.76583590675683,74.76583590675683
2021-07-01,2021-7,111,2.0,0.018018018018018018,111,1.0,0.3842443355032352,0.3842443355032352,0.3842443355032352,70.0508732820064,70.0508732820064,70.0508732820064
2021-08-01,2021-8,102,3.0,0.029411764705882353,102,1.0,0.6272223711891045,0.6272223711891045,0.6272223711891045,114.3477490338634,114.3477490338634,114.3477490338634
2021-09-01,2021-9,120,2.0,0.016666666666666666,120,1.0,0.3554260103404926,0.3554260103404926,0.3554260103404926,64.79705778585593,64.79705778585593,64.79705778585593
2021-10-01,2021-10,104,3.0,0.028846153846153848,104,1.0,0.615160402512391,0.615160402512391,0.615160402512391,112.14875386013526,112.14875386013526,112.14875386013526
2021-11-01,2021-11,117,3.0,0.02564102564102564,117,1.0,0.5468092466776809,0.5468092466776809,0.5468092466776809,99.68778120900913,99.68778120900913,99.68778120900913
2021-12-01,2021-12,92,0.0,0.0,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,2022-1,98,1.0,0.01020408163265306,98,1.0,0.21760776143295463,0.21760776143295463,0.21760776143295463,39.67166803215669,39.67166803215669,39.67166803215669
2022-02-01,2022-2,89,1.0,0.011235955056179775,89,1.0,0.23961304067898376,0.23961304067898376,0.23961304067898376,43.68340974327366,43.68340974327366,43.68340974327366
2022-03-01,2022-3,129,0.0,0.0,129,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,2022-4,108,1.0,0.009259259259259259,108,1.0,0.19745889463360697,0.19745889463360697,0.19745889463360697,35.998365436586624,35.998365436586624,35.998365436586624
2022-05-01,2022-5,129,5.0,0.03875968992248062,129,1.0,0.8265721170709129,0.8265721170709129,0.8265721170709129,150.69083206013005,150.69083206013005,150.69083206013005
2022-06-01,2022-6,98,1.0,0.01020408163265306,98,1.0,0.21760776143295463,0.21760776143295463,0.21760776143295463,39.67166803215669,39.67166803215669,39.67166803215669
2022-07-01,2022-7,127,1.0,0.007874015748031496,127,1.0,0.16791780016086263,0.16791780016086263,0.16791780016086263,30.612783205916184,30.612783205916184,30.612783205916184
2022-08-01,2022-8,131,1.0,0.007633587786259542,131,1.0,0.1627905390872485,0.1627905390872485,0.1627905390872485,29.67804173397981,29.67804173397981,29.67804173397981
2022-09-01,2022-9,146,3.0,0.02054794520547945,146,1.0,0.4381964511047169,0.4381964511047169,0.4381964511047169,79.8867835716032,79.8867835716032,79.8867835716032
2022-10-01,2022-10,121,0.0,0.0,121,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,2022-11,133,0.0,0.0,133,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,2022-12,130,2.0,0.015384615384615385,130,1.0,0.32808554800660855,0.32808554800660855,0.32808554800660855,59.81266872540547,59.81266872540547,59.81266872540547
2023-01-01,2023-1,148,1.0,0.006756756756756757,148,1.0,0.1440916258137132,0.1440916258137132,0.1440916258137132,26.269077480752404,26.269077480752404,26.269077480752404
2023-02-01,2023-2,175,3.0,0.017142857142857144,175,1.0,0.36558103920736384,0.36558103920736384,0.36558103920736384,66.64840229402324,66.64840229402324,66.64840229402324
2023-03-01,2023-3,208,4.0,0.019230769230769232,208,1.0,0.4101069350082607,0.4101069350082607,0.4101069350082607,74.76583590675683,74.76583590675683,74.76583590675683
2023-04-01,2023-4,117,3.0,0.02564102564102564,117,1.0,0.5468092466776809,0.5468092466776809,0.5468092466776809,99.68778120900913,99.68778120900913,99.68778120900913
2023-05-01,2023-5,190,3.0,0.015789473684210527,190,1.0,0.3367193782173088,0.3367193782173088,0.3367193782173088,61.38668632344246,61.38668632344246,61.38668632344246
