date,ym,lao_the_tian_times_body_count,lao_the_tian_times_epu_count,lao_the_tian_times_ratio,news_total,lao_the_tian_times_weights,lao_the_tian_times_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2016-06-01,2016-6,1,1.0,1.0,1,1.0,6.95954463621359,6.95954463621359,6.95954463621359,1821.6022545245755,1821.6022545245755
2016-07-01,2016-7,93,3.0,0.03225806451612903,93,1.0,0.22450143987785776,0.22450143987785776,0.22450143987785776,58.76136304917985,58.76136304917985
2016-08-01,2016-8,283,8.0,0.028268551236749116,283,1.0,0.1967362441332464,0.1967362441332464,0.1967362441332464,51.49405666500567,51.49405666500567
2016-09-01,2016-9,300,10.0,0.03333333333333333,300,1.0,0.2319848212071197,0.2319848212071197,0.2319848212071197,60.720075150819184,60.720075150819184
2016-10-01,2016-10,285,5.0,0.017543859649122806,285,1.0,0.12209727431953668,0.12209727431953668,0.12209727431953668,31.957934289904834,31.957934289904834
2016-11-01,2016-11,195,8.0,0.041025641025641026,195,1.0,0.2855197799472242,0.2855197799472242,0.2855197799472242,74.7324001856236,74.7324001856236
2016-12-01,2016-12,122,3.0,0.02459016393442623,122,1.0,0.17113634351344895,0.17113634351344895,0.17113634351344895,44.79349806207972,44.79349806207972
2017-01-01,2017-1,56,4.0,0.07142857142857142,56,1.0,0.4971103311581136,0.4971103311581136,0.4971103311581136,130.1144467517554,130.1144467517554
2017-02-01,2017-2,45,1.0,0.022222222222222223,45,1.0,0.15465654747141314,0.15465654747141314,0.15465654747141314,40.48005010054612,40.48005010054612
2017-03-01,2017-3,27,1.0,0.037037037037037035,27,1.0,0.2577609124523552,0.2577609124523552,0.2577609124523552,67.46675016757688,67.46675016757688
2017-04-01,2017-4,22,0.0,0.0,22,1.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,2017-5,45,2.0,0.044444444444444446,45,1.0,0.30931309494282627,0.30931309494282627,0.30931309494282627,80.96010020109225,80.96010020109225
2017-06-01,2017-6,35,1.0,0.02857142857142857,35,1.0,0.19884413246324545,0.19884413246324545,0.19884413246324545,52.04577870070216,52.04577870070216
2017-07-01,2017-7,17,0.0,0.0,17,1.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,2017-8,5,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,16,0.0,0.0,16,1.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,2017-10,22,1.0,0.045454545454545456,22,1.0,0.3163429380097087,0.3163429380097087,0.3163429380097087,82.8001024783898,82.8001024783898
2017-11-01,2017-11,38,1.0,0.02631578947368421,38,1.0,0.183145911479305,0.183145911479305,0.183145911479305,47.93690143485725,47.93690143485725
2017-12-01,2017-12,34,1.0,0.029411764705882353,34,1.0,0.20469248930039974,0.20469248930039974,0.20469248930039974,53.57653689778164,53.57653689778164
2018-01-01,2018-1,41,1.0,0.024390243902439025,41,1.0,0.16974499112716077,0.16974499112716077,0.16974499112716077,44.429323281087214,44.429323281087214
2018-02-01,2018-2,28,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,30,1.0,0.03333333333333333,30,1.0,0.2319848212071197,0.2319848212071197,0.2319848212071197,60.720075150819184,60.720075150819184
2018-04-01,2018-4,21,1.0,0.047619047619047616,21,1.0,0.3314068874387424,0.3314068874387424,0.3314068874387424,86.74296450117026,86.74296450117026
2018-05-01,2018-5,34,1.0,0.029411764705882353,34,1.0,0.20469248930039974,0.20469248930039974,0.20469248930039974,53.57653689778164,53.57653689778164
2018-06-01,2018-6,24,0.0,0.0,24,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,2018-7,34,2.0,0.058823529411764705,34,1.0,0.4093849786007995,0.4093849786007995,0.4093849786007995,107.15307379556327,107.15307379556327
