date,ym,lao_the_tian_times_body_count,lao_the_tian_times_epu_count,lao_the_tian_times_ratio,news_total,lao_the_tian_times_weights,lao_the_tian_times_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2018-08-01,2018-8,12,1.0,0.08333333333333333,12,1.0,0.5799620530177992,0.5799620530177992,0.5799620530177992,151.80018787704796,151.80018787704796
2018-09-01,2018-9,21,1.0,0.047619047619047616,21,1.0,0.3314068874387424,0.3314068874387424,0.3314068874387424,86.74296450117026,86.74296450117026
2018-10-01,2018-10,12,1.0,0.08333333333333333,12,1.0,0.5799620530177992,0.5799620530177992,0.5799620530177992,151.80018787704796,151.80018787704796
2018-11-01,2018-11,14,0.0,0.0,14,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,2018-12,7,3.0,0.42857142857142855,7,1.0,2.9826619869486817,2.9826619869486817,2.9826619869486817,780.6866805105324,780.6866805105324
2019-01-01,2019-1,12,0.0,0.0,12,1.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,2019-2,13,1.0,0.07692307692307693,13,1.0,0.5353495874010454,0.5353495874010454,0.5353495874010454,140.12325034804428,140.12325034804428
2019-03-01,2019-3,13,0.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,2019-4,8,0.0,0.0,8,1.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,2019-5,4,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,2019-6,5,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,2019-7,25,1.0,0.04,25,1.0,0.27838178544854364,0.27838178544854364,0.27838178544854364,72.86409018098303,72.86409018098303
2019-08-01,2019-8,29,1.0,0.034482758620689655,29,1.0,0.23998429780046865,0.23998429780046865,0.23998429780046865,62.81387084567502,62.81387084567502
2019-09-01,2019-9,17,1.0,0.058823529411764705,17,1.0,0.4093849786007995,0.4093849786007995,0.4093849786007995,107.15307379556327,107.15307379556327
2019-10-01,2019-10,12,0.0,0.0,12,1.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,2019-11,25,1.0,0.04,25,1.0,0.27838178544854364,0.27838178544854364,0.27838178544854364,72.86409018098303,72.86409018098303
2019-12-01,2019-12,18,3.0,0.16666666666666666,18,1.0,1.1599241060355985,1.1599241060355985,1.1599241060355985,303.6003757540959,303.6003757540959
2020-01-01,2020-1,14,0.0,0.0,14,1.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,2020-2,26,1.0,0.038461538461538464,26,1.0,0.2676747937005227,0.2676747937005227,0.2676747937005227,70.06162517402214,70.06162517402214
2020-03-01,2020-3,41,1.0,0.024390243902439025,41,1.0,0.16974499112716077,0.16974499112716077,0.16974499112716077,44.429323281087214,44.429323281087214
2020-04-01,2020-4,54,2.0,0.037037037037037035,54,1.0,0.2577609124523552,0.2577609124523552,0.2577609124523552,67.46675016757688,67.46675016757688
2020-05-01,2020-5,27,2.0,0.07407407407407407,27,1.0,0.5155218249047104,0.5155218249047104,0.5155218249047104,134.93350033515375,134.93350033515375
2020-06-01,2020-6,31,1.0,0.03225806451612903,31,1.0,0.22450143987785776,0.22450143987785776,0.22450143987785776,58.76136304917985,58.76136304917985
2020-07-01,2020-7,32,1.0,0.03125,32,1.0,0.2174857698816747,0.2174857698816747,0.2174857698816747,56.925070453892985,56.925070453892985
2020-08-01,2020-8,41,1.0,0.024390243902439025,41,1.0,0.16974499112716077,0.16974499112716077,0.16974499112716077,44.429323281087214,44.429323281087214
2020-09-01,2020-9,49,0.0,0.0,49,1.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,2020-10,54,0.0,0.0,54,1.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,2020-11,38,0.0,0.0,38,1.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,2020-12,45,1.0,0.022222222222222223,45,1.0,0.15465654747141314,0.15465654747141314,0.15465654747141314,40.48005010054612,40.48005010054612
2021-01-01,2021-1,46,2.0,0.043478260869565216,46,1.0,0.30258889722667787,0.30258889722667787,0.30258889722667787,79.20009802280764,79.20009802280764
2021-02-01,2021-2,56,0.0,0.0,56,1.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,2021-3,69,5.0,0.07246376811594203,69,1.0,0.5043148287111298,0.5043148287111298,0.5043148287111298,132.00016337134605,132.00016337134605
2021-04-01,2021-4,69,3.0,0.043478260869565216,69,1.0,0.30258889722667787,0.30258889722667787,0.30258889722667787,79.20009802280764,79.20009802280764
2021-05-01,2021-5,94,4.0,0.0425531914893617,94,1.0,0.29615083558355704,0.29615083558355704,0.29615083558355704,77.51498955423725,77.51498955423725
2021-06-01,2021-6,104,4.0,0.038461538461538464,104,1.0,0.2676747937005227,0.2676747937005227,0.2676747937005227,70.06162517402214,70.06162517402214
2021-07-01,2021-7,111,2.0,0.018018018018018018,111,1.0,0.12539720065249713,0.12539720065249713,0.12539720065249713,32.82166224368604,32.82166224368604
2021-08-01,2021-8,102,5.0,0.049019607843137254,102,1.0,0.3411541488339995,0.3411541488339995,0.3411541488339995,89.29422816296938,89.29422816296938
2021-09-01,2021-9,120,4.0,0.03333333333333333,120,1.0,0.2319848212071197,0.2319848212071197,0.2319848212071197,60.720075150819184,60.720075150819184
2021-10-01,2021-10,104,5.0,0.04807692307692308,104,1.0,0.3345934921256534,0.3345934921256534,0.3345934921256534,87.57703146752768,87.57703146752768
2021-11-01,2021-11,117,4.0,0.03418803418803419,117,1.0,0.23793314995602022,0.23793314995602022,0.23793314995602022,62.27700015468635,62.27700015468635
2021-12-01,2021-12,92,1.0,0.010869565217391304,92,1.0,0.07564722430666947,0.07564722430666947,0.07564722430666947,19.80002450570191,19.80002450570191
2022-01-01,2022-1,98,1.0,0.01020408163265306,98,1.0,0.07101576159401622,0.07101576159401622,0.07101576159401622,18.587778107393625,18.587778107393625
2022-02-01,2022-2,89,1.0,0.011235955056179775,89,1.0,0.07819713074397293,0.07819713074397293,0.07819713074397293,20.46744106207388,20.46744106207388
2022-03-01,2022-3,129,3.0,0.023255813953488372,129,1.0,0.16184987526078118,0.16184987526078118,0.16184987526078118,42.3628431284785,42.3628431284785
2022-04-01,2022-4,108,2.0,0.018518518518518517,108,1.0,0.1288804562261776,0.1288804562261776,0.1288804562261776,33.73337508378844,33.73337508378844
2022-05-01,2022-5,129,6.0,0.046511627906976744,129,1.0,0.32369975052156236,0.32369975052156236,0.32369975052156236,84.725686256957,84.725686256957
2022-06-01,2022-6,98,1.0,0.01020408163265306,98,1.0,0.07101576159401622,0.07101576159401622,0.07101576159401622,18.587778107393625,18.587778107393625
2022-07-01,2022-7,127,2.0,0.015748031496062992,127,1.0,0.10959912812934788,0.10959912812934788,0.10959912812934788,28.68664967755237,28.68664967755237
2022-08-01,2022-8,131,1.0,0.007633587786259542,131,1.0,0.05312629493292817,0.05312629493292817,0.05312629493292817,13.905360721561644,13.905360721561644
2022-09-01,2022-9,146,4.0,0.0273972602739726,146,1.0,0.19067245578667372,0.19067245578667372,0.19067245578667372,49.90691108286508,49.90691108286508
2022-10-01,2022-10,121,1.0,0.008264462809917356,121,1.0,0.05751689781994703,0.05751689781994703,0.05751689781994703,15.054564086979964,15.054564086979964
2022-11-01,2022-11,133,1.0,0.007518796992481203,133,1.0,0.052327403279801434,0.052327403279801434,0.052327403279801434,13.696257552816357,13.696257552816357
2022-12-01,2022-12,130,4.0,0.03076923076923077,130,1.0,0.2141398349604182,0.2141398349604182,0.2141398349604182,56.04930013921771,56.04930013921771
2023-01-01,2023-1,148,1.0,0.006756756756756757,148,1.0,0.047023950244686426,0.047023950244686426,0.047023950244686426,12.308123341382267,12.308123341382267
2023-02-01,2023-2,175,6.0,0.03428571428571429,175,1.0,0.23861295895589454,0.23861295895589454,0.23861295895589454,62.45493444084259,62.45493444084259
2023-03-01,2023-3,208,8.0,0.038461538461538464,208,1.0,0.2676747937005227,0.2676747937005227,0.2676747937005227,70.06162517402214,70.06162517402214
2023-04-01,2023-4,117,4.0,0.03418803418803419,117,1.0,0.23793314995602022,0.23793314995602022,0.23793314995602022,62.27700015468635,62.27700015468635
2023-05-01,2023-5,190,8.0,0.042105263157894736,190,1.0,0.29303345836688804,0.29303345836688804,0.29303345836688804,76.6990422957716,76.6990422957716
2023-06-01,2023-6,167,11.0,0.0658682634730539,167,1.0,0.45841311975059584,0.45841311975059584,0.45841311975059584,119.98577724413373,119.98577724413373
2023-07-01,2023-7,147,5.0,0.034013605442176874,147,1.0,0.23671920531338747,0.23671920531338747,0.23671920531338747,61.95926035797876,61.95926035797876
2023-08-01,2023-8,145,9.0,0.06206896551724138,145,1.0,0.43197173604084355,0.43197173604084355,0.43197173604084355,113.06496752221503,113.06496752221503
2023-09-01,2023-9,138,9.0,0.06521739130434782,138,1.0,0.45388334584001677,0.45388334584001677,0.45388334584001677,118.80014703421145,118.80014703421145
2023-10-01,2023-10,85,6.0,0.07058823529411765,85,1.0,0.49126197432095936,0.49126197432095936,0.49126197432095936,128.58368855467592,128.58368855467592
2023-11-01,2023-11,88,4.0,0.045454545454545456,88,1.0,0.3163429380097087,0.3163429380097087,0.3163429380097087,82.8001024783898,82.8001024783898
2023-12-01,2023-12,79,6.0,0.0759493670886076,79,1.0,0.528573010345336,0.528573010345336,0.528573010345336,138.34953831832217,138.34953831832217
2024-01-01,2024-1,73,3.0,0.0410958904109589,73,1.0,0.2860086836800106,0.2860086836800106,0.2860086836800106,74.86036662429763,74.86036662429763
2024-02-01,2024-2,72,2.0,0.027777777777777776,72,1.0,0.1933206843392664,0.1933206843392664,0.1933206843392664,50.600062625682654,50.600062625682654
2024-03-01,2024-3,70,3.0,0.04285714285714286,70,1.0,0.2982661986948682,0.2982661986948682,0.2982661986948682,78.06866805105324,78.06866805105324
2024-04-01,2024-4,53,6.0,0.11320754716981132,53,1.0,0.7878729776845574,0.7878729776845574,0.7878729776845574,206.21912315372552,206.21912315372552
2024-05-01,2024-5,62,6.0,0.0967741935483871,62,1.0,0.6735043196335733,0.6735043196335733,0.6735043196335733,176.28408914753956,176.28408914753956
2024-06-01,2024-6,37,2.0,0.05405405405405406,37,1.0,0.3761916019574914,0.3761916019574914,0.3761916019574914,98.46498673105813,98.46498673105813
2024-07-01,2024-7,68,5.0,0.07352941176470588,68,1.0,0.5117312232509993,0.5117312232509993,0.5117312232509993,133.94134224445406,133.94134224445406
2024-08-01,2024-8,75,3.0,0.04,75,1.0,0.27838178544854364,0.27838178544854364,0.27838178544854364,72.86409018098303,72.86409018098303
2024-09-01,2024-9,70,3.0,0.04285714285714286,70,1.0,0.2982661986948682,0.2982661986948682,0.2982661986948682,78.06866805105324,78.06866805105324
2024-10-01,2024-10,77,4.0,0.05194805194805195,77,1.0,0.36153478629680996,0.36153478629680996,0.36153478629680996,94.62868854673121,94.62868854673121
2024-11-01,2024-11,67,1.0,0.014925373134328358,67,1.0,0.10387380054050135,0.10387380054050135,0.10387380054050135,27.188093351113068,27.188093351113068
2024-12-01,2024-12,77,3.0,0.03896103896103896,77,1.0,0.27115108972260743,0.27115108972260743,0.27115108972260743,70.9715164100484,70.9715164100484
2025-01-01,2025-1,84,3.0,0.03571428571428571,84,1.0,0.2485551655790568,0.2485551655790568,0.2485551655790568,65.0572233758777,65.0572233758777
2025-02-01,2025-2,77,5.0,0.06493506493506493,77,1.0,0.45191848287101233,0.45191848287101233,0.45191848287101233,118.28586068341397,118.28586068341397
2025-03-01,2025-3,102,7.0,0.06862745098039216,102,1.0,0.4776158083675994,0.4776158083675994,0.4776158083675994,125.01191942815716,125.01191942815716
2025-04-01,2025-4,102,5.0,0.049019607843137254,102,1.0,0.3411541488339995,0.3411541488339995,0.3411541488339995,89.29422816296938,89.29422816296938
2025-05-01,2025-5,123,10.0,0.08130081300813008,123,1.0,0.5658166370905359,0.5658166370905359,0.5658166370905359,148.0977442702907,148.0977442702907
2025-06-01,2025-6,124,4.0,0.03225806451612903,124,1.0,0.22450143987785776,0.22450143987785776,0.22450143987785776,58.76136304917985,58.76136304917985
2025-07-01,2025-7,121,7.0,0.05785123966942149,121,1.0,0.40261828473962924,0.40261828473962924,0.40261828473962924,105.38194860885974,105.38194860885974
2025-08-01,2025-8,102,4.0,0.0392156862745098,102,1.0,0.27292331906719963,0.27292331906719963,0.27292331906719963,71.4353825303755,71.4353825303755
2025-09-01,2025-9,97,5.0,0.05154639175257732,97,1.0,0.35873941423781397,0.35873941423781397,0.35873941423781397,93.89702342910184,93.89702342910184
