date,ym,vanuatu_vbr_body_count,vanuatu_vbr_epu_count,vanuatu_vbr_ratio,vanuatu_rnz_body_count,vanuatu_rnz_epu_count,vanuatu_rnz_ratio,vanuatu_daily_post_body_count,vanuatu_daily_post_epu_count,vanuatu_daily_post_ratio,vanuatu_abc_au_body_count,vanuatu_abc_au_epu_count,vanuatu_abc_au_ratio,news_total,vanuatu_vbr_weights,vanuatu_rnz_weights,vanuatu_daily_post_weights,vanuatu_abc_au_weights,vanuatu_vbr_z_score,vanuatu_rnz_z_score,vanuatu_daily_post_z_score,vanuatu_abc_au_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2016-02-01,2016-2,0.0,0.0,0.0,64.0,0.0,0.0,231,4.0,0.017316017316017316,3.0,0.0,0.0,298.0,0.0,0.21476510067114093,0.7751677852348994,0.010067114093959731,0.0,0.0,1.6321305108819935,0.0,0.40803262772049836,1.2651749933346996,108.30733455417841,74.15112989754101,108.30733455417841
2016-03-01,2016-3,0.0,0.0,0.0,53.0,0.0,0.0,303,3.0,0.009900990099009901,2.0,0.0,0.0,358.0,0.0,0.14804469273743018,0.8463687150837989,0.00558659217877095,0.0,0.0,0.9332231386478724,0.0,0.2333057846619681,0.7898508687438697,67.61645048284602,42.39829457012865,67.61645048284602
2016-04-01,2016-4,0.0,0.0,0.0,55.0,0.0,0.0,297,6.0,0.020202020202020204,3.0,0.0,0.0,355.0,0.0,0.15492957746478872,0.8366197183098592,0.008450704225352112,0.0,0.0,1.904152262695659,0.0,0.47603806567391477,1.5930513296355233,136.37571421328946,86.50965154713118,136.37571421328946
2016-05-01,2016-5,0.0,0.0,0.0,54.0,1.0,0.018518518518518517,272,4.0,0.014705882352941176,3.0,0.0,0.0,329.0,0.0,0.1641337386018237,0.8267477203647416,0.00911854103343465,0.0,1.622793867877661,1.3861108382858105,0.0,0.7522261765408679,1.4123192002405291,120.9038503950846,136.70088404601955,120.9038503950846
2016-06-01,2016-6,0.0,0.0,0.0,62.0,0.0,0.0,288,1.0,0.003472222222222222,5.0,0.0,0.0,355.0,0.0,0.17464788732394365,0.8112676056338028,0.014084507042253521,0.0,0.0,0.32727617015081634,0.0,0.08181904253770408,0.26550855493925385,22.729285702214906,14.86884635966317,22.729285702214906
2016-07-01,2016-7,0.0,0.0,0.0,40.0,0.0,0.0,303,2.0,0.006600660066006601,0.0,0.0,0.0,343.0,0.0,0.11661807580174927,0.8833819241982507,0.0,0.0,0.0,0.6221487590985816,0.0,0.1555371897746454,0.5495949679500589,47.04895874219411,28.265529713419095,47.04895874219411
2016-08-01,2016-8,0.0,0.0,0.0,51.0,0.0,0.0,312,2.0,0.00641025641025641,3.0,0.0,0.0,366.0,0.0,0.13934426229508196,0.8524590163934426,0.00819672131147541,0.0,0.0,0.6042021602784302,0.0,0.15105054006960755,0.5150575792537437,44.09233018735678,27.450177894762778,44.09233018735678
2016-09-01,2016-9,0.0,0.0,0.0,35.0,0.0,0.0,287,4.0,0.013937282229965157,1.0,0.0,0.0,323.0,0.0,0.10835913312693499,0.8885448916408669,0.0030959752321981426,0.0,0.0,1.3136660209537996,0.0,0.3284165052384499,1.1672512322406827,99.92441392305005,59.6826167468013,99.92441392305005
2016-10-01,2016-10,0.0,0.0,0.0,37.0,0.0,0.0,306,3.0,0.00980392156862745,2.0,0.0,0.0,345.0,0.0,0.1072463768115942,0.8869565217391304,0.005797101449275362,0.0,0.0,0.9240738921905404,0.0,0.2310184730476351,0.8196133652472619,70.16431673292428,41.982625015519545,70.16431673292428
2016-11-01,2016-11,0.0,0.0,0.0,40.0,0.0,0.0,306,2.0,0.006535947712418301,1.0,0.0,0.0,347.0,0.0,0.11527377521613832,0.8818443804034583,0.002881844380403458,0.0,0.0,0.6160492614603602,0.0,0.15401231536509005,0.5432595792705194,46.50660763277401,27.988416677013028,46.50660763277401
2016-12-01,2016-12,0.0,0.0,0.0,39.0,0.0,0.0,294,1.0,0.003401360544217687,1.0,0.0,0.0,334.0,0.0,0.11676646706586827,0.8802395209580839,0.0029940119760479044,0.0,0.0,0.3205970646375344,0.0,0.0801492661593836,0.28220220659711115,24.15837252780327,14.565400515588411,24.15837252780327
2017-01-01,2017-1,0.0,0.0,0.0,30.0,0.0,0.0,237,0.0,0.0,1.0,0.0,0.0,268.0,0.0,0.11194029850746269,0.8843283582089553,0.0037313432835820895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,2017-2,0.0,0.0,0.0,34.0,0.0,0.0,270,1.0,0.003703703703703704,1.0,0.0,0.0,305.0,0.0,0.11147540983606558,0.8852459016393442,0.003278688524590164,0.0,0.0,0.34909458149420414,0.0,0.08727364537355103,0.3090345475522463,26.45539811241407,15.860102783640716,26.45539811241407
2017-03-01,2017-3,0.0,0.0,0.0,36.0,0.0,0.0,305,3.0,0.009836065573770493,2.0,0.0,0.0,343.0,0.0,0.10495626822157435,0.8892128279883382,0.0058309037900874635,0.0,0.0,0.927103642656739,0.0,0.23177591066418474,0.8243924519250886,70.57343811329119,42.120272966390104,70.57343811329119
2017-04-01,2017-4,0.0,0.0,0.0,29.0,1.0,0.034482758620689655,292,1.0,0.003424657534246575,3.0,0.0,0.0,324.0,0.0,0.08950617283950617,0.9012345679012346,0.009259259259259259,0.0,3.0217540988066793,0.32279293494327094,0.0,0.8361367584374876,0.561377795891447,48.05764662692582,151.9498225751624,48.05764662692582
2017-05-01,2017-5,0.0,0.0,0.0,49.0,0.0,0.0,286,4.0,0.013986013986013986,5.0,0.0,0.0,340.0,0.0,0.14411764705882352,0.8411764705882353,0.014705882352941176,0.0,0.0,1.3182592587893023,0.0,0.32956481469732557,1.1088886706286485,94.92819322689755,59.89129722493696,94.92819322689755
2017-06-01,2017-6,0.0,0.0,0.0,36.0,0.0,0.0,278,4.0,0.014388489208633094,1.0,0.0,0.0,315.0,0.0,0.11428571428571428,0.8825396825396825,0.0031746031746031746,0.0,0.0,1.3561947770278435,0.0,0.3390486942569609,1.1968957079801286,102.46217681633387,61.61478779256106,102.46217681633387
2017-07-01,2017-7,0.0,0.0,0.0,46.0,0.0,0.0,288,1.0,0.003472222222222222,1.0,0.0,0.0,335.0,0.0,0.1373134328358209,0.8597014925373134,0.0029850746268656717,0.0,0.0,0.32727617015081634,0.0,0.08181904253770408,0.28135981195055254,24.08625798294415,14.86884635966317,24.08625798294415
2017-08-01,2017-8,0.0,0.0,0.0,41.0,1.0,0.024390243902439025,292,3.0,0.010273972602739725,0.0,0.0,0.0,333.0,0.0,0.12312312312312312,0.8768768768768769,0.0,0.0,2.1373382650096024,0.9683788048298128,0.0,0.7764292674598539,1.1123047443714684,95.22063169878842,141.09927382352794,95.22063169878842
2017-09-01,2017-9,0.0,0.0,0.0,67.0,0.0,0.0,285,4.0,0.014035087719298246,6.0,0.0,0.0,358.0,0.0,0.1871508379888268,0.7960893854748603,0.01675977653631285,0.0,0.0,1.3228847298727735,0.0,0.3307211824681934,1.0531344916584928,90.15526731046134,60.1014421274806,90.15526731046134
2017-10-01,2017-10,0.0,0.0,0.0,71.0,0.0,0.0,279,6.0,0.021505376344086023,1.0,0.0,0.0,351.0,0.0,0.2022792022792023,0.7948717948717948,0.002849002849002849,0.0,0.0,2.0270007957727985,0.0,0.5067501989431996,1.6112057607424808,137.92985340660329,92.09091938888159,137.92985340660329
2017-11-01,2017-11,0.0,0.0,0.0,33.0,0.0,0.0,289,5.0,0.01730103806228374,1.0,0.0,0.0,323.0,0.0,0.1021671826625387,0.8947368421052632,0.0030959752321981426,0.0,0.0,1.6307186332774244,0.0,0.4076796583193561,1.4590640403008535,124.90551740381258,74.08698532150508,124.90551740381258
2017-12-01,2017-12,0.0,0.0,0.0,43.0,0.0,0.0,249,4.0,0.01606425702811245,1.0,0.0,0.0,293.0,0.0,0.14675767918088736,0.8498293515358362,0.0034129692832764505,0.0,0.0,1.5141451727459454,0.0,0.37853629318648635,1.2867650102858035,110.15558258411318,68.79080725434527,110.15558258411318
2018-01-01,2018-1,0.0,0.0,0.0,31.0,0.0,0.0,244,3.0,0.012295081967213115,2.0,0.0,0.0,277.0,0.0,0.11191335740072202,0.8808664259927798,0.007220216606498195,0.0,0.0,1.1588795533209235,0.0,0.2897198883302309,1.0208180902899109,87.38876993811867,52.65034120798762,87.38876993811867
2018-02-01,2018-2,0.0,0.0,0.0,44.0,3.0,0.06818181818181818,236,6.0,0.025423728813559324,3.0,0.0,0.0,283.0,0.0,0.15547703180212014,0.833922261484099,0.01060070671378092,0.0,5.974831968095025,2.3963272119517405,0.0,2.0927897950116914,2.9272997477625156,250.59619008562115,380.3194092715057,250.59619008562115
2018-03-01,2018-3,0.0,0.0,0.0,76.0,0.0,0.0,291,3.0,0.010309278350515464,0.0,0.0,0.0,367.0,0.0,0.20708446866485014,0.7929155313351499,0.0,0.0,0.0,0.9717065670457228,0.0,0.2429266417614307,0.7704812289109138,65.95828139743563,44.14667785137106,65.95828139743563
2018-04-01,2018-4,0.0,0.0,0.0,65.0,0.0,0.0,263,3.0,0.011406844106463879,7.0,0.0,0.0,335.0,0.0,0.19402985074626866,0.7850746268656716,0.020895522388059702,0.0,0.0,1.075158216769222,0.0,0.2687895541923055,0.8440794358516578,72.25877394883246,48.846704390680536,72.25877394883246
2018-05-01,2018-5,0.0,0.0,0.0,44.0,0.0,0.0,286,0.0,0.0,7.0,0.0,0.0,337.0,0.0,0.13056379821958458,0.8486646884272997,0.020771513353115726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,2018-6,0.0,0.0,0.0,47.0,0.0,0.0,265,1.0,0.0037735849056603774,6.0,3.0,0.5,318.0,0.0,0.14779874213836477,0.8333333333333334,0.018867924528301886,0.0,0.0,0.3556812717110759,4.743945085864876,1.274906589393988,0.385909457605737,33.03639808937389,231.6867762402114,33.03639808937389
2018-07-01,2018-7,0.0,0.0,0.0,64.0,0.0,0.0,276,0.0,0.0,2.0,0.0,0.0,342.0,0.0,0.1871345029239766,0.8070175438596491,0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,0.0,0.0,0.0,69.0,0.0,0.0,311,5.0,0.01607717041800643,1.0,0.0,0.0,381.0,0.0,0.18110236220472442,0.8162729658792651,0.0026246719160104987,0.0,0.0,1.5153623312449374,0.0,0.37884058281123434,1.2369493045070223,105.8910291901088,68.84610533091627,105.8910291901088
2018-09-01,2018-9,0.0,0.0,0.0,37.0,0.0,0.0,274,3.0,0.010948905109489052,0.0,0.0,0.0,311.0,0.0,0.1189710610932476,0.8810289389067524,0.0,0.0,0.0,1.031994930694545,0.0,0.25799873267363627,0.9092173987469625,77.83501373909606,46.88570530930284,77.83501373909606
2018-10-01,2018-10,0.0,0.0,0.0,40.0,0.0,0.0,244,2.0,0.00819672131147541,2.0,0.0,0.0,286.0,0.0,0.13986013986013987,0.8531468531468531,0.006993006993006993,0.0,0.0,0.7725863688806157,0.0,0.19314659222015393,0.6591296293946511,56.42584912088315,35.10022747199175,56.42584912088315
2018-11-01,2018-11,0.0,0.0,0.0,57.0,0.0,0.0,261,6.0,0.022988505747126436,3.0,0.0,0.0,321.0,0.0,0.17757009345794392,0.8130841121495327,0.009345794392523364,0.0,0.0,2.1667939541019567,0.0,0.5416984885254892,1.7617857383819648,150.8204939118933,98.44201727776996,150.8204939118933
2018-12-01,2018-12,0.0,0.0,0.0,32.0,0.0,0.0,222,3.0,0.013513513513513514,2.0,0.0,0.0,256.0,0.0,0.125,0.8671875,0.0078125,0.0,0.0,1.2737234730193936,0.0,0.3184308682548484,1.1045570742590054,94.55737997210498,57.86794258895937,94.55737997210498
2019-01-01,2019-1,0.0,0.0,0.0,71.0,0.0,0.0,199,3.0,0.01507537688442211,5.0,0.0,0.0,275.0,0.0,0.2581818181818182,0.7236363636363636,0.01818181818181818,0.0,0.0,1.4209377437703785,0.0,0.35523443594259463,1.0282422218556557,88.02432462857772,64.55619726004512,88.02432462857772
2019-02-01,2019-2,0.0,0.0,0.0,76.0,0.0,0.0,234,5.0,0.021367521367521368,2.0,0.0,0.0,312.0,0.0,0.24358974358974358,0.75,0.00641025641025641,0.0,0.0,2.0140072009281007,0.0,0.5035018002320252,1.5105054006960756,129.30923756869058,91.50059298254259,129.30923756869058
2019-03-01,2019-3,0.0,0.0,0.0,69.0,0.0,0.0,280,4.0,0.014285714285714285,3.0,0.0,0.0,352.0,0.0,0.19602272727272727,0.7954545454545454,0.008522727272727272,0.0,0.0,1.3465076714776445,0.0,0.3366269178694111,1.071085647766308,91.69200482143512,61.17468216547133,91.69200482143512
2019-04-01,2019-4,0.0,0.0,0.0,54.0,0.0,0.0,237,4.0,0.016877637130801686,1.0,0.0,0.0,292.0,0.0,0.18493150684931506,0.8116438356164384,0.003424657534246575,0.0,0.0,1.5908107511128289,0.0,0.3977026877782072,1.2911717397730837,110.53282772994919,72.27388610266655,110.53282772994919
2019-05-01,2019-5,0.0,0.0,0.0,73.0,0.0,0.0,262,5.0,0.019083969465648856,2.0,0.0,0.0,337.0,0.0,0.2166172106824926,0.7774480712166172,0.005934718100890208,0.0,0.0,1.7987697901418915,0.0,0.4496924475354729,1.3984501039085329,119.71656415855031,81.72190365616399,119.71656415855031
2019-06-01,2019-6,0.0,0.0,0.0,79.0,1.0,0.012658227848101266,243,7.0,0.02880658436213992,0.0,0.0,0.0,322.0,0.0,0.2453416149068323,0.7546583850931677,0.0,0.0,1.1092515046252367,2.7151800782882543,0.0,0.9561078957283727,2.3211789686007442,198.7082486113097,173.7519893158719,198.7082486113097
2019-07-01,2019-7,0.0,0.0,0.0,66.0,0.0,0.0,276,5.0,0.018115942028985508,1.0,0.0,0.0,343.0,0.0,0.1924198250728863,0.8046647230320699,0.0029154518950437317,0.0,0.0,1.707527844265129,0.0,0.42688196106628223,1.3739874198751474,117.62239685548529,77.57658970259045,117.62239685548529
2019-08-01,2019-8,0.0,0.0,0.0,50.0,0.0,0.0,278,1.0,0.0035971223021582736,2.0,0.0,0.0,330.0,0.0,0.15151515151515152,0.8424242424242424,0.006060606060606061,0.0,0.0,0.3390486942569609,0.0,0.08476217356424022,0.28562283940434885,24.451201285716035,15.403696948140265,24.451201285716035
2019-09-01,2019-9,0.0,0.0,0.0,45.0,0.0,0.0,291,8.0,0.027491408934707903,1.0,0.0,0.0,337.0,0.0,0.13353115727002968,0.8635014836795252,0.002967359050445104,0.0,0.0,2.5912175121219274,0.0,0.6478043780304819,2.237520166253652,191.54650265368045,117.72447427032283,191.54650265368045
2019-10-01,2019-10,0.0,0.0,0.0,56.0,0.0,0.0,288,1.0,0.003472222222222222,1.0,0.0,0.0,345.0,0.0,0.16231884057971013,0.8347826086956521,0.002898550724637681,0.0,0.0,0.32727617015081634,0.0,0.08181904253770408,0.2732044550824206,23.38810557764142,14.86884635966317,23.38810557764142
2019-11-01,2019-11,0.0,0.0,0.0,56.0,0.0,0.0,285,9.0,0.031578947368421054,1.0,0.0,0.0,342.0,0.0,0.16374269005847952,0.8333333333333334,0.0029239766081871343,0.0,0.0,2.9764906422137405,0.0,0.7441226605534351,2.4804088685114505,212.33937958648136,135.22824478683137,212.33937958648136
2019-12-01,2019-12,0.0,0.0,0.0,37.0,0.0,0.0,232,3.0,0.01293103448275862,2.0,0.0,0.0,271.0,0.0,0.13653136531365315,0.8560885608856088,0.007380073800738007,0.0,0.0,1.2188215991823506,0.0,0.30470539979558764,1.0434192288203148,89.32357665261576,55.3736347187456,89.32357665261576
2020-01-01,2020-1,0.0,0.0,0.0,29.0,0.0,0.0,231,1.0,0.004329004329004329,3.0,0.0,0.0,263.0,0.0,0.11026615969581749,0.8783269961977186,0.011406844106463879,0.0,0.0,0.40803262772049836,0.0,0.10200815693012459,0.3583860722564073,30.680214541012514,18.537782474385253,30.680214541012514
2020-02-01,2020-2,0.0,0.0,0.0,51.0,0.0,0.0,219,3.0,0.0136986301369863,1.0,0.0,0.0,271.0,0.0,0.1881918819188192,0.8081180811808119,0.0036900369003690036,0.0,0.0,1.2911717397730837,0.0,0.32279293494327094,1.043419228820315,89.32357665261577,58.66065413127388,89.32357665261577
2020-03-01,2020-3,0.0,0.0,0.0,60.0,1.0,0.016666666666666666,265,7.0,0.026415094339622643,2.0,0.0,0.0,327.0,0.0,0.1834862385321101,0.8103975535168195,0.0061162079510703364,0.0,1.460514481089895,2.4897689019775315,0.0,0.9875708457668566,2.2856869354417113,195.6698961860603,179.46970191228115,195.6698961860603
2020-04-01,2020-4,5.0,0.0,0.0,60.0,3.0,0.05,256,12.0,0.046875,9.0,2.0,0.2222222222222222,330.0,0.015151515151515152,0.18181818181818182,0.7757575757575758,0.02727272727272727,0.0,4.381543443269686,4.418228297036021,2.1084200381621674,2.7270479446169684,4.281620699942006,366.53500743041894,495.58214868206835,366.53500743041894
2020-05-01,2020-5,1.0,0.0,0.0,42.0,0.0,0.0,297,5.0,0.016835016835016835,4.0,1.0,0.25,344.0,0.0029069767441860465,0.12209302325581395,0.8633720930232558,0.011627906976744186,0.0,0.0,1.5867935522463823,2.371972542932438,0.989691523794705,1.3975743464793757,119.64159353917535,179.85508940639488,119.64159353917535
2020-06-01,2020-6,27.0,0.0,0.0,62.0,1.0,0.016129032258064516,252,2.0,0.007936507936507936,1.0,0.0,0.0,342.0,0.07894736842105263,0.18128654970760233,0.7368421052631579,0.0029239766081871343,0.0,1.4134011107321565,0.7480598174875802,0.0,0.5403652320549341,0.8074325814978476,69.12156120295396,98.19972666908221,69.12156120295396
2020-07-01,2020-7,23.0,1.0,0.043478260869565216,49.0,0.0,0.0,230,7.0,0.030434782608695653,4.0,1.0,0.25,306.0,0.07516339869281045,0.16013071895424835,0.7516339869281046,0.013071895424836602,2.4456049370925306,0.0,2.8686467783654166,2.371972542932438,1.9215560645975964,2.3709985710748485,202.97313558816725,349.2013718299666,202.97313558816725
2020-08-01,2020-8,29.0,0.0,0.0,51.0,0.0,0.0,269,5.0,0.01858736059479554,6.0,1.0,0.16666666666666666,355.0,0.08169014084507042,0.14366197183098592,0.7577464788732394,0.016901408450704224,0.0,0.0,1.7519616543389427,1.5813150286216253,0.833319170740142,1.3542692258842404,115.93438923232767,151.43778677912624,115.93438923232767
2020-09-01,2020-9,19.0,2.0,0.10526315789473684,53.0,0.0,0.0,254,11.0,0.04330708661417323,5.0,2.0,0.4,331.0,0.05740181268882175,0.16012084592145015,0.7673716012084593,0.015105740181268883,5.920938268750336,0.0,4.081932704873174,3.7951560686919015,3.4495067605788527,3.5295604667296137,302.1536849157084,626.8734569465375,302.1536849157084
2020-10-01,2020-10,22.0,0.0,0.0,45.0,0.0,0.0,290,14.0,0.04827586206896552,3.0,0.0,0.0,360.0,0.06111111111111111,0.125,0.8055555555555556,0.008333333333333333,0.0,0.0,4.550267303614109,0.0,1.1375668259035272,3.6654931056891433,313.79041650002245,206.7282362833169,313.79041650002245
2020-11-01,2020-11,23.0,2.0,0.08695652173913043,52.0,0.0,0.0,230,8.0,0.034782608695652174,4.0,2.0,0.5,309.0,0.0744336569579288,0.16828478964401294,0.7443365695792881,0.012944983818770227,4.891209874185061,0.0,3.2784534609890477,4.743945085864876,3.2284021052597462,2.865753732935912,245.32744477100528,586.6924544882029,245.32744477100528
2020-12-01,2020-12,18.0,1.0,0.05555555555555555,30.0,0.0,0.0,241,4.0,0.016597510373443983,3.0,0.0,0.0,292.0,0.06164383561643835,0.10273972602739725,0.8253424657534246,0.010273972602739725,3.1249396418404554,0.0,1.5644072531690476,0.0,1.1723367237523759,1.4838050053659886,127.02350740094332,213.0469153220929,127.02350740094332
2021-01-01,2021-1,17.0,0.0,0.0,10.0,0.0,0.0,227,7.0,0.030837004405286344,1.0,0.0,0.0,255.0,0.06666666666666667,0.0392156862745098,0.8901960784313725,0.00392156862745098,0.0,0.0,2.9065584097975585,0.0,0.7266396024493896,2.5874068981335125,221.49911752942756,132.0510760400042,221.49911752942756
2021-02-01,2021-2,5.0,0.0,0.0,40.0,0.0,0.0,244,3.0,0.012295081967213115,3.0,0.0,0.0,292.0,0.017123287671232876,0.136986301369863,0.8356164383561644,0.010273972602739725,0.0,0.0,1.1588795533209235,0.0,0.2897198883302309,0.9683788048298129,82.89962079746189,52.65034120798762,82.89962079746189
2021-03-01,2021-3,10.0,0.0,0.0,38.0,0.0,0.0,239,6.0,0.02510460251046025,3.0,0.0,0.0,290.0,0.034482758620689655,0.1310344827586207,0.8241379310344827,0.010344827586206896,0.0,0.0,2.366247790881216,0.0,0.591561947720304,1.9501145586917608,166.94268464040601,107.50362556275296,166.94268464040601
2021-04-01,2021-4,9.0,1.0,0.1111111111111111,46.0,0.0,0.0,267,11.0,0.04119850187265917,4.0,0.0,0.0,326.0,0.027607361963190184,0.1411042944785276,0.8190184049079755,0.012269938650306749,6.249879283680911,0.0,3.8831869177445175,0.0,2.533266550356357,3.3529442349414555,287.03416911374075,460.36655963023395,287.03416911374075
2021-05-01,2021-5,9.0,1.0,0.1111111111111111,44.0,0.0,0.0,259,7.0,0.02702702702702703,1.0,0.0,0.0,313.0,0.02875399361022364,0.14057507987220447,0.8274760383386581,0.003194888178913738,6.249879283680911,0.0,2.547446946038787,0.0,2.1993315574299244,2.287660295773719,195.83882886241,399.6810767654076,195.83882886241
2021-06-01,2021-6,19.0,0.0,0.0,58.0,0.0,0.0,222,5.0,0.02252252252252252,4.0,0.0,0.0,303.0,0.0627062706270627,0.19141914191419143,0.7326732673267327,0.013201320132013201,0.0,0.0,2.122872455032322,0.0,0.5307181137580805,1.555371897746454,133.15010601132494,96.44657098159894,133.15010601132494
2021-07-01,2021-7,23.0,1.0,0.043478260869565216,55.0,0.0,0.0,239,3.0,0.012552301255230125,3.0,0.0,0.0,320.0,0.071875,0.171875,0.746875,0.009375,2.4456049370925306,0.0,1.183123895440608,0.0,0.9071822081332847,1.0594235142607298,90.6936491774661,164.86080079387216,90.6936491774661
2021-08-01,2021-8,13.0,1.0,0.07692307692307693,44.0,0.0,0.0,226,4.0,0.017699115044247787,3.0,1.0,0.3333333333333333,286.0,0.045454545454545456,0.15384615384615385,0.7902097902097902,0.01048951048951049,4.326839504086784,0.0,1.6682395929811524,3.1626300572432506,2.2894272885777966,1.5481082228622323,132.52828747244865,416.05403277356316,132.52828747244865
2021-09-01,2021-9,35.0,1.0,0.02857142857142857,46.0,0.0,0.0,278,2.0,0.007194244604316547,2.0,0.0,0.0,361.0,0.09695290858725762,0.12742382271468145,0.7700831024930748,0.00554016620498615,1.6071118158036628,0.0,0.6780973885139218,0.0,0.5713023010793962,0.6780055057063669,58.04174878809658,103.8218717330634,58.04174878809658
