Day of Date,Destination Country,Destination Iso Country,Destination Region,Passenger,Type,fl_wow_change,fl_yoy_change,Flights Number 7Days,Lastwk Flights Number 7Days,Lastyr Flights Number 7Days,ask_wow_change,ask_yoy_change,Av Seat Km,Av Seat Km 7Days,Date,Destination Iso3,Flights Number,Lastwk Av Seat Km 7Days,Lastwk Passengers Number 7Days,Lastwk Payload 7Days,Lastyr Av Seat Km 7Days,Lastyr Passengers Number 7Days,Lastyr Payload 7Days,Passengers Number,Passengers Number 7Days,Payload,Payload 7Days,pl_wow_change,pl_yoy_change,psg_wow_change,psg_yoy_change
1-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,27.27%,,42,33,,33.98%,,120984.5403,779849.2047,2/1/23,VUT,7,582061.0193,2310,,,,,490,3140,0,4254,,,35.93%,
12-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-33.33%,,26,39,,-33.07%,,56639.06108,515018.4419,2/12/23,VUT,3,769445.6884,3130,8508,,,,210,2020,0,4254,-50.00%,,-35.46%,
22-Feb-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,20.83%,1350.00%,29,24,2,15.86%,444.26%,68069.90218,499093.4252,2/22/23,VUT,4,430765.9509,1680,,91701.33699,340,4254,280,2030,0,0,,-100.00%,20.83%,497.06%
28-Mar-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,170.00%,,27,10,,64.65%,,37759.37406,476231.7431,3/28/23,VUT,2,289231.9502,1100,8508,,,,140,1890,0,0,-100.00%,,71.82%,
31-Mar-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,27.27%,,28,22,,10.87%,,117260.1173,491387.0071,3/31/23,VUT,7,443224.1168,1740,4254,,,,490,1960,0,0,-100.00%,,12.64%,
13-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,28.57%,,27,21,,28.86%,,68069.90218,472507.3201,5/13/23,VUT,4,366678.0439,1470,,,,,280,1890,0,0,,,28.57%,
19-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-17.86%,,23,28,,-17.69%,,117260.1173,404437.4179,5/19/23,VUT,7,491387.0071,1960,,,,,490,1610,0,0,,,-17.86%,
29-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,30,30,,-6.19%,,52914.63812,521697.5352,5/29/23,VUT,3,556117.3626,2200,2127,,,,210,2100,0,0,-100.00%,,-4.55%,
14-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.45%,,30,29,,3.75%,,105829.2762,521697.5352,6/14/23,VUT,6,502817.8482,2030,,,,,420,2100,0,0,,,3.45%,
20-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.45%,,30,29,,3.75%,,37759.37406,521697.5352,6/20/23,VUT,2,502817.8482,2030,,,,,140,2100,0,0,,,3.45%,
24-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.33%,,31,30,,2.90%,,68069.90218,536852.7993,6/24/23,VUT,4,521697.5352,2100,,,,,280,2170,0,0,,,3.33%,
26-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.33%,,31,30,,2.90%,,68069.90218,536852.7993,6/26/23,VUT,4,521697.5352,2100,,,,,280,2170,0,0,,,3.33%,
4-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.23%,,32,31,,4.21%,,37759.37406,559456.9093,7/4/23,VUT,2,536852.7993,2170,,,,,140,2240,0,0,,,3.23%,
7-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,6.67%,,32,30,,7.24%,,117260.1173,559456.9093,7/7/23,VUT,7,521697.5352,2100,,,,,490,2240,0,0,,,6.67%,
16-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.13%,,33,32,,15.25%,,56639.06108,644788.2396,7/16/23,VUT,3,559456.9093,2240,,,,,210,2584,0,7623,,,15.36%,
20-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.03%,,32,33,,4.62%,,69148.74144,625908.5526,7/20/23,VUT,3,598295.1226,2384,3369,,,,284,2514,3369,7623,126.27%,,5.45%,
7-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-14.29%,,30,35,,-12.60%,,83225.16624,525421.9582,8/7/23,VUT,5,601198.2785,2450,,,,,350,2100,0,0,,,-14.29%,
13-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-20.69%,,23,29,,-11.63%,,129460.7111,450930.5349,8/13/23,VUT,4,510266.6941,2030,,,,,480,1810,4254,4254,,,-10.84%,
14-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-26.67%,,22,30,,-17.06%,,68069.90218,435775.2709,8/14/23,VUT,4,525421.9582,2100,,,,,280,1740,0,4254,,,-17.14%,
15-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-40.63%,,19,32,,-29.29%,,37759.37406,390309.4787,8/15/23,VUT,2,552008.0634,2240,,,,,140,1530,0,4254,,,-31.70%,
18-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.70%,,26,27,,9.14%,,98380.4303,507569.596,8/18/23,VUT,6,465058.4742,1890,,,,,420,2020,0,4254,,,6.88%,
21-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,45.45%,,32,22,,28.38%,,68069.90218,559456.9093,8/21/23,VUT,4,435775.2709,1740,4254,,,,280,2240,0,0,-100.00%,,28.74%,
1-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,15.63%,,37,32,,12.71%,,147570.6454,638957.6526,9/1/23,VUT,9,566905.7552,2240,,,,,630,2590,0,0,,,15.63%,
11-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-8.57%,,32,35,,-8.08%,,68069.90218,559456.9093,9/11/23,VUT,4,608647.1244,2450,,,,,280,2240,0,0,,,-8.57%,
12-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-8.57%,,32,35,,-8.08%,,37759.37406,559456.9093,9/12/23,VUT,2,608647.1244,2450,,,,,140,2240,0,0,,,-8.57%,
15-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-9.38%,,29,32,,-12.17%,,86949.58921,491387.0071,9/15/23,VUT,6,559456.9093,2240,,,,,420,2030,0,0,,,-9.38%,
17-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.13%,,31,32,,-6.75%,,56639.06108,521697.5352,9/17/23,VUT,3,559456.9093,2240,,,,,210,2170,0,0,,,-3.13%,
30-Sep-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,12.90%,,35,31,,14.00%,,86949.58921,675432.1296,9/30/23,VUT,5,592464.5356,2390,,,,,350,2670,0,0,,,11.72%,
6-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-54.05%,,17,37,,-61.42%,,155019.4914,272279.6087,10/6/23,VUT,9,705742.6577,2810,,,,,630,1190,0,0,,,-57.65%,
12-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,153.33%,,38,15,,183.68%,,68069.90218,665286.1855,10/12/23,VUT,4,234520.2347,1050,,,,,280,2660,0,0,,,153.33%,
15-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,24.00%,,31,25,,29.99%,,56639.06108,540577.2223,10/15/23,VUT,3,415868.259,1750,,,,,210,2170,0,0,,,24.00%,
29-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-12.50%,,28,32,,-21.11%,,86949.58921,483938.1612,10/29/23,VUT,5,613398.8722,2440,4254,,,,350,1960,0,0,-100.00%,,-19.67%,
2-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-6.90%,27,27,29,3.00%,-2.76%,1029117.644,7471392.273,1/2/20,VUT,3,7253901.27,3770,9926,7683401.038,4218,9926,408,3956,0,11436,15.21%,15.21%,4.93%,-6.21%
11-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-3.45%,-3.45%,28,29,29,-2.61%,4.72%,1428150.648,7404398.359,1/11/20,VUT,5,7602981.583,4092,11436,7070975.322,4086,11436,652,3882,0,12108,5.88%,5.88%,-5.13%,-4.99%
13-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-3.45%,28,28,29,-0.40%,4.80%,1203205.03,7410712.74,1/13/20,VUT,6,7440211.751,3910,12946,7070975.322,4086,11436,832,3894,6790,10598,-18.14%,-7.33%,-0.41%,-4.70%
21-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,3.57%,-3.33%,29,28,30,0.33%,-0.77%,1213300.804,7435104.731,1/21/20,VUT,4,7410712.74,3894,10598,7492782.311,4256,11436,552,4242,3136,13057,23.20%,14.17%,8.94%,-0.33%
22-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-3.45%,-6.67%,28,29,30,-2.06%,-1.96%,828871.1788,7345651.004,1/22/20,VUT,3,7500166.467,4064,10598,7492782.311,4256,11436,414,4072,0,13057,23.20%,14.17%,0.20%,-4.32%
26-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-10.34%,-18.75%,26,29,32,-8.37%,-12.21%,578772.1771,6780049.436,1/26/20,VUT,3,7399291.339,4214,12219,7723063.604,4494,11436,396,3570,0,11436,-6.41%,0.00%,-15.28%,-20.56%
28-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-10.34%,-13.33%,26,29,30,-4.02%,-2.57%,1159386.447,7136061.77,1/28/20,VUT,4,7435104.731,4242,13057,7324030.601,4250,11436,620,3672,5776,11436,-12.41%,0.00%,-13.44%,-13.60%
1-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-7.41%,-13.79%,25,27,29,-10.73%,-10.76%,451281.6999,6389474.115,2/1/20,VUT,2,7157505.294,3800,13057,7159543.963,4080,11436,298,3556,1621,13057,0.00%,14.17%,-6.42%,-12.84%
7-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-60.71%,-54.17%,11,28,24,-76.36%,-70.01%,76824.96569,1741146.861,2/7/20,VUT,1,7366343.063,3910,11436,5805777.094,3356,9926,146,1370,1510,6267,-45.20%,-36.86%,-64.96%,-59.18%
26-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-10.53%,-32.00%,17,19,25,12.02%,-12.87%,828871.1788,5333735.503,2/26/20,VUT,3,4761308.957,2772,5523,6121340.663,3514,11436,414,2564,0,4990,-9.65%,-56.37%,-7.50%,-27.03%
27-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-15.00%,-32.00%,17,20,25,0.58%,-12.87%,541516.0003,5333735.503,2/27/20,VUT,1,5302824.958,2942,5523,6121340.663,3514,11436,170,2564,0,4990,-9.65%,-56.37%,-12.85%,-27.03%
7-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-5.88%,-33.33%,16,17,24,-1.38%,-9.30%,1296561.337,5259909.661,3/7/20,VUT,3,5333735.503,2564,4990,5799462.713,3344,11436,516,2496,0,4990,0.00%,-56.37%,-2.65%,-25.36%
14-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,31.25%,-8.70%,21,16,23,10.96%,1.94%,1455242.565,5836535.639,3/14/20,VUT,4,5259909.661,2496,4990,5725636.872,3276,11436,680,3146,877,10803,116.49%,-5.54%,26.04%,-3.97%
19-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,20.00%,0.00%,24,20,24,15.10%,12.68%,701297.4349,6534926.756,3/19/20,VUT,2,5677854.412,2982,9926,5799462.713,3344,11436,340,3656,0,9293,-6.38%,-18.74%,22.60%,9.33%
23-Jul-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,,-88.46%,3,,26,,-96.96%,89453.72717,221043.0375,7/23/20,VUT,1,,,,7262312.881,3634,7286,170,306,0,0,,-100.00%,,-91.58%
13-Aug-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,100.00%,-92.31%,2,1,26,135.96%,-97.80%,89453.72717,155248.3823,8/13/20,VUT,1,65794.65514,68,,7042777.199,3612,8416,170,238,0,0,,-100.00%,250.00%,-93.41%
29-Aug-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,400.00%,-80.77%,5,1,26,1646.22%,-84.15%,321877.9498,1148922.265,8/29/20,VUT,1,65794.65514,68,,7248245.923,3646,5776,170,714,0,2640,,-54.29%,950.00%,-80.42%
2-Sep-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,33.33%,-84.62%,4,3,26,-18.44%,-91.46%,124476.7264,601603.0585,9/2/20,VUT,1,737590.5877,374,2640,7042777.199,3612,8416,70,478,0,0,-100.00%,-100.00%,27.81%,-86.77%
9-Sep-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,25.00%,-80.77%,5,4,26,171.19%,-76.83%,379419.485,1631493.706,9/9/20,VUT,1,601603.0585,478,,7042777.199,3612,8416,170,714,0,2640,,-68.63%,49.37%,-80.23%
21-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-76.00%,6,4,25,36.81%,-82.41%,445214.1402,1219401.556,10/21/20,VUT,2,891287.2314,427,,6933137.965,3516,7578,238,816,0,0,,-100.00%,91.10%,-76.79%
24-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,166.67%,-69.23%,8,3,26,103.38%,-76.85%,321877.9498,1630733.233,10/24/20,VUT,1,801833.5042,257,,7042777.199,3612,8416,170,1156,0,0,,-100.00%,349.81%,-68.00%
27-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,25.00%,-80.77%,5,4,26,19.14%,-86.94%,65794.65514,922340.4723,10/27/20,VUT,1,774187.4159,578,,7064645.331,3584,10400,68,646,0,0,,-100.00%,11.76%,-81.98%
5-Nov-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-88.00%,3,3,25,17.91%,-92.17%,89453.72717,534667.8674,11/5/20,VUT,1,453467.2601,306,,6829247.862,3436,8416,170,408,0,0,,-100.00%,33.33%,-88.13%
7-Nov-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,100.00%,-84.00%,4,2,25,550.92%,-87.46%,321877.9498,856545.8172,11/7/20,VUT,1,131589.3103,136,,6829247.862,3436,8416,170,578,0,0,,-100.00%,325.00%,-83.18%
16-Dec-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-83.33%,-96.43%,1,6,28,-84.72%,-97.80%,164486.6379,164486.6379,12/16/20,VUT,1,1076406.071,880,3517,7471339.722,3940,9926,170,170,0,0,-100.00%,-100.00%,-80.68%,-95.69%
21-Dec-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,400.00%,-81.48%,5,1,27,897.04%,-78.19%,1006298.632,1582116.947,12/21/20,VUT,2,158681.2271,164,877,7253901.27,3770,9926,316,826,1510,1510,72.18%,-84.79%,403.66%,-78.09%
7-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,100.00%,-86.67%,4,2,30,422.53%,-74.25%,929473.6661,1995667.979,1/7/21,VUT,1,381925.0896,340,,7749195.693,4286,9926,170,680,0,0,,-100.00%,100.00%,-84.13%
6-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-50.00%,-88.00%,3,6,25,-30.95%,-85.17%,379419.485,923325.608,2/6/21,VUT,1,1337162.889,1020,,6227584.083,3526,9926,170,510,0,0,,-100.00%,-50.00%,-85.54%
3-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,20.00%,-75.00%,6,5,24,-20.22%,-79.09%,164486.6379,1212823.902,3/3/21,VUT,1,1520183.545,850,,5799462.713,3344,11436,170,892,0,3136,,-72.58%,4.94%,-73.33%
13-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-73.91%,6,4,23,58.80%,-77.06%,321877.9498,1313503.817,3/13/21,VUT,1,827139.2298,578,,5725636.872,3276,11436,170,918,0,0,,-100.00%,58.82%,-71.98%
2-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-76.00%,6,4,25,64.14%,-70.24%,929473.6661,1849559.238,4/2/21,VUT,1,1126815.134,680,,6215697.868,3526,9926,170,818,0,0,,-100.00%,20.29%,-76.80%
24-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-79.31%,6,4,29,12.86%,-86.78%,379419.485,981335.2153,4/24/21,VUT,1,869526.7337,578,,7422271.726,4122,8416,170,814,0,0,,-100.00%,40.83%,-80.25%
29-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,16.67%,-75.00%,7,6,28,184.47%,-59.82%,217438.4517,2912186.659,4/29/21,VUT,1,1023722.719,814,,7248320.964,3986,5776,170,1190,0,0,,-100.00%,46.19%,-70.15%
5-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-28.57%,-80.77%,5,7,26,-63.79%,-84.60%,486364.5877,1054581.082,5/5/21,VUT,2,2912186.659,1190,,6849287.961,3742,5776,340,694,0,2298,,-60.21%,-41.68%,-81.45%
7-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-14.29%,-77.78%,6,7,27,-43.88%,-76.73%,579829.7252,1634410.807,5/7/21,VUT,1,2912186.659,1190,,7023238.723,3878,8416,170,864,0,2298,,-72.69%,-27.39%,-77.72%
8-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,16.67%,-74.07%,7,6,27,-20.49%,-71.33%,379419.485,2013830.292,5/8/21,VUT,1,2532767.174,1020,,7023238.723,3878,8416,170,1034,0,2298,,-72.69%,1.37%,-73.34%
11-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-76.92%,6,4,26,135.95%,-74.79%,65794.65514,1728846.905,5/11/21,VUT,1,732703.1319,524,2298,6858752.085,3708,8416,68,918,0,0,-100.00%,-100.00%,75.19%,-75.24%
18-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,133.33%,-74.07%,7,3,27,97.26%,-70.31%,379419.485,2115324.733,6/18/21,VUT,1,1072375.945,510,,7124488.269,3802,5280,170,988,0,0,,-100.00%,93.73%,-74.01%
13-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-42.86%,-84.00%,4,7,25,-64.20%,-87.34%,65794.65514,869526.7337,7/13/21,VUT,1,2428949.563,1090,,6868826.438,3476,5776,68,578,0,0,,-100.00%,-46.97%,-83.37%
22-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-33.33%,-84.00%,4,6,25,37.66%,-76.51%,217438.4517,1690818.241,7/22/21,VUT,1,1228238.571,818,,7196518.226,3566,7286,170,680,0,0,,-100.00%,-16.87%,-80.93%
6-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-33.33%,-84.62%,4,6,26,68.29%,-71.66%,929473.6661,1995667.979,8/6/21,VUT,1,1185851.067,818,,7042777.199,3612,8416,170,680,0,0,,-100.00%,-16.87%,-81.17%
13-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,75.00%,-73.08%,7,4,26,-4.86%,-73.04%,379419.485,1898701.058,8/13/21,VUT,1,1995667.979,680,,7042777.199,3612,8416,170,990,0,0,,-100.00%,45.59%,-72.59%
18-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,25.00%,-80.00%,5,4,25,-33.30%,-83.06%,164486.6379,1197403.623,8/18/21,VUT,1,1795257.739,680,,7067643.34,3646,8416,170,650,0,0,,-100.00%,-4.41%,-82.17%
2-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-33.33%,-83.33%,4,6,24,-15.58%,-81.60%,379419.485,1245203.558,10/2/21,VUT,1,1474997.177,920,,6767218.39,3380,4938,170,680,0,0,,-100.00%,-26.09%,-79.88%
4-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-16.67%,-79.17%,5,6,24,-1.84%,-75.49%,793055.2283,1658839.301,10/4/21,VUT,2,1689930.024,920,,6767218.39,3380,4938,340,850,0,0,,-100.00%,-7.61%,-74.85%
7-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,233.33%,-60.00%,10,3,25,260.54%,-52.04%,254272.3394,3328949.894,10/7/21,VUT,2,923325.608,510,,6941169.152,3516,7578,240,1600,0,0,,-100.00%,213.73%,-54.49%
13-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-25.00%,-76.92%,6,8,26,-37.65%,-72.78%,903866.9303,1916978.24,10/13/21,VUT,2,3074677.555,1360,,7042777.199,3612,8416,340,920,0,0,,-100.00%,-32.35%,-74.53%
4-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,20.00%,-76.92%,6,5,26,49.79%,-80.11%,254272.3394,1441934.362,11/4/21,VUT,2,962665.1002,750,,7251054.851,3606,8416,240,920,0,0,,-100.00%,22.67%,-74.49%
14-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-42.86%,-85.19%,4,7,27,-31.68%,-81.75%,579829.7252,1283632.765,11/14/21,VUT,1,1878895.382,1090,,7032197.746,3764,9926,170,680,0,0,,-100.00%,-37.61%,-81.93%
16-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-74.07%,7,7,27,19.72%,-68.04%,379419.485,2249345.877,11/16/21,VUT,1,1878895.382,1090,,7038512.127,3776,8416,170,1190,0,0,,-100.00%,9.17%,-68.49%
20-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,150.00%,-60.00%,10,4,25,231.89%,-46.42%,379419.485,3595072.915,11/20/21,VUT,1,1083222.524,680,,6709538.851,3436,8416,170,1600,0,0,,-100.00%,135.29%,-53.43%
23-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-72.00%,7,7,25,12.93%,-62.14%,490754.6071,2540284.685,11/23/21,VUT,1,2249345.877,1190,,6709538.851,3436,8416,170,1090,0,0,,-100.00%,-8.40%,-68.28%
2-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-76.00%,6,4,25,23.85%,-77.86%,454924.2865,1485194.997,12/2/21,VUT,2,1199147.368,680,,6709538.851,3436,8416,340,1020,0,0,,-100.00%,50.00%,-70.31%
7-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,125.00%,-64.00%,9,4,25,239.02%,-55.66%,490754.6071,2959231.146,12/7/21,VUT,1,872879.3986,680,,6673725.459,3408,7578,170,1530,0,0,,-100.00%,125.00%,-55.11%
8-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,100.00%,-68.00%,8,4,25,155.99%,-60.48%,164486.6379,2637353.196,12/8/21,VUT,1,1030270.711,680,,6673725.459,3408,7578,170,1360,0,0,,-100.00%,100.00%,-60.09%
18-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,60.00%,-71.43%,8,5,28,25.88%,-65.69%,379419.485,2563291.42,12/18/21,VUT,1,2036297.444,850,,7471339.722,3940,9926,170,1354,0,877,,-91.16%,59.29%,-65.63%
3-Feb-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-40.00%,-88.89%,3,5,27,-38.00%,-82.62%,379419.485,1166731.549,2/3/22,VUT,1,1881943.394,850,,6714329.823,3842,11436,170,510,0,0,,-100.00%,-40.00%,-86.73%
15-Feb-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,33.33%,-84.00%,4,3,25,18.80%,-77.11%,321877.9498,1402594.87,2/15/22,VUT,1,1180645.959,510,,6127655.044,3526,9926,170,680,0,0,,-100.00%,33.33%,-80.71%
16-Feb-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,100.00%,-76.00%,6,3,25,44.79%,-72.10%,306892.1789,1709487.049,2/16/22,VUT,2,1180645.959,510,,6127655.044,3526,9926,340,1020,0,0,,-100.00%,100.00%,-71.07%
23-Feb-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-33.33%,-84.00%,4,6,25,-11.44%,-74.94%,321877.9498,1513929.992,2/23/22,VUT,1,1709487.049,1020,,6040462.409,3442,6156,170,680,0,0,,-100.00%,-33.33%,-80.24%
25-Feb-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-81.48%,5,5,27,39.50%,-70.46%,421806.989,1935736.981,2/25/22,VUT,1,1387609.099,850,,6551861.674,3784,11436,170,850,0,0,,-100.00%,0.00%,-77.54%
26-Feb-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-76.00%,6,4,25,129.64%,-62.18%,379419.485,2315156.466,2/26/22,VUT,1,1008189.614,680,,6121340.663,3514,11436,170,1020,0,0,,-100.00%,50.00%,-70.97%
5-Apr-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-88.46%,3,3,26,0.37%,-86.92%,67729.79206,868956.2661,4/5/22,VUT,1,865784.0727,510,,6643819.238,3708,8416,70,410,0,0,,-100.00%,-19.61%,-88.94%
7-Apr-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,300.00%,-86.21%,4,1,29,213.86%,-83.96%,321877.9498,1190834.216,4/7/22,VUT,1,379419.485,170,,7422271.726,4122,8416,170,580,0,0,,-100.00%,241.18%,-85.93%
6-Jul-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,,-42.86%,16,,28,,-40.87%,801226.4741,4456953.36,7/6/22,VUT,2,,,,7536921.004,3924,7578,340,2218,0,0,,-100.00%,,-43.48%
10-Jul-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,137.50%,-29.63%,19,8,27,118.12%,-33.73%,780518.8265,5152665.346,7/10/22,VUT,3,2362264.127,1160,,7775812.997,3816,5776,410,2624,0,0,,-100.00%,126.21%,-31.24%
14-Jul-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,17.65%,-20.00%,20,17,25,10.68%,-19.46%,957769.373,5532084.831,7/14/22,VUT,3,4998469.36,2388,,6868826.438,3476,5776,410,2794,0,0,,-100.00%,17.00%,-19.62%
26-Jul-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-15.00%,-34.62%,17,20,26,-15.12%,-35.44%,871655.7697,4694024.469,7/26/22,VUT,5,5530149.694,2792,,7270344.067,3634,7286,548,2384,0,0,,-100.00%,-14.61%,-34.40%
1-Aug-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,43.75%,-8.00%,23,16,25,29.38%,-14.11%,809479.594,5985552.091,8/1/22,VUT,3,4626294.677,2314,,6968951.357,3544,8416,408,3100,0,0,,-100.00%,33.97%,-12.53%
8-Aug-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-4.35%,-15.38%,22,23,26,-11.56%,-24.83%,897880.9243,5293827.945,8/8/22,VUT,4,5985552.091,3100,,7042777.199,3612,8416,576,2906,0,0,,-100.00%,-6.26%,-19.55%
