,date,post_courier_news_count,post_courier_epu_count,post_courier_ratio,post_courier_z_score,abc_au_news_count,abc_au_epu_count,abc_au_ratio,abc_au_z_score,rnz_news_count,rnz_epu_count,rnz_ratio,rnz_z_score,z_score,epu_index
184,2018-06-01,184.0,3.0,0.016304347826086956,1.4697903248034179,18.0,1.0,0.05555555555555555,0.6581792856320087,62.0,1.0,0.016129032258064516,0.27865842512251837,0.8022093451859815,208.60768438685727
185,2018-07-01,163.0,1.0,0.006134969325153374,0.5530499381673393,8.0,1.0,0.125,1.4809033926720196,68.0,2.0,0.029411764705882353,0.5081418340469452,0.8473650549621015,220.350040805128
186,2018-08-01,262.0,6.0,0.022900763358778626,2.064438318807854,11.0,1.0,0.09090909090909091,1.0770206492160141,83.0,1.0,0.012048192771084338,0.20815448623609809,1.1165378180866554,290.3461174556777
187,2018-09-01,154.0,2.0,0.012987012987012988,1.1707420768996921,8.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.39024735896656404,101.48049057347754
188,2018-10-01,206.0,4.0,0.019417475728155338,1.7504299013840054,8.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.5834766337946685,151.72811211956835
189,2018-11-01,207.0,1.0,0.004830917874396135,0.43549342957138304,27.0,4.0,0.14814814814814814,1.7551447616853564,105.0,1.0,0.009523809523809525,0.16454116531043944,0.7850597855223929,204.14808795963532
190,2018-12-01,99.0,3.0,0.030303030303030304,2.7317315127659483,5.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.9105771709219828,236.78781133811427
191,2019-01-01,156.0,2.0,0.01282051282051282,1.1557325630932858,5.0,1.0,0.2,2.3694454282752315,74.0,0.0,0.0,0.0,1.1750593304561725,305.5641366117516
192,2019-02-01,109.0,2.0,0.01834862385321101,1.6540759618582808,14.0,1.0,0.07142857142857142,0.8462305100982969,72.0,2.0,0.027777777777777776,0.4799117321554483,0.9934060680373419,258.32675816195916
193,2019-03-01,125.0,1.0,0.008,0.7211771193702103,7.0,1.0,0.14285714285714285,1.6924610201965937,59.0,1.0,0.01694915254237288,0.2928274975863753,0.9021552123843931,234.5977529960223
194,2019-04-01,90.0,2.0,0.022222222222222223,2.003269776028362,8.0,1.0,0.125,1.4809033926720196,75.0,2.0,0.02666666666666667,0.4607152628692304,1.314962810523204,341.9448409622852
195,2019-05-01,125.0,2.0,0.016,1.4423542387404207,11.0,3.0,0.2727272727272727,3.231061947648042,87.0,2.0,0.022988505747126436,0.3971683300596814,1.6901948388160484,439.5207231178423
196,2019-06-01,101.0,0.0,0.0,0.0,8.0,1.0,0.125,1.4809033926720196,78.0,1.0,0.01282051282051282,0.22149772253328384,0.5674670384017678,147.56495365859425
197,2019-07-01,97.0,1.0,0.010309278350515464,0.929351957951302,9.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.30978398598376733,80.55667808410072
198,2019-08-01,159.0,2.0,0.012578616352201259,1.1339262883179408,18.0,1.0,0.05555555555555555,0.6581792856320087,62.0,2.0,0.03225806451612903,0.5573168502450367,0.7831408080649954,203.64907427177377
199,2019-09-01,130.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,39.0,1.0,0.02564102564102564,0.4429954450665677,0.14766514835552255,38.39905985630944
200,2019-10-01,319.0,2.0,0.006269592476489028,0.5651858302274375,10.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.18839527674247916,48.99058165616157
201,2019-11-01,214.0,1.0,0.004672897196261682,0.42124831738914154,8.0,1.0,0.125,1.4809033926720196,62.0,0.0,0.0,0.0,0.634050570020387,164.8794320208964
202,2019-12-01,199.0,0.0,0.0,0.0,5.0,1.0,0.2,2.3694454282752315,29.0,3.0,0.10344827586206896,1.787257485268566,1.3855676378479327,360.3050229062276
203,2020-01-01,245.0,1.0,0.004081632653061225,0.3679475098827604,4.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.12264916996092014,31.89386846595009
204,2020-02-01,155.0,4.0,0.025806451612903226,2.3263778044200336,6.0,0.0,0.0,0.0,50.0,1.0,0.02,0.3455364471519228,0.8906380838573188,231.60282215005742
205,2020-03-01,143.0,3.0,0.02097902097902098,1.891198739607195,3.0,1.0,0.3333333333333333,3.949075713792052,50.0,2.0,0.04,0.6910728943038456,2.1771157825676974,566.1403532244273
206,2020-04-01,159.0,2.0,0.012578616352201259,1.1339262883179408,5.0,1.0,0.2,2.3694454282752315,51.0,1.0,0.0196078431372549,0.3387612226979635,1.280710979763712,333.03794509573095
207,2020-05-01,140.0,3.0,0.02142857142857143,1.931724426884492,9.0,2.0,0.2222222222222222,2.6327171425280347,47.0,1.0,0.02127659574468085,0.367591965055237,1.644011178155921,427.5110568572429
208,2020-06-01,78.0,0.0,0.0,0.0,5.0,1.0,0.2,2.3694454282752315,53.0,0.0,0.0,0.0,0.7898151427584105,205.38467796870324
209,2020-07-01,62.0,2.0,0.03225806451612903,2.9079722555250416,8.0,1.0,0.125,1.4809033926720196,45.0,1.0,0.022222222222222223,0.3839293857243587,1.5909350113071399,413.70905326691104
210,2020-08-01,50.0,1.0,0.02,1.802942798425526,14.0,1.0,0.07142857142857142,0.8462305100982969,52.0,0.0,0.0,0.0,0.8830577695079409,229.6316261862637
211,2020-09-01,51.0,0.0,0.0,0.0,5.0,2.0,0.4,4.738890856550463,52.0,1.0,0.019230769230769232,0.3322465837999258,1.690379146783463,439.5686508296386
212,2020-10-01,54.0,1.0,0.018518518518518517,1.669391480023635,4.0,1.0,0.25,2.9618067853440393,38.0,1.0,0.02631578947368421,0.4546532199367405,1.6952838284348049,440.8440713767577
213,2020-11-01,41.0,0.0,0.0,0.0,9.0,2.0,0.2222222222222222,2.6327171425280347,51.0,1.0,0.0196078431372549,0.3387612226979635,0.9904927884086661,257.56918469194613
214,2020-12-01,41.0,0.0,0.0,0.0,10.0,1.0,0.1,1.1847227141376158,20.0,2.0,0.1,1.727682235759614,0.9708016499657433,252.44867242395847
215,2021-01-01,31.0,1.0,0.03225806451612903,2.9079722555250416,6.0,1.0,0.16666666666666666,1.974537856896026,13.0,0.0,0.0,0.0,1.6275033708070226,423.21834263492275
216,2021-02-01,88.0,2.0,0.022727272727272728,2.048798634574461,7.0,1.0,0.14285714285714285,1.6924610201965937,20.0,0.0,0.0,0.0,1.2470865515903515,324.2941999098023
217,2021-03-01,128.0,0.0,0.0,0.0,26.0,5.0,0.19230769230769232,2.278312911803107,45.0,0.0,0.0,0.0,0.7594376372677023,197.48526727759926
218,2021-04-01,117.0,0.0,0.0,0.0,17.0,2.0,0.11764705882352941,1.3937914283971948,31.0,0.0,0.0,0.0,0.46459714279906494,120.81451645217837
219,2021-05-01,82.0,5.0,0.06097560975609756,5.496776824468067,5.0,2.0,0.4,4.738890856550463,17.0,1.0,0.058823529411764705,1.0162836680938905,3.7506504497041404,975.3245956962934
220,2021-06-01,178.0,0.0,0.0,0.0,6.0,1.0,0.16666666666666666,1.974537856896026,18.0,5.0,0.2777777777777778,4.799117321554483,2.257885059483503,587.1437134172717
221,2021-07-01,80.0,0.0,0.0,0.0,9.0,2.0,0.2222222222222222,2.6327171425280347,15.0,0.0,0.0,0.0,0.8775723808426782,228.2051977430036
222,2021-08-01,123.0,0.0,0.0,0.0,6.0,1.0,0.16666666666666666,1.974537856896026,13.0,0.0,0.0,0.0,0.6581792856320087,171.1538983072527
223,2021-09-01,97.0,2.0,0.020618556701030927,1.858703915902604,5.0,2.0,0.4,4.738890856550463,12.0,1.0,0.08333333333333333,1.439735196466345,2.679109989639804,696.6796566386137
224,2021-10-01,65.0,1.0,0.015384615384615385,1.3868790757119431,8.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.46229302523731436,120.21535037165802
225,2021-11-01,119.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,1.6924610201965937,17.0,0.0,0.0,0.0,0.5641536733988646,146.7033414062166
226,2021-12-01,51.0,0.0,0.0,0.0,2.0,1.0,0.5,5.923613570688079,6.0,0.0,0.0,0.0,1.9745378568960261,513.4616949217581
227,2022-01-01,37.0,2.0,0.05405405405405406,4.872818374123043,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.6242727913743478,422.37825806258223
228,2022-02-01,38.0,1.0,0.02631578947368421,2.37229315582306,5.0,0.0,0.0,0.0,5.0,1.0,0.2,3.455364471519228,1.9425525424474295,505.1441872517866
229,2022-03-01,52.0,1.0,0.019230769230769232,1.7335988446399289,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.577866281546643,150.26918796457255
230,2022-04-01,104.0,0.0,0.0,0.0,8.0,1.0,0.125,1.4809033926720196,8.0,0.0,0.0,0.0,0.49363446422400653,128.36542373043952
231,2022-05-01,251.0,2.0,0.00796812749003984,0.7183039037551896,11.0,1.0,0.09090909090909091,1.0770206492160141,6.0,0.0,0.0,0.0,0.598441517657068,155.61960227533268
232,2022-06-01,353.0,4.0,0.0113314447592068,1.0214973362184283,12.0,3.0,0.25,2.9618067853440393,6.0,1.0,0.16666666666666666,2.87947039293269,2.287591504831719,594.8686206533241
233,2022-07-01,268.0,2.0,0.007462686567164179,0.6727398501587784,7.0,0.0,0.0,0.0,8.0,1.0,0.125,2.1596027946995173,0.9441142149527653,245.50883302456654
234,2022-08-01,268.0,1.0,0.0037313432835820895,0.3363699250793892,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.11212330835979639,29.156708112529
235,2022-09-01,176.0,1.0,0.005681818181818182,0.5121996586436153,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.17073321954787177,44.39771462589643
236,2022-10-01,190.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
237,2022-11-01,163.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,5.75894078586538,1.9196469286217932,499.18777813202274
238,2022-12-01,143.0,3.0,0.02097902097902098,1.891198739607195,3.0,1.0,0.3333333333333333,3.949075713792052,3.0,0.0,0.0,0.0,1.9467581511330823,506.2378198485845
239,2023-01-01,140.0,1.0,0.007142857142857143,0.6439081422948306,13.0,2.0,0.15384615384615385,1.8226503294424856,0.0,0.0,0.0,0.0,0.8221861572457722,213.8024836374921
240,2023-02-01,120.0,2.0,0.016666666666666666,1.5024523320212715,15.0,2.0,0.13333333333333333,1.5796302855168207,2.0,0.0,0.0,0.0,1.0273608725126975,267.156414881765
241,2023-03-01,139.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,1.6924610201965937,4.0,0.0,0.0,0.0,0.5641536733988646,146.7033414062166
242,2023-04-01,92.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0,2.0,0.2857142857142857,4.9362349593131825,1.645411653104394,427.8752383988766
243,2023-05-01,136.0,1.0,0.007352941176470588,0.662846617068208,12.0,3.0,0.25,2.9618067853440393,8.0,0.0,0.0,0.0,1.2082178008040825,314.18671344733326
244,2023-06-01,147.0,0.0,0.0,0.0,13.0,1.0,0.07692307692307693,0.9113251647212428,9.0,0.0,0.0,0.0,0.30377505490708095,78.99410691103971
245,2023-07-01,81.0,1.0,0.012345679012345678,1.11292765334909,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.37097588444969665,96.46910832293544
246,2023-08-01,0.0,0.0,0.0,0.0,9.0,2.0,0.2222222222222222,2.6327171425280347,8.0,0.0,0.0,0.0,0.8775723808426782,228.2051977430036
247,2023-09-01,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,1.0,0.08333333333333333,1.439735196466345,0.4799117321554483,124.79694453300569
