,date,post_courier_news_count,post_courier_epu_count,post_courier_ratio,post_courier_z_score,abc_au_news_count,abc_au_epu_count,abc_au_ratio,abc_au_z_score,rnz_news_count,rnz_epu_count,rnz_ratio,rnz_z_score,z_score,epu_index
56,2007-10-01,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2007-11-01,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2007-12-01,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2008-01-01,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2008-02-01,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2008-03-01,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2008-04-01,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2008-05-01,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2008-06-01,0.0,0.0,0.0,0.0,23.0,1.0,0.043478260869565216,0.5150968322337459,0.0,0.0,0.0,0.0,0.1716989440779153,44.64884303667461
65,2008-07-01,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2008-08-01,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2008-09-01,0.0,0.0,0.0,0.0,35.0,1.0,0.02857142857142857,0.33849220403931873,0.0,0.0,0.0,0.0,0.1128307346797729,29.340668281243317
68,2008-10-01,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2008-11-01,0.0,0.0,0.0,0.0,27.0,1.0,0.037037037037037035,0.4387861904213391,0.0,0.0,0.0,0.0,0.1462620634737797,38.034199623833935
70,2008-12-01,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2009-01-01,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2009-02-01,0.0,0.0,0.0,0.0,17.0,1.0,0.058823529411764705,0.6968957141985974,0.0,0.0,0.0,0.0,0.23229857139953247,60.40725822608918
73,2009-03-01,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2009-04-01,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2009-05-01,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2009-06-01,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2009-07-01,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2009-08-01,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2009-09-01,0.0,0.0,0.0,0.0,24.0,1.0,0.041666666666666664,0.4936344642240065,0.0,0.0,0.0,0.0,0.16454482140800217,42.78847457681317
80,2009-10-01,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2009-11-01,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2009-12-01,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2010-01-01,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,2010-02-01,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2010-03-01,0.0,0.0,0.0,0.0,19.0,1.0,0.05263157894736842,0.623538270598745,0.0,0.0,0.0,0.0,0.20784609019958167,54.04859946544821
86,2010-04-01,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2010-05-01,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2010-06-01,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2010-07-01,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2010-08-01,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2010-09-01,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,2010-10-01,0.0,0.0,0.0,0.0,20.0,1.0,0.05,0.5923613570688079,0.0,0.0,0.0,0.0,0.19745378568960262,51.34616949217581
93,2010-11-01,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2010-12-01,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2011-01-01,0.0,0.0,0.0,0.0,10.0,1.0,0.1,1.1847227141376158,0.0,0.0,0.0,0.0,0.39490757137920524,102.69233898435162
96,2011-02-01,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2011-03-01,0.0,0.0,0.0,0.0,18.0,1.0,0.05555555555555555,0.6581792856320087,0.0,0.0,0.0,0.0,0.21939309521066955,57.0512994357509
98,2011-04-01,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2011-05-01,0.0,0.0,0.0,0.0,30.0,2.0,0.06666666666666667,0.7898151427584104,0.0,0.0,0.0,0.0,0.26327171425280343,68.46155932290107
100,2011-06-01,0.0,0.0,0.0,0.0,24.0,1.0,0.041666666666666664,0.4936344642240065,0.0,0.0,0.0,0.0,0.16454482140800217,42.78847457681317
101,2011-07-01,0.0,0.0,0.0,0.0,10.0,1.0,0.1,1.1847227141376158,0.0,0.0,0.0,0.0,0.39490757137920524,102.69233898435162
102,2011-08-01,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2011-09-01,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2011-10-01,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2011-11-01,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2011-12-01,0.0,0.0,0.0,0.0,21.0,1.0,0.047619047619047616,0.5641536733988646,0.0,0.0,0.0,0.0,0.1880512244662882,48.901113802072196
107,2012-01-01,0.0,0.0,0.0,0.0,15.0,1.0,0.06666666666666667,0.7898151427584104,0.0,0.0,0.0,0.0,0.26327171425280343,68.46155932290107
108,2012-02-01,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2012-03-01,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,2012-04-01,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2012-05-01,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2012-06-01,0.0,0.0,0.0,0.0,21.0,1.0,0.047619047619047616,0.5641536733988646,0.0,0.0,0.0,0.0,0.1880512244662882,48.901113802072196
113,2012-07-01,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2012-08-01,0.0,0.0,0.0,0.0,54.0,1.0,0.018518518518518517,0.21939309521066955,0.0,0.0,0.0,0.0,0.07313103173688985,19.017099811916967
115,2012-09-01,0.0,0.0,0.0,0.0,37.0,1.0,0.02702702702702703,0.32019532814530155,0.0,0.0,0.0,0.0,0.10673177604843385,27.75468621198693
116,2012-10-01,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2012-11-01,0.0,0.0,0.0,0.0,46.0,3.0,0.06521739130434782,0.7726452483506189,0.0,0.0,0.0,0.0,0.25754841611687296,66.97326455501192
118,2012-12-01,0.0,0.0,0.0,0.0,19.0,1.0,0.05263157894736842,0.623538270598745,0.0,0.0,0.0,0.0,0.20784609019958167,54.04859946544821
119,2013-01-01,0.0,0.0,0.0,0.0,39.0,2.0,0.05128205128205128,0.6075501098141618,0.0,0.0,0.0,0.0,0.20251670327138727,52.662737940693134
120,2013-02-01,0.0,0.0,0.0,0.0,41.0,1.0,0.024390243902439025,0.28895675954575994,0.0,0.0,0.0,0.0,0.09631891984858665,25.046911947402837
121,2013-03-01,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2013-04-01,0.0,0.0,0.0,0.0,46.0,2.0,0.043478260869565216,0.5150968322337459,0.0,0.0,0.0,0.0,0.1716989440779153,44.64884303667461
123,2013-05-01,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2013-06-01,0.0,0.0,0.0,0.0,33.0,1.0,0.030303030303030304,0.35900688307200473,0.0,0.0,0.0,0.0,0.11966896102400158,31.118890601318675
125,2013-07-01,0.0,0.0,0.0,0.0,68.0,5.0,0.07352941176470588,0.8711196427482468,0.0,0.0,0.0,0.0,0.2903732142494156,75.50907278261148
126,2013-08-01,0.0,0.0,0.0,0.0,50.0,1.0,0.02,0.23694454282752314,0.0,0.0,0.0,0.0,0.07898151427584105,20.538467796870325
127,2013-09-01,0.0,0.0,0.0,0.0,54.0,1.0,0.018518518518518517,0.21939309521066955,0.0,0.0,0.0,0.0,0.07313103173688985,19.017099811916967
128,2013-10-01,0.0,0.0,0.0,0.0,40.0,2.0,0.05,0.5923613570688079,0.0,0.0,0.0,0.0,0.19745378568960262,51.34616949217581
129,2013-11-01,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2013-12-01,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2014-01-01,0.0,0.0,0.0,0.0,18.0,2.0,0.1111111111111111,1.3163585712640173,0.0,0.0,0.0,0.0,0.4387861904213391,114.1025988715018
132,2014-02-01,0.0,0.0,0.0,0.0,43.0,4.0,0.09302325581395349,1.102067641058247,0.0,0.0,0.0,0.0,0.367355880352749,95.52775719474569
133,2014-03-01,0.0,0.0,0.0,0.0,47.0,2.0,0.0425531914893617,0.5041373251649428,0.0,0.0,0.0,0.0,0.16804577505498094,43.69886765291558
134,2014-04-01,0.0,0.0,0.0,0.0,30.0,1.0,0.03333333333333333,0.3949075713792052,0.0,0.0,0.0,0.0,0.13163585712640172,34.23077966145053
135,2014-05-01,0.0,0.0,0.0,0.0,37.0,1.0,0.02702702702702703,0.32019532814530155,0.0,0.0,0.0,0.0,0.10673177604843385,27.75468621198693
136,2014-06-01,0.0,0.0,0.0,0.0,47.0,2.0,0.0425531914893617,0.5041373251649428,0.0,0.0,0.0,0.0,0.16804577505498094,43.69886765291558
137,2014-07-01,0.0,0.0,0.0,0.0,32.0,3.0,0.09375,1.1106775445040147,0.0,0.0,0.0,0.0,0.3702258481680049,96.27406779782964
138,2014-08-01,0.0,0.0,0.0,0.0,21.0,1.0,0.047619047619047616,0.5641536733988646,0.0,0.0,0.0,0.0,0.1880512244662882,48.901113802072196
139,2014-09-01,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2014-10-01,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,2014-11-01,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2014-12-01,0.0,0.0,0.0,0.0,21.0,3.0,0.14285714285714285,1.6924610201965937,0.0,0.0,0.0,0.0,0.5641536733988646,146.7033414062166
143,2015-01-01,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,2015-02-01,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,40.0,1.0,0.025,0.4319205589399035,0.1439735196466345,37.43908335990171
145,2015-03-01,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0
146,2015-04-01,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,95.0,1.0,0.010526315789473684,0.1818612879746962,0.06062042932489873,15.763824572590192
147,2015-05-01,0.0,0.0,0.0,0.0,21.0,1.0,0.047619047619047616,0.5641536733988646,114.0,0.0,0.0,0.0,0.1880512244662882,48.901113802072196
148,2015-06-01,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0
149,2015-07-01,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0
150,2015-08-01,0.0,0.0,0.0,0.0,26.0,1.0,0.038461538461538464,0.4556625823606214,100.0,2.0,0.02,0.3455364471519228,0.26706634317084804,69.44832014344121
151,2015-09-01,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,117.0,1.0,0.008547008547008548,0.14766514835552258,0.04922171611850753,12.799686618769817
152,2015-10-01,0.0,0.0,0.0,0.0,26.0,1.0,0.038461538461538464,0.4556625823606214,71.0,0.0,0.0,0.0,0.15188752745354048,39.497053455519854
153,2015-11-01,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0
154,2015-12-01,104.0,1.0,0.009615384615384616,0.8667994223199644,12.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.2889331407733215,75.13459398228628
155,2016-01-01,202.0,2.0,0.009900990099009901,0.8925459398146168,16.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.29751531327153896,77.3663145956215
156,2016-02-01,195.0,2.0,0.010256410256410256,0.9245860504746286,9.0,0.0,0.0,0.0,80.0,1.0,0.0125,0.21596027946995175,0.3801821099815268,98.86310859438953
157,2016-03-01,234.0,2.0,0.008547008547008548,0.770488375395524,25.0,0.0,0.0,0.0,85.0,2.0,0.023529411764705882,0.4065134672375562,0.3923339475443601,102.02309010076326
158,2016-04-01,209.0,3.0,0.014354066985645933,1.2939780849943965,43.0,0.0,0.0,0.0,87.0,3.0,0.034482758620689655,0.5957524950895221,0.6299101933613062,163.80276245512363
159,2016-05-01,300.0,3.0,0.01,0.901471399212763,28.0,0.0,0.0,0.0,128.0,1.0,0.0078125,0.13497517466871983,0.34548219129382757,89.83969129154698
160,2016-06-01,255.0,2.0,0.00784313725490196,0.7070363915394219,26.0,1.0,0.038461538461538464,0.4556625823606214,96.0,3.0,0.03125,0.5399006986748793,0.5675332241916409,147.5821647076148
161,2016-07-01,236.0,3.0,0.012711864406779662,1.1459382193382581,21.0,0.0,0.0,0.0,106.0,2.0,0.018867924528301886,0.32597778033200264,0.49063866655675364,127.58639214970883
162,2016-08-01,287.0,1.0,0.003484320557491289,0.3141015328267467,21.0,1.0,0.047619047619047616,0.5641536733988646,99.0,3.0,0.030303030303030304,0.5235400714423073,0.46726509255597287,121.50829398567247
163,2016-09-01,250.0,2.0,0.008,0.7211771193702103,21.0,1.0,0.047619047619047616,0.5641536733988646,80.0,1.0,0.0125,0.21596027946995175,0.5004303574130089,130.13263767528522
164,2016-10-01,227.0,0.0,0.0,0.0,17.0,1.0,0.058823529411764705,0.6968957141985974,72.0,1.0,0.013888888888888888,0.23995586607772415,0.3122838600921072,81.20674898159014
165,2016-11-01,172.0,2.0,0.011627906976744186,1.048222557224143,32.0,1.0,0.03125,0.3702258481680049,75.0,2.0,0.02666666666666667,0.4607152628692304,0.6263878894204594,162.8868174175644
166,2016-12-01,158.0,2.0,0.012658227848101266,1.141103036978181,20.0,2.0,0.1,1.1847227141376158,48.0,3.0,0.0625,1.0798013973497587,1.1352090494885185,295.2014116139511
167,2017-01-01,206.0,2.0,0.009708737864077669,0.8752149506920027,18.0,1.0,0.05555555555555555,0.6581792856320087,57.0,0.0,0.0,0.0,0.5111314121080038,132.91535549553507
168,2017-02-01,184.0,4.0,0.021739130434782608,1.9597204330712237,25.0,2.0,0.08,0.9477781713100926,74.0,0.0,0.0,0.0,0.9691662014604386,252.023388016998
169,2017-03-01,283.0,4.0,0.014134275618374558,1.2741645218554953,18.0,1.0,0.05555555555555555,0.6581792856320087,106.0,0.0,0.0,0.0,0.6441146024958346,167.49649765706215
170,2017-04-01,186.0,4.0,0.021505376344086023,1.938648170350028,21.0,0.0,0.0,0.0,94.0,1.0,0.010638297872340425,0.1837959825276185,0.7074813842925488,183.97448771911408
171,2017-05-01,463.0,6.0,0.012958963282937365,1.1682134763016365,18.0,2.0,0.1111111111111111,1.3163585712640173,78.0,2.0,0.02564102564102564,0.4429954450665677,0.9758558308774071,253.76296897607605
172,2017-06-01,394.0,4.0,0.01015228426395939,0.9151993900637186,18.0,0.0,0.0,0.0,88.0,1.0,0.011363636363636364,0.19632752679086524,0.3705089722848613,96.34769180478733
173,2017-07-01,244.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,91.0,1.0,0.01098901098901099,0.18985519074281473,0.06328506358093824,16.456739938418334
174,2017-08-01,359.0,4.0,0.011142061281337047,1.0044249573401258,23.0,1.0,0.043478260869565216,0.5150968322337459,120.0,1.0,0.008333333333333333,0.1439735196466345,0.5544984364068354,144.19257954187233
175,2017-09-01,392.0,6.0,0.015306122448979591,1.3798031620603515,17.0,1.0,0.058823529411764705,0.6968957141985974,76.0,1.0,0.013157894736842105,0.22732660996837026,0.7680084954091063,199.71404568913974
176,2017-10-01,144.0,3.0,0.020833333333333332,1.8780654150265894,23.0,0.0,0.0,0.0,75.0,1.0,0.013333333333333334,0.2303576314346152,0.7028076821537349,182.75913142023447
177,2017-11-01,276.0,0.0,0.0,0.0,36.0,3.0,0.08333333333333333,0.987268928448013,95.0,1.0,0.010526315789473684,0.1818612879746962,0.38971007214090303,101.34077372621653
178,2017-12-01,163.0,4.0,0.024539877300613498,2.212199752669357,16.0,1.0,0.0625,0.7404516963360098,53.0,0.0,0.0,0.0,0.9842171496684556,255.93725847031845
179,2018-01-01,125.0,2.0,0.016,1.4423542387404207,26.0,1.0,0.038461538461538464,0.4556625823606214,62.0,1.0,0.016129032258064516,0.27865842512251837,0.7255584154078534,188.675265171013
180,2018-02-01,228.0,1.0,0.0043859649122807015,0.3953821926371767,17.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.13179406421239223,34.27192006209548
181,2018-03-01,260.0,4.0,0.015384615384615385,1.3868790757119431,18.0,2.0,0.1111111111111111,1.3163585712640173,74.0,1.0,0.013513513513513514,0.23347057239994784,0.9789027397919695,254.55529159986347
182,2018-04-01,176.0,3.0,0.017045454545454544,1.5365989759308458,21.0,1.0,0.047619047619047616,0.5641536733988646,74.0,1.0,0.013513513513513514,0.23347057239994784,0.7780744072432194,202.3316000364651
183,2018-05-01,200.0,1.0,0.005,0.4507356996063815,14.0,0.0,0.0,0.0,84.0,1.0,0.011904761904761904,0.20567645663804926,0.2188040520814769,56.89812380407538
