,date,post_courier,abc_au,rnz
0,2003-02-01,,0.329525,
1,2003-03-01,,-0.2704636363636364,
2,2003-04-01,,-0.3277363636363636,
3,2003-05-01,,-0.18848666666666666,
4,2003-06-01,,0.5398230769230768,
5,2003-07-01,,0.2879769230769231,
6,2003-08-01,,-0.05080000000000002,
7,2003-09-01,,0.35935769230769227,
8,2003-10-01,,0.074646875,
9,2003-11-01,,-0.0789392857142857,
10,2003-12-01,,0.28958333333333336,
11,2004-01-01,,-0.03791176470588235,
12,2004-02-01,,-0.020230434782608706,
13,2004-03-01,,-0.114425,
14,2004-04-01,,0.18490555555555555,
15,2004-05-01,,0.08955526315789475,
16,2004-06-01,,0.060579999999999995,
17,2004-07-01,,0.3412857142857143,
18,2004-08-01,,-0.15200434782608696,
19,2004-09-01,,-0.07836874999999999,
20,2004-10-01,,0.18387619047619047,
21,2004-11-01,,-0.32105,
22,2004-12-01,,0.1651764705882353,
23,2005-01-01,,-0.15286666666666668,
24,2005-02-01,,-0.34936,
25,2005-03-01,,-0.14992727272727271,
26,2005-04-01,,0.13327777777777777,
27,2005-05-01,,0.2272151515151515,
28,2005-06-01,,0.768788888888889,
29,2005-07-01,,0.48328333333333334,
30,2005-08-01,,0.03751666666666668,
31,2005-09-01,,0.2768277777777778,
32,2005-10-01,,0.27823000000000003,
33,2005-11-01,,-0.28595454545454546,
34,2005-12-01,,-0.336625,
35,2006-01-01,,0.12269285714285715,
36,2006-02-01,,-0.14796666666666666,
37,2006-03-01,,-0.19133333333333336,
38,2006-04-01,,-0.15894545454545456,
39,2006-05-01,,0.094275,
40,2006-06-01,,0.11777500000000002,
41,2006-07-01,,0.24305714285714286,
42,2006-08-01,,-0.24703181818181819,
43,2006-09-01,,-0.09608461538461538,
44,2006-10-01,,-0.3110771929824562,
45,2006-11-01,,-0.11289999999999999,
46,2006-12-01,,-0.11873749999999998,
47,2007-01-01,,-0.03165882352941177,
48,2007-02-01,,0.19843000000000002,
49,2007-03-01,,-0.36894615384615387,
50,2007-04-01,,-0.1889764705882353,
51,2007-05-01,,-0.17901333333333333,
52,2007-06-01,,-0.47867777777777776,
53,2007-07-01,,-0.037545161290322586,
54,2007-08-01,,-0.1840142857142857,
55,2007-09-01,,-0.07216666666666668,
56,2007-10-01,,-0.29950000000000004,
57,2007-11-01,,-0.35448235294117647,
58,2007-12-01,,0.202575,
59,2008-01-01,,0.35368571428571427,
60,2008-02-01,,-0.0030199999999999893,
61,2008-03-01,,0.3342823529411765,
62,2008-04-01,,0.22814642857142858,
63,2008-05-01,,-0.09706,
64,2008-06-01,,-0.1514826086956522,
65,2008-07-01,,-0.14903333333333332,
66,2008-08-01,,0.476375,
67,2008-09-01,,-0.13608285714285714,
68,2008-10-01,,-0.09573999999999999,
69,2008-11-01,,0.27467407407407407,
70,2008-12-01,,-0.31885,
71,2009-01-01,,-0.18596428571428572,
72,2009-02-01,,-0.043617647058823525,
73,2009-03-01,,-0.11320624999999998,
74,2009-04-01,,-0.08687941176470589,
75,2009-05-01,,0.002785714285714288,
