,date,post_courier,abc_au,rnz
76,2009-06-01,,-0.48124666666666666,
77,2009-07-01,,-0.13928636363636365,
78,2009-08-01,,-0.32706829268292686,
79,2009-09-01,,-0.3847291666666666,
80,2009-10-01,,-0.24733888888888889,
81,2009-11-01,,0.39315,
82,2009-12-01,,-0.257775,
83,2010-01-01,,-0.2987166666666667,
84,2010-02-01,,-0.22106666666666663,
85,2010-03-01,,-0.2521263157894737,
86,2010-04-01,,-0.1097235294117647,
87,2010-05-01,,-0.3984875,
88,2010-06-01,,-0.33407619047619047,
89,2010-07-01,,-0.11046086956521739,
90,2010-08-01,,-0.4422888888888889,
91,2010-09-01,,0.0612483870967742,
92,2010-10-01,,-0.05821,
93,2010-11-01,,-0.12854285714285713,
94,2010-12-01,,-0.1885315789473684,
95,2011-01-01,,-0.13074000000000002,
96,2011-02-01,,-0.4107,
97,2011-03-01,,-0.4035888888888889,
98,2011-04-01,,-0.30461333333333335,
99,2011-05-01,,-0.08242333333333332,
100,2011-06-01,,-0.039325000000000006,
101,2011-07-01,,-0.20809000000000002,
102,2011-08-01,,0.15658666666666665,
103,2011-09-01,,0.008547058823529404,
104,2011-10-01,,-0.6434650000000001,
105,2011-11-01,,-0.47878125,
106,2011-12-01,,0.20824761904761904,
107,2012-01-01,,0.06328,
108,2012-02-01,,0.12558125,
109,2012-03-01,,-0.38444999999999996,
110,2012-04-01,,-0.003395652173913046,
111,2012-05-01,,0.2557611111111111,
112,2012-06-01,,0.14049047619047622,
113,2012-07-01,,-0.013934042553191493,
114,2012-08-01,,0.16395925925925925,
115,2012-09-01,,-0.0288135135135135,
116,2012-10-01,,0.24676037735849055,
117,2012-11-01,,0.18041086956521737,
118,2012-12-01,,0.37237894736842103,
119,2013-01-01,,-0.0007179487179487071,
120,2013-02-01,,-0.0033634146341463365,
121,2013-03-01,,-0.05887142857142857,
122,2013-04-01,,-0.38641304347826083,
123,2013-05-01,,-0.049,
124,2013-06-01,,0.004284848484848474,
125,2013-07-01,,-0.014851470588235301,
126,2013-08-01,,0.012071999999999998,
127,2013-09-01,,0.06428148148148148,
128,2013-10-01,,0.11321249999999998,
129,2013-11-01,,0.008946153846153862,
130,2013-12-01,,-0.10108648648648648,
131,2014-01-01,,-0.23612222222222223,
132,2014-02-01,,-0.3368395348837209,
133,2014-03-01,,0.21384042553191487,
134,2014-04-01,,-0.13196666666666668,
135,2014-05-01,,-0.020586486486486495,
136,2014-06-01,,-0.32415319148936167,
137,2014-07-01,,0.04503125000000001,
138,2014-08-01,,0.1647,
139,2014-09-01,,-0.4034416666666667,
140,2014-10-01,,-0.2882818181818182,
141,2014-11-01,,-0.25278823529411765,
142,2014-12-01,,-0.09752380952380953,
143,2015-01-01,,-0.6207499999999999,
144,2015-02-01,,-0.5648857142857143,0.4533536585365853
145,2015-03-01,,-0.3594214285714286,0.07174756097560976
146,2015-04-01,,-0.5072875,0.21644166666666667
147,2015-05-01,,-0.5665809523809523,0.12456929824561404
148,2015-06-01,,0.14133333333333334,0.17202758620689657
149,2015-07-01,,0.12453793103448277,0.11722238805970149
150,2015-08-01,,-0.5169961538461538,-0.024539999999999996
151,2015-09-01,,-0.29043870967741936,0.09175042735042735
152,2015-10-01,,-0.39305769230769233,-0.28186901408450704
153,2015-11-01,,-0.0020450000000000025,0.023215151515151515
154,2015-12-01,0.49429807692307687,0.15563333333333332,0.03259113924050633
155,2016-01-01,0.4599,-0.38736875,0.10269999999999999
156,2016-02-01,0.43206051282051283,-0.053711111111111105,0.22413249999999998
157,2016-03-01,0.38898034188034186,-0.10776400000000001,0.062363529411764713
158,2016-04-01,0.32320909090909095,-0.36082325581395347,-0.15355862068965517
159,2016-05-01,0.44985433333333336,-0.16428571428571428,-0.13108515625
160,2016-06-01,0.3028513725490196,-0.4041538461538462,-0.24025208333333334
161,2016-07-01,0.3265860169491525,-0.19870952380952384,0.04797289719626168
162,2016-08-01,0.4330219512195122,-0.009538095238095224,0.007186000000000002
163,2016-09-01,0.4803528,-0.05042380952380953,0.11583500000000002
164,2016-10-01,0.3892911894273128,0.01911764705882352,0.03574722222222223
165,2016-11-01,0.3328720930232558,0.186825,0.31673733333333337
166,2016-12-01,0.39521139240506326,-0.241855,0.13725416666666668
167,2017-01-01,0.3496849514563107,-0.39116666666666666,-0.19948070175438595
168,2017-02-01,0.3868043478260869,-0.222624,0.10037297297297297
169,2017-03-01,0.5559487632508834,-0.29131666666666667,0.21310943396226417
170,2017-04-01,0.6190387096774194,-0.3455952380952381,0.011948936170212766
171,2017-05-01,0.546007343412527,-0.20992222222222223,0.1476897435897436
172,2017-06-01,0.4870317258883249,-0.32828333333333337,0.0807625
173,2017-07-01,0.37440778688524595,-0.48219999999999996,0.028979569892473113
174,2017-08-01,0.4426540389972145,-0.3541652173913043,0.060746666666666664
175,2017-09-01,0.4815630102040816,0.2857823529411765,0.2708342105263158
176,2017-10-01,0.36981875000000003,-0.43062608695652177,-0.108804
177,2017-11-01,0.4007514492753623,-0.34920555555555555,0.01118421052631579
178,2017-12-01,0.46298098159509204,-0.12081249999999999,-0.10160740740740742
179,2018-01-01,0.3551752,-0.21009615384615385,0.001225806451612906
180,2018-02-01,0.4371390350877193,-0.3964411764705882,0.156575
181,2018-03-01,0.4093184615384615,-0.25704444444444446,-0.08812666666666666
182,2018-04-01,0.34363693181818183,0.19343333333333335,-0.024450000000000003
183,2018-05-01,0.5149735,-0.08693571428571427,-0.02099404761904762
184,2018-06-01,0.3912755434782608,-0.20587777777777777,-0.06491451612903226
185,2018-07-01,0.596236809815951,-0.40235,0.2030985294117647
186,2018-08-01,0.5130561068702291,0.10454545454545454,0.135155421686747
187,2018-09-01,0.5773220779220779,0.5869,-0.006560869565217388
188,2018-10-01,0.42809417475728156,0.1740375,0.2391261904761905
189,2018-11-01,0.5882371980676329,0.41324074074074074,0.11296168224299065
190,2018-12-01,0.5935212121212121,0.40915999999999997,0.112
191,2019-01-01,0.3640852564102564,0.19166,-0.27575945945945946
192,2019-02-01,0.4966660550458716,0.3424142857142857,-0.0557
193,2019-03-01,0.4732752,0.4279,0.08773220338983051
194,2019-04-01,0.5004333333333334,0.2765625,0.3157506666666667
195,2019-05-01,0.4928288,0.5922545454545455,0.3273887640449438
196,2019-06-01,0.6280504950495049,-0.2406,0.12807179487179488
197,2019-07-01,0.6079701030927835,-0.4091111111111111,0.13514022988505747
198,2019-08-01,0.611945283018868,0.11359999999999999,0.13995483870967743
199,2019-09-01,0.5762038461538461,0.59232,0.1049974358974359
200,2019-10-01,0.5165862068965518,-0.004769999999999985,-0.009767142857142856
201,2019-11-01,0.6130168224299065,0.3431875,0.20984920634920634
202,2019-12-01,0.5534532663316583,0.64588,0.16854827586206897
203,2020-01-01,0.4040722448979592,0.4688,-0.16696727272727271
204,2020-02-01,0.5167116129032258,0.37238333333333334,0.20931960784313725
205,2020-03-01,0.34986923076923077,0.33503333333333335,-0.013932
206,2020-04-01,0.355537106918239,-0.537,-0.1429607843137255
207,2020-05-01,0.47841,0.2651111111111111,-0.0303404255319149
208,2020-06-01,0.6489141025641025,-0.88262,0.07813018867924529
209,2020-07-01,0.45173064516129036,-0.4941375,-0.07190652173913044
210,2020-08-01,0.22162600000000002,0.1283,0.06797307692307693
211,2020-09-01,0.4058156862745098,0.51894,0.13826153846153846
212,2020-10-01,0.047725925925925936,0.8835500000000001,0.3305447368421053
213,2020-11-01,0.4306,0.3316555555555556,0.364678431372549
214,2020-12-01,0.2859634146341464,0.5746800000000001,0.43959000000000004
215,2021-01-01,0.4888967741935484,0.9077500000000001,0.15216153846153846
216,2021-02-01,0.5751647727272727,0.4225285714285714,0.549775
217,2021-03-01,0.45320078125,0.10485769230769232,0.05781555555555555
218,2021-04-01,0.32204444444444447,0.05427058823529411,-0.007422580645161286
219,2021-05-01,0.5215243902439024,0.27968000000000004,0.43310000000000004
220,2021-06-01,0.6156573033707865,-0.04681666666666665,-0.20765
221,2021-07-01,0.4769425,0.32224444444444444,0.36392
222,2021-08-01,0.6293203252032521,0.6282333333333333,-0.05360769230769232
223,2021-09-01,0.4622298969072165,0.19632,0.22849166666666668
224,2021-10-01,0.4390230769230769,0.3911,0.0326076923076923
225,2021-11-01,0.5456949579831933,0.13927142857142855,0.21982941176470588
226,2021-12-01,0.5930588235294117,0.981,-0.2914333333333334
227,2022-01-01,0.3193972972972973,,-0.1305
228,2022-02-01,0.46988947368421047,0.5787,0.51898
229,2022-03-01,0.6369903846153846,-0.0006250000000000144,0.10786250000000001
230,2022-04-01,0.47628173076923075,0.4597125,0.8187
231,2022-05-01,0.5290617529880478,0.26491818181818183,0.06423333333333332
232,2022-06-01,0.5133203966005666,0.5211833333333333,-0.5940666666666666
233,2022-07-01,0.34157276119402985,0.3462428571428572,-0.087025
234,2022-08-01,0.4835902985074627,0.6941714285714287,-0.09668750000000002
235,2022-09-01,0.5074051136363636,-0.030800000000000004,0.027614285714285702
236,2022-10-01,0.530698947368421,0.77416,0.07698888888888887
237,2022-11-01,0.5847987730061349,0.23709333333333332,-0.9758333333333334
238,2022-12-01,0.5856692307692307,0.9009666666666666,0.34013333333333334
239,2023-01-01,0.5231842857142858,0.6345923076923078,
240,2023-02-01,0.4537116666666667,0.7714066666666667,0.9730000000000001
241,2023-03-01,0.48524244604316547,0.4655571428571429,0.009475000000000011
242,2023-04-01,0.44196956521739134,-0.06454666666666668,0.41044285714285716
243,2023-05-01,0.47840955882352937,-0.45935,-0.04794999999999998
244,2023-06-01,0.5611857142857143,0.3173153846153846,-0.17736666666666664
245,2023-07-01,0.5187814814814814,0.58927,0.34124444444444446
246,2023-08-01,,0.2061111111111111,-0.252325
247,2023-09-01,,0.19971999999999998,0.6683916666666666
