,date,job_gui,job_cycle
0,2015-01-01,233.0,57.23528931835284
1,2015-02-01,133.98,-43.053506810599316
2,2015-03-01,246.0,67.6972554301297
3,2015-04-01,200.33,20.757466613205793
4,2015-05-01,168.96,-11.883505044071143
5,2015-06-01,254.0,71.88354850996132
6,2015-07-01,317.0,133.60792702067738
7,2015-08-01,193.68,9.00837557644104
8,2015-09-01,216.0,30.04260834025348
9,2015-10-01,61.64,-125.61173003395491
10,2015-11-01,87.21000000000001,-101.34722670250332
11,2015-12-01,291.0,101.12450040460104
12,2016-01-01,323.64000000000004,132.432615357557
13,2016-02-01,141.35999999999999,-51.19449805507557
14,2016-03-01,153.17,-40.749477901336576
15,2016-04-01,200.54,5.235432770009112
16,2016-05-01,159.39,-37.32169466481963
17,2016-06-01,127.80000000000001,-70.34282922646156
18,2016-07-01,74.36,-125.23965195951648
19,2016-08-01,131.59999999999997,-69.48330113984011
20,2016-09-01,261.51,58.916051312050996
21,2016-10-01,276.0,71.86876961222305
22,2016-11-01,96.75000000000001,-108.94523662241905
23,2016-12-01,235.31999999999996,28.033387682054098
24,2017-01-01,139.26,-69.64516177360218
25,2017-02-01,87.77999999999999,-122.77090559563656
26,2017-03-01,265.66,53.43667299520999
27,2017-04-01,89.38000000000001,-124.54096191543344
28,2017-05-01,362.0,146.35724143805473
29,2017-06-01,162.83999999999997,-54.546704214491626
30,2017-07-01,188.15999999999997,-30.991915442941064
31,2017-08-01,154.2,-66.73708793209863
32,2017-09-01,219.7,-3.0406782316194665
33,2017-10-01,219.63999999999996,-4.920627944492537
34,2017-11-01,193.12,-33.2748552116833
35,2017-12-01,117.00000000000003,-111.24124020634915
36,2018-01-01,398.0,167.9025936487786
37,2018-02-01,320.64,88.67988127387164
38,2018-03-01,274.89,41.062562044397566
39,2018-04-01,249.48000000000002,13.781891077480765
40,2018-05-01,240.24000000000004,2.6688066494890847
41,2018-06-01,286.44,46.994140695038254
42,2018-07-01,372.19000000000005,130.8687045561003
43,2018-08-01,252.76,9.56294696553664
44,2018-09-01,353.7,108.62630686682186
45,2018-10-01,192.29,-54.66185058474045
46,2018-11-01,154.97999999999996,-93.85299839979498
47,2018-12-01,192.24,-58.478187815447825
48,2019-01-01,344.45,91.84225410556522
49,2019-02-01,197.63999999999996,-56.86154847890646
50,2019-03-01,185.35,-71.05018007038146
51,2019-04-01,381.91999999999996,123.61621357613745
52,2019-05-01,359.16,98.94803493234582
53,2019-06-01,192.76,-69.36526735886974
54,2019-07-01,196.80000000000004,-67.24500814254614
55,2019-08-01,312.90000000000003,46.92803296210792
56,2019-09-01,262.96,-4.946404798312528
57,2019-10-01,192.33999999999997,-77.50894427623211
58,2019-11-01,259.08000000000004,-12.72017015737174
59,2019-12-01,332.00999999999993,58.249930935389045
60,2020-01-01,269.94,-5.78852947136761
61,2020-02-01,368.90000000000003,91.19411068959636
62,2020-03-01,131.5,-148.19244184990168
63,2020-04-01,234.63,-47.05918401630578
64,2020-05-01,166.42,-117.2759692758606
65,2020-06-01,317.34,31.6277120161771
66,2020-07-01,219.24,-68.49672558827899
67,2020-08-01,187.17000000000002,-102.59811157830325
68,2020-09-01,256.19999999999993,-35.604746918852754
69,2020-10-01,380.70000000000005,86.85585907721116
70,2020-11-01,300.76,4.876471825012175
71,2020-12-01,412.83,114.90918655557658
72,2021-01-01,383.59,83.63606087283296
73,2021-02-01,358.02000000000004,56.03826573575196
74,2021-03-01,191.54,-112.46367323667195
75,2021-04-01,310.7,4.6803371805301595
76,2021-05-01,300.96,-7.0687420124165214
77,2021-06-01,222.48000000000005,-87.54998592899935
78,2021-07-01,435.0,122.97758486005654
79,2021-08-01,276.39,-37.61437467595891
80,2021-09-01,235.16999999999996,-80.80515846887363
81,2021-10-01,328.82,10.886229783857175
82,2021-11-01,216.38,-103.49859011862884
83,2021-12-01,241.92000000000002,-79.88808237588029
84,2022-01-01,671.0,347.28008741278654
85,2022-02-01,428.1600000000001,102.54887006844433
86,2022-03-01,357.2,29.718536781861133
87,2022-04-01,241.14999999999998,-88.18143252834
88,2022-05-01,487.62,156.45821274676626
89,2022-06-01,276.71,-56.26259637160683
90,2022-07-01,216.99999999999997,-117.76513610154186
91,2022-08-01,444.0,107.45975146385058
92,2022-09-01,281.25,-57.0478670869345
93,2022-10-01,384.79999999999995,44.761245669849245
94,2022-11-01,333.64,-8.123232657892117
95,2022-12-01,409.7,66.22803015776509
96,2023-01-01,536.0,190.83442902400924
97,2023-02-01,273.93000000000006,-72.9151521707227
98,2023-03-01,444.0,95.48669797412782
99,2023-04-01,239.04000000000002,-111.13204652396541
100,2023-05-01,334.56,-17.264148427605733
101,2023-06-01,271.85999999999996,-81.6115129990373
102,2023-07-01,327.55999999999995,-27.555912289482592
103,2023-08-01,338.8,-17.958488631699424
104,2023-09-01,269.1,-89.30017173566603
105,2023-10-01,346.80999999999995,-13.231752742775086
