,date,total,train_pred,mean_se,mean_ci_lower,mean_ci_upper
0,2007-06-01,6709.0,9249.413013308988,,0.0,
1,2007-07-01,8021.0,7455.328502267335,,0.0,
2,2007-08-01,9196.0,7418.072866231916,,0.0,
3,2007-09-01,7595.0,8637.735410209138,,0.0,
4,2007-10-01,6795.0,7595.000812333612,,0.0,
5,2007-11-01,6252.0,7382.946826820831,,0.0,
6,2007-12-01,7595.0,5704.379276564467,,0.0,
7,2008-01-01,8911.0,8647.708957200042,,0.0,
8,2008-02-01,8766.0,8514.085519952316,,0.0,
9,2008-03-01,7817.0,10478.629449017792,,0.0,
10,2008-04-01,6606.0,6090.671586088615,,0.0,
11,2008-05-01,4963.0,7071.2281879882785,,0.0,
12,2008-06-01,4628.0,3728.797912616823,inf,0.0,
13,2008-07-01,6679.0,5849.063442940281,14038.646072558839,609.183765288438,15448.50790332866
14,2008-08-01,7341.0,6908.179120234001,13627.111394822092,1007.227098443308,15435.648714576817
15,2008-09-01,6497.0,6806.990778067584,13516.914404067109,1049.8572962476862,15246.469104326832
16,2008-10-01,6237.0,5794.001884877935,13481.311410396414,845.8624854086223,14611.520292564435
17,2008-11-01,5767.0,4747.814189905674,13469.14300535267,649.4051626484014,13796.813054147322
18,2008-12-01,6869.0,6794.447011839665,13464.90512347407,1078.574939036812,15171.89909273748
19,2009-01-01,8225.0,7834.200868997906,13463.419570482676,1353.0716440631643,15653.678009181926
20,2009-02-01,6881.0,7384.886028991504,13462.897637478944,1229.574743810683,15457.077822957652
21,2009-03-01,7208.0,4769.410575709183,13462.714115343053,655.7589395454867,13803.830155961688
22,2009-04-01,5137.0,6007.860182363789,13462.649567354376,900.3768723430143,14719.998428692805
23,2009-05-01,4712.0,3643.394869208866,13462.626649020087,465.99799037203934,12625.37690179205
24,2009-06-01,4180.0,4668.691981231801,13295.285370335772,702.2161123974679,13395.618509541238
25,2009-07-01,5246.0,5340.62457100153,13050.800815351726,961.238805301835,13542.033944450734
26,2009-08-01,6313.0,6913.032650528563,12979.755277475715,1441.5541804612365,14563.375894096162
27,2009-09-01,6248.0,5363.256379813286,12956.25883699434,1016.943880923835,13388.545181773656
28,2009-10-01,5237.0,5306.8259730406535,12948.166118553609,1006.8499752514357,13323.860003493777
29,2009-11-01,5341.0,4715.341080903068,12945.340192729078,862.6554712331425,12752.096894687875
